GENIE3_links,PIDC_links,GRNBOOST2_links,phase_synchrony_links
ARPC5L_GYG1,C9orf142_SDPR,CCL5_TIGIT,IL32_TIGIT
GZMB_IFITM3,IRF8_SRGN,S100A6_SPON2,APOBEC3A_CEBPB
C2orf88_TUBB1,PF4_SMIM14,PTCRA_RAMP1,FGFBP2_SDPR
CD19_NKG7,HIST1H2AC_PLEKHF1,PRF1_TYROBP,CEBPB_MAP3K7CL
IGLL5_TPM1,C1orf162_SWAP70,ASGR1_HLA-DQB1,NKG7_PLD4
CD160_SRGN,BLVRA_HLA-DPA1,NCR3_S100A8,GZMH_P2RX5
EFHD2_PPBP,IRF8_PLEKHF1,MFSD1_PKIG,ARPC5L_MYL9
LY6G6F_ZAP70,PNOC_TCL1A,BLNK_PF4,AQP3_BLVRA
FCRLA_P2RX5,HINT1_TUBB1,ALDH2_S100A11,LITAF_PLA2G12A
AIF1_ENHO,CA2_GYG1,MYL9_S100A11,LGALS3_SAT1
GIMAP5_GSN,ARPC5L_CLU,CD79A_P2RX5,CST7_PKIG
HOPX_ODC1,KLRG1_PLA2G12A,CD247_LTB,IL32_KLRG1
CD1C_CD37,HIST1H2AC_MAL,BLVRA_SNCA,FCER1G_PTCRA
RP11-367G6.3_SEPT5,CLDN5_PDIA3,GIMAP7_ZAP70,GIMAP7_HLA-DPA1
GYG1_TNFRSF1B,CD160_IGSF6,NRGN_SNCA,CCL5_GYG1
CCL3_IL1B,CD160_PLEKHF1,ASGR1_FCGR3A,APOBEC3A_S100A6
AKR1C3_FGFBP2,IGLL5_PPBP,CMTM5_FCN1,C1orf162_HLA-DMA
C9orf142_PDIA3,GSN_LYAR,CD1C_NRGN,MPP1_PTCRA
APOBEC3A_CCL5,SDPR_TPM4,COTL1_S100A6,C5AR1_GYG1
DYNLL1_FCRL6,IRF8_MZB1,FERMT3_HOPX,PTPRCAP_SDPR
APOBEC3G_TIGIT,CTSS_FCRLA,CD37_TSC22D1,CYBA_SRGN
DYNLL1_SERPINF1,HOPX_KLRC1,FCGR2B_PRR5,APOBEC3A_MFSD1
CD160_H2AFY,ACRBP_EFHD2,CLEC10A_TTC38,C5AR1_NPC2
LYAR_NCOA4,SNX29P2_TNFRSF1B,GNG11_JAKMIP1,C9orf142_IGLL5
KLRB1_PARVB,CD79B_KLRB1,HOPX_P2RX5,GNLY_HLA-DQB1
GSTP1_HLA-DPA1,GIMAP7_GPX1,ARPC1B_MAFB,HVCN1_SDPR
KIAA0125_NKG7,LGALS1_MARCH2,GIMAP5_KLRB1,C5orf56_TUBB1
CMTM5_CYBA,LYAR_PHACTR1,NKG7_PARVB,C5orf56_HLA-DPB1
ARPC1B_CD247,IL32_LGALS1,ADAM28_FCER1G,HLA-DMA_KLRC1
CST7_GAS2L1,HOPX_SAT1,SAMD3_TNFRSF1B,C5orf56_HAVCR2
HINT1_LAT2,LAT2_S100A12,MPP1_PKIG,CD19_CD72
IGFBP7_NRGN,HINT1_SNCA,CD19_LST1,CLEC10A_LST1
APOBEC3G_CLU,ARPC5L_FCER1A,C5AR1_CD79A,ACRBP_SRGN
IGFBP7_SMIM14,GIMAP5_TYROBP,CST3_PTCRA,C5orf56_HLA-DQB1
APOBEC3A_CD9,CD2_TUBB1,APOBEC3A_JAKMIP1,CD19_KLRC1
IGFBP7_TTC38,CCL4_FCER1G,FGL2_GZMB,HIST1H2AC_TSC22D1
GP9_PPBP,IL32_SNX29P2,CD19_FCER1A,GZMB_PDIA3
MS4A6A_PLBD1,CD160_HIST1H2AC,CD247_SEPT5,HVCN1_TSC22D1
ARPC5L_PNOC,CTSW_FPR1,ARPC5L_CA2,IL32_NCR3
FGFBP2_GZMA,LGALS3_NRGN,C1orf162_HLA-DPB1,SNX29P2_SPON2
FGFBP2_PRR5,CD79B_CMTM5,GYG1_SPIB,GRN_PYCARD
CD160_ENHO,CLEC1B_HOPX,PHACTR1_TTC38,APOBEC3A_MAL
C5orf56_ODC1,ASGR1_TPM4,HLA-DQB1_ITGA2B,GPX1_IFI30
IGLL5_LY6G6F,FGL2_GP1BA,PLBD1_TYROBP,GYG1_PRSS23
GZMA_SPARC,BLNK_TPM1,S100A6_SAT1,AIF1_FCGRT
CTSW_HINT1,BLNK_MYL9,CTSS_TYROBP,APOBEC3A_PLBD1
IFITM3_LAT2,BLNK_GZMA,EFHD2_GP1BA,FERMT3_MAL
CTSW_S100A8,BLNK_C2orf88,PKIG_TSC22D1,LST1_MAP3K7CL
BLNK_CCL4,BLNK_RP11-367G6.3,CST3_LGALS1,CD1C_GNG11
CLEC10A_GSN,SERPINF1_SPON2,S100A6_SMCO4,AC147651.3_MS4A6A
CD160_IGSF6,FCRLA_FERMT3,FPR1_KLRB1,FCGR3A_MAL
CCL4_PKIG,TNFRSF1B_TYROBP,TNFRSF1B_XCL1,ARPC1B_MAL
RAMP1_TIGIT,CLU_F13A1,GSTP1_GZMB,C5orf56_PARVB
NRGN_PYCARD,CTSW_HINT1,AQP3_IGSF6,LGALS2_SAT1
LAMTOR1_PRF1,KLRC1_LGALS2,CD2_PTCRA,HLA-DMA_HVCN1
ACRBP_C2orf88,KIAA0125_SAT1,AIF1_HLA-DPB1,ARHGAP24_KIAA0125
C1orf162_IL32,FCER1G_LST1,PTPRCAP_TCL1A,SDPR_SRGN
MZB1_PNOC,ODC1_PTGS1,PLA2G12A_TTC38,HLA-DOB_HLA-DPA1
HIST1H2AC_PKIG,LTB_MS4A6A,KLRG1_LTB,CEBPB_CLEC1B
GNG11_H2AFY,CST7_FCER1G,GZMB_TCL1A,GSTP1_IGSF6
C9orf142_PGRMC1,BLNK_HOPX,GP9_LAMTOR1,APOBEC3A_TUBB1
GRN_ID2,FPR1_PLBD1,GSN_IL1B,PLBD1_S100A6
CEBPB_SPON2,ARPC5L_GSN,ASGR1_TNFRSF1B,BLVRA_SWAP70
GSN_SDPR,FERMT3_S100A12,C5orf56_CST7,MFSD1_PLA2G12A
IL1B_SMIM14,CLDN5_ENHO,CST3_TCL1A,C5AR1_GPX1
PTGS1_SNCA,PHACTR1_UBB,LGALS2_MAFB,CLIC3_HVCN1
CD72_PKIG,AC147651.3_HOPX,TNFSF13B_ZAP70,MZB1_PYCARD
LST1_PLD4,C9orf142_NCOA4,ARPC1B_TYMP,PRR5_PYCARD
C5AR1_CMTM5,BLVRA_TCL1A,GZMH_KIAA0125,CLDN5_MMD
C1orf162_NPC2,BLNK_SERPINF1,HOPX_SPARC,ACRBP_S100A6
GP9_SDPR,GZMH_TTC38,IFI30_LINC00936,FCGR2B_ZAP70
HLA-DRB1_MMD,LGALS1_UBB,HLA-DRB1_LGALS3,HLA-DPA1_SPON2
CTSS_PGRMC1,HVCN1_PTPRCAP,HLA-DRB1_TCL1A,CYBA_TYMP
FCGR3A_NPC2,EFHD2_S100A12,CD9_PLEKHF1,MARCH2_S100A6
GZMH_HVCN1,ENHO_MFSD1,KLRB1_SPARC,CLEC1B_SWAP70
AKR1C3_GZMH,HLA-DOB_LDLRAP1,AC147651.3_GSTP1,CTSS_TYMP
AQP3_CD79B,APOBEC3G_CLIC3,HINT1_S100A11,GPR56_SPON2
PTPRCAP_RGS18,IL32_LYAR,PTGDR_SAT1,IFITM3_MS4A6A
AKR1C3_TIGIT,RGS18_SPON2,ACRBP_RP11-367G6.3,GRN_VAMP8
PRSS23_TIGIT,FCGR2B_GYG1,CST3_SNCA,ARPC1B_LAMTOR1
ACRBP_GZMK,AQP3_ARHGAP24,IFI30_IFITM3,FCGRT_SWAP70
APOBEC3A_MAP3K7CL,ADAM28_ENHO,IGSF6_S100A8,RAMP1_SPON2
CLIC3_TCL1A,HIST1H2AC_MZB1,MYL9_TYMP,FCGRT_LAMTOR1
AP001189.4_FCRLA,PF4_PPBP,GZMH_LINC00926,HVCN1_P2RX5
LYAR_SAMD3,HLA-DPA1_MFSD1,GAS2L1_MAFB,MS4A6A_SPON2
GYG1_HLA-DMB,CLIC3_HIST1H2AC,CST3_XCL2,SWAP70_TUBB1
EAF2_GNLY,CD79A_GIMAP5,CA2_TREML1,MAFB_SWAP70
FCRLA_LAMTOR1,EAF2_PF4,CA2_FCGR3A,LST1_PLA2G12A
CD2_HLA-DPA1,AKR1C3_MS4A6A,CTSS_JAKMIP1,FCER1G_TSC22D1
IGLL5_XCL2,APOBEC3A_FOLR3,CD19_IFITM3,CD79B_MS4A1
FCGRT_GSN,ADAM28_PRF1,PPBP_TYROBP,CLEC1B_S100A6
F13A1_RAMP1,ARPC1B_MS4A6A,MZB1_SMCO4,CLEC1B_TYMP
GZMH_LINC00926,BLVRA_MAL,HAVCR2_TIGIT,FCER1G_FCGRT
AQP3_KIAA0125,FCRL6_FGFBP2,FCGR3A_PLD4,SPON2_XCL1
GSTP1_PF4,S100A11_SPIB,GP1BA_LAMTOR1,CST3_SWAP70
CCL4_RAMP1,IL1B_SAT1,CD79B_TCL1A,FCGRT_HLA-DQA1
BLNK_MAFB,CD79B_KLRG1,BLNK_CST7,F13A1_ZAP70
KIAA0125_PRSS23,HIST1H2AC_PDIA3,EAF2_PRSS23,GSN_PTGDR
FCER1G_LYAR,CD72_FCER1A,CCL4_TYROBP,CD9_SPON2
CD2_LDLRAP1,ODC1_SAT1,AC147651.3_ADAM28,ID2_MAL
CA2_HOPX,FCER1A_HIST1H2AC,LGALS1_TYMP,SEPT5_SPON2
FCN1_S100A12,CD247_LGALS2,IGFBP7_LAMTOR1,HLA-DQB1_KIAA0125
FCGR2B_SAMD3,AC147651.3_ACRBP,GZMB_HVCN1,FGFBP2_HVCN1
FCRLA_PPBP,PLA2G12A_SPIB,FCGR3A_GRN,PLD4_VAMP8
LGALS2_LTB,MFSD1_SAMD3,BLNK_GZMK,NKG7_XCL2
HAVCR2_PLA2G12A,GAS2L1_LGALS2,CD79A_SEPT5,GNG11_IGLL5
FCRL6_PLA2G12A,CLEC1B_LDLRAP1,FGL2_S100A11,GP9_SPON2
CMTM5_FGFBP2,ALDH2_GYG1,S100A6_TYMP,ID2_IGFBP7
ACRBP_HLA-DOB,SMIM14_UBB,C5AR1_FCGR3A,CD1C_FCRLA
MARCH2_MYL9,S100A12_SWAP70,GAS2L1_MAP3K7CL,GIMAP5_NCF2
APOBEC3A_LITAF,CLEC1B_PARVB,HVCN1_XCL2,GZMB_PYCARD
ARHGAP24_KLRC1,CLEC10A_SNX29P2,ARPC5L_SPARC,HVCN1_KLRG1
HLA-DQA1_HVCN1,GIMAP7_HLA-DOB,FPR1_LTB,ID2_MAFB
GPR56_S1PR5,ASGR1_NCR3,MZB1_PRR5,CTSS_FOLR3
AIF1_HVCN1,ACRBP_PDIA3,HINT1_IGSF6,HLA-DRB1_MS4A6A
RAMP1_TPM1,ALDH2_MARCH2,PTGDR_TREML1,CCL5_CD79B
AC147651.3_IL1B,LTB_PLA2G12A,C1orf162_HIST1H2AC,IL1B_S100A6
LYAR_MS4A6A,SRGN_UBB,ALDH2_TYMP,HLA-DQB1_TIGIT
C5orf56_EAF2,FERMT3_KLRG1,AKR1C3_ARPC1B,IGSF6_MS4A6A
C9orf142_TIGIT,FPR1_GAS2L1,BLNK_FCGR3A,LY6G6F_NCR3
CD79B_FPR1,GP1BA_UBB,ENHO_MS4A6A,GP1BA_IL32
CLIC3_HLA-DQA1,CD160_S100A12,CD160_S100A6,PLA2G12A_TUBB1
ADAM28_IGLL5,ALDH2_HINT1,RAMP1_TSC22D1,GIMAP7_IRF8
CLU_SAT1,CD79A_PHACTR1,FERMT3_TIGIT,KLRG1_NCR3
SRGN_TNFSF13B,HVCN1_MAFB,CD79B_CTSW,CDA_VAMP8
EAF2_TNFRSF1B,CD37_S100A11,CD247_CTSS,SPIB_VAMP8
SAMD3_SMCO4,CST7_GZMA,HVCN1_KIAA0125,CEBPB_CLEC10A
CD247_LST1,CST7_RP11-367G6.3,ARPC1B_PTCRA,CLDN5_FGL2
LY6G6F_MYL9,C2orf88_CST7,LGALS3_PHACTR1,FCRLA_GZMH
CMTM5_TMEM40,CST7_TPM1,C1orf162_GZMB,C9orf142_FCER1G
HLA-DOB_LAT2,CST7_MYL9,HLA-DMA_PGRMC1,ID2_NCF2
FCER1A_ODC1,CA2_KLRB1,C9orf142_IRF8,COTL1_HLA-DRB1
GAS2L1_PLD4,GZMK_S100A12,GP1BA_PTCRA,GPX1_VAMP8
FCRLA_S100A11,FCRL6_KLRB1,H2AFY_TSC22D1,GZMH_SDPR
EFHD2_ODC1,GAS2L1_ODC1,GIMAP5_LINC00926,NCR3_PTGS1
PRR5_XCL1,GP1BA_PLD4,ODC1_SEPT5,C5AR1_MZB1
GZMK_ODC1,IGLL5_MFSD1,SPARC_TIGIT,COTL1_IFITM3
BLNK_GYG1,FPR1_LGALS1,CLDN5_CLEC1B,GYG1_XCL2
GRN_PYCARD,HLA-DPB1_LGALS2,HLA-DPA1_MZB1,ID2_S100A8
CCL5_HINT1,FCGR3A_GZMK,AC147651.3_S100A11,CD19_SNCA
HLA-DOB_MAP3K7CL,ARPC1B_C1orf162,GNLY_TYMP,CD160_IL32
LGALS2_SERPINF1,BLNK_CST7,FCGR3A_LITAF,ALDH2_CLDN5
MYL9_XCL1,CD79B_TCL1A,CCL5_CD19,CLDN5_LGALS2
EAF2_MS4A6A,CLEC10A_IL32,APOBEC3A_TTC38,COTL1_MS4A6A
HLA-DPB1_SPON2,CD160_ENHO,CD79A_CST3,FOLR3_SWAP70
IGLL5_XCL1,ARPC1B_NRGN,IGFBP7_LGALS3,FCGR3A_TYMP
F13A1_LINC00926,GIMAP5_MZB1,GNG11_SAT1,CEBPB_IL1B
HINT1_PYCARD,C5orf56_FCER1G,AP001189.4_SAT1,MS4A6A_SAMD3
FCRLA_SPIB,GAS2L1_S100A12,CEBPB_LINC00926,FCER1A_LINC00936
TCL1A_TYROBP,HLA-DOB_KIAA0125,HIST1H2AC_TYMP,GSTP1_MS4A6A
GNLY_TYMP,LGALS2_PDIA3,HLA-DRB1_PLD4,IL32_PTPRCAP
CD79A_TYROBP,EAF2_FCGR2B,LAMTOR1_TYMP,ENHO_S100A6
C1orf162_HLA-DPB1,FCER1G_PTGDR,ODC1_SNCA,CTSS_S100A8
CD72_S100A12,S100A11_SMCO4,LDLRAP1_S100A12,HLA-DPB1_S100A6
PRSS23_S1PR5,CD79B_MS4A6A,ADAM28_CDA,AIF1_FOLR3
LY6G6F_S100A6,ARHGAP24_CLU,ARPC1B_CEBPB,CEBPB_TYMP
CLEC1B_GZMK,MS4A1_RGS18,CCL4_NCR3,FCER1G_SRGN
GRN_SPIB,ARHGAP24_CTSW,CST3_GNG11,H2AFY_LST1
AC147651.3_S1PR5,CMTM5_PLD4,CTSS_FGL2,CLEC1B_PLA2G12A
PGRMC1_SNX29P2,CD2_CTSS,AIF1_TPM1,IGSF6_MMD
MFSD1_PLEKHF1,APOBEC3G_NCF2,SNCA_TIGIT,ID2_PARVB
LITAF_SAMD3,FERMT3_MPP1,MS4A1_TPM1,CCL5_PTGDR
CD247_HLA-DPA1,FPR1_IL1B,CD160_GZMB,AP001189.4_CST7
HLA-DQB1_PTPRCAP,ADAM28_HINT1,PRF1_RP11-367G6.3,CD19_CST7
LAMTOR1_TALDO1,HLA-DQB1_SNCA,GAS2L1_PLD4,EFHD2_PYCARD
GIMAP5_SPON2,CD2_MMD,EFHD2_FCRL6,CD19_GNG11
KLRG1_TYROBP,PLD4_TPM4,GP1BA_TREML1,CD79A_TIGIT
SPIB_TPM4,CLEC1B_LGALS2,C2orf88_CLDN5,CD37_GPX1
LST1_MARCH2,CD79A_CTSS,CD72_S1PR5,FERMT3_PF4
FCN1_HOPX,FGL2_IGFBP7,GSTP1_RGS18,HINT1_PYCARD
ABI3_BLNK,CTSW_TYMP,FCGR3A_RAMP1,CLIC3_PTPRCAP
C5orf56_PRSS23,LTB_P2RX5,GPX1_HOPX,IL32_TCL1A
SEPT5_TTC38,C5orf56_PRR5,GIMAP5_GZMB,ARPC5L_LINC00926
FCRLA_TPM4,ACRBP_S1PR5,MS4A1_SMCO4,CD19_HLA-DMB
CLEC1B_MAFB,CLIC3_SAT1,FERMT3_S100A6,HLA-DPB1_PF4
F13A1_LYAR,CLDN5_PGRMC1,C1orf162_CD79A,BLVRA_ENHO
PLEKHF1_SEPT5,GZMK_PLEKHF1,ALDH2_CCL5,SNCA_TCL1A
FOLR3_HAVCR2,FPR1_S100A12,BLNK_PTPRCAP,ARPC5L_SNCA
C1orf162_MMD,GAS2L1_HIST1H2AC,GIMAP7_MS4A6A,ARPC5L_SPARC
BLNK_PDIA3,CD247_UBB,CLIC3_SPARC,IRF8_ODC1
AC147651.3_GZMK,LGALS1_SPON2,CDA_HLA-DMA,C2orf88_NCF2
ODC1_ZAP70,GIMAP5_SAT1,FCGR2B_MAFB,HLA-DPA1_PYCARD
CD79A_HLA-DPA1,ADAM28_LST1,ARPC5L_HLA-DQA1,BLVRA_MAP3K7CL
ALDH2_HLA-DMB,AKR1C3_KIAA0125,FCRLA_PLBD1,CD79A_PTPRCAP
AKR1C3_SDPR,CMTM5_P2RX5,APOBEC3A_LGALS2,GSN_HOPX
GAS2L1_PRF1,NCR3_PLEKHF1,FERMT3_S100A11,CST7_KIAA0125
AIF1_LTB,SNX29P2_TIGIT,BLNK_H2AFY,CLEC10A_CST3
CD2_IL1B,HIST1H2AC_UBB,CD79B_PYCARD,HLA-DQB1_TPM1
IGLL5_PPBP,P2RX5_PLD4,FCGRT_JAKMIP1,ARPC5L_TMEM40
AQP3_NCOA4,FGL2_PRR5,FCN1_S100A8,GSTP1_LGALS2
CDA_HLA-DMA,CD37_GIMAP7,HINT1_SNX29P2,ARHGAP24_TSC22D1
KIAA0125_S100A11,PLEKHF1_TTC38,NKG7_TPM4,IL32_KLRC1
AKR1C3_TYROBP,BLVRA_LTB,C9orf142_PTCRA,LINC00936_ODC1
C5orf56_SEPT5,PLD4_SPIB,LGALS1_SAT1,CLEC10A_S100A8
ARPC5L_GAS2L1,CTSW_PHACTR1,CDA_GZMH,CCL4_PNOC
LTB_PTPRCAP,C9orf142_CD19,FGL2_IGFBP7,CD2_PHACTR1
RAMP1_UBB,MZB1_NCR3,ID2_LGALS3,ARPC5L_ITGA2B
CCL4_MYL9,PARVB_PNOC,LY6G6F_TIGIT,NRGN_PNOC
CD2_ID2,COTL1_TNFRSF1B,CD79B_IGSF6,CDA_PYCARD
CST3_MZB1,BLNK_CD72,NCF2_S100A11,ARPC5L_S1PR5
CD37_EFHD2,ENHO_TYMP,GSTP1_NCR3,CTSS_FCGR3A
ARHGAP24_FGFBP2,SPIB_SWAP70,C1orf162_HLA-DMB,CD2_CMTM5
CD72_GPR56,ALDH2_PLD4,C1orf162_PLD4,GPR56_HLA-DOB
CEBPB_NKG7,CD79B_NCOA4,KLRB1_S100A8,CD2_CD79A
CTSS_HLA-DMA,HLA-DQA1_PTGS1,NPC2_S100A11,CD19_LY6G6F
ALDH2_MS4A6A,GZMH_SRGN,HIST1H2AC_SNCA,NCF2_PARVB
BLVRA_ENHO,FCGR2B_NCOA4,CD79B_CEBPB,ARPC5L_TREML1
S100A8_TIGIT,MARCH2_PTCRA,TNFRSF1B_TREML1,FGFBP2_GZMH
IRF8_MMD,CLEC10A_NCR3,FPR1_S1PR5,NPC2_PDIA3
ABI3_SWAP70,BLVRA_HLA-DPB1,FCRL6_S100A11,GYG1_RAMP1
F13A1_PYCARD,IRF8_LTB,GSN_HLA-DQB1,ARPC5L_PKIG
CCL3_LINC00936,AKR1C3_ODC1,LDLRAP1_SNX29P2,CD160_TIGIT
GZMH_S100A6,ACRBP_TTC38,FCER1G_FCN1,CD19_FGFBP2
FCER1G_MAL,CLDN5_LYAR,GIMAP7_LGALS3,ARHGAP24_KLRC1
GNG11_GZMH,COTL1_EAF2,FCN1_FPR1,HVCN1_KLRC1
LGALS1_ODC1,PRF1_SERPINF1,DYNLL1_FCRL6,CD2_SDPR
AC147651.3_MFSD1,GZMH_NCR3,CTSW_FGFBP2,AP001189.4_ARPC5L
ADAM28_FCGRT,GZMK_LYAR,CLDN5_TUBB1,ARPC5L_GNLY
KLRC1_LGALS1,LGALS3_TNFRSF1B,LAT2_S100A12,CST3_CYBA
CD19_S100A8,ACRBP_GAS2L1,CCL5_S1PR5,FCER1A_IFI30
CLEC1B_GAS2L1,ALDH2_ARPC1B,GSTP1_KLRB1,FCGR3A_PARVB
CDA_F13A1,MMD_RGS18,CCL4_FGFBP2,NKG7_PRSS23
GNG11_SAT1,IGFBP7_MARCH2,C9orf142_FGL2,SDPR_TCL1A
HLA-DPA1_SNCA,CA2_SPON2,CD79B_LTB,IGSF6_LGALS3
CD72_NKG7,LAMTOR1_TSC22D1,AC147651.3_CDA,CD1C_HLA-DQB1
CLDN5_LDLRAP1,CEBPB_EAF2,CLIC3_MAFB,FCGR2B_GPR56
BLNK_HLA-DQA1,LDLRAP1_S100A12,PTCRA_S100A6,KIAA0125_TCL1A
AIF1_MAL,CD2_HLA-DPB1,CST7_EAF2,GSN_PNOC
HIST1H2AC_TTC38,ENHO_LYAR,HLA-DPB1_S100A8,HIST1H2AC_HLA-DQB1
EFHD2_TNFRSF1B,CMTM5_TNFSF13B,MMD_PKIG,CD79B_CLU
CST3_EFHD2,AC147651.3_CTSW,CLDN5_HIST1H2AC,GPX1_TNFRSF1B
CLU_TTC38,CEBPB_LAMTOR1,IGLL5_TSC22D1,GSN_ODC1
S100A8_SMCO4,LYAR_NCF2,FGFBP2_SDPR,CD2_FGFBP2
GZMA_PRSS23,FCRLA_SNX29P2,CLDN5_MYL9,ACRBP_CLEC10A
KLRB1_KLRG1,IRF8_PARVB,FPR1_S100A6,TCL1A_UBB
APOBEC3G_BLNK,ASGR1_MAL,IGSF6_TSC22D1,GSTP1_HLA-DRB1
GNG11_LAMTOR1,CD79B_NCR3,F13A1_FCGR3A,ADAM28_GSN
GRN_MPP1,CD160_GIMAP5,CLDN5_HLA-DQB1,TCL1A_TSC22D1
KLRB1_LYAR,CTSW_SWAP70,CD247_HLA-DMB,CLU_XCL2
NCF2_SNX29P2,ARHGAP24_GAS2L1,LITAF_SMIM14,PLD4_PRR5
CD79B_TREML1,ARPC1B_PLD4,LGALS1_TYROBP,CST3_HLA-DPB1
CD247_PYCARD,AC147651.3_LGALS2,BLNK_COTL1,TCL1A_TTC38
MAFB_PLBD1,CCL4_TPM1,CD160_NKG7,GSTP1_HLA-DPA1
LDLRAP1_PARVB,CCL4_MYL9,FCER1A_FGL2,CST7_TMEM40
PNOC_PTCRA,CCL4_GZMA,CA2_CST3,CTSS_PARVB
CCL5_TUBB1,CCL4_RP11-367G6.3,PARVB_SMCO4,CD2_LY6G6F
GPX1_LAT2,C2orf88_CCL4,CCL4_XCL1,CD79A_TCL1A
LGALS1_MAL,CD79A_HVCN1,LGALS2_TYMP,CD79A_KLRC1
GZMA_TSC22D1,FCGR2B_SAMD3,FCER1G_LAMTOR1,CLU_PRSS23
CTSW_FCN1,LGALS2_SMCO4,ABI3_APOBEC3A,NPC2_PLD4
CTSS_HLA-DQB1,CLEC1B_FCGR3A,PHACTR1_S100A6,ARPC1B_PARVB
AC147651.3_GZMA,GAS2L1_UBB,HIST1H2AC_ITGA2B,C9orf142_PTCRA
GIMAP7_GPX1,CTSW_KLRC1,CST3_FCER1G,PDIA3_SERPINF1
H2AFY_S100A11,CLU_CTSS,IL32_VAMP8,C2orf88_HLA-DQA1
HLA-DOB_XCL2,CD79A_SAT1,CLEC1B_CST3,CST7_MYL9
CD1C_TUBB1,CLIC3_FPR1,CCL5_HIST1H2AC,ARPC1B_CLEC10A
CD19_IFITM3,FCRLA_PTPRCAP,CTSS_GRN,P2RX5_TIGIT
GZMH_KIAA0125,GYG1_SERPINF1,SNX29P2_TSC22D1,ARHGAP24_TPM1
CD79A_ENHO,GIMAP5_NCR3,FERMT3_IGSF6,KLRG1_SMIM14
IGSF6_PDIA3,APOBEC3G_S1PR5,CLEC10A_IFI30,CTSS_FCER1G
IFI30_LITAF,LAT2_SRGN,ACRBP_SPARC,ARPC1B_HLA-DPB1
GIMAP5_IGLL5,ACRBP_NCOA4,CST3_EAF2,ARPC1B_SMIM14
CD247_ODC1,MARCH2_PRF1,ENHO_TYMP,FGFBP2_TPM1
IGLL5_NRGN,CD19_TPM4,FPR1_S100A12,C2orf88_TNFSF13B
C9orf142_LYAR,GZMB_TPM1,GZMB_SPIB,SMIM14_TNFSF13B
GRN_GYG1,GZMB_MYL9,C2orf88_GPR56,CD2_LAT2
PTPRCAP_SPIB,GZMA_GZMB,ITGA2B_TSC22D1,ARHGAP24_CD19
ARHGAP24_NCR3,GZMB_RP11-367G6.3,MARCH2_MYL9,ALDH2_LGALS1
LGALS1_TNFSF13B,C2orf88_GZMB,CLU_UBB,CD2_GP1BA
BLNK_HLA-DQB1,GIMAP5_IGSF6,FCGRT_TSC22D1,C2orf88_S100A8
CD247_PLD4,ALDH2_APOBEC3G,KLRB1_TTC38,NKG7_RAMP1
HIST1H2AC_S1PR5,HLA-DPA1_KLRG1,MAFB_RAMP1,CLEC10A_PARVB
ARPC1B_GSTP1,GIMAP5_KLRG1,C9orf142_SAT1,EAF2_TMEM40
FCRLA_FGFBP2,FPR1_KLRG1,CTSS_GSTP1,CST7_TPM1
CST3_ENHO,IRF8_PF4,AKR1C3_GZMB,KLRC1_PTCRA
CD1C_IRF8,GSN_IL1B,EFHD2_IFITM3,MAP3K7CL_SRGN
CLIC3_PLBD1,CEBPB_MFSD1,GSN_IGFBP7,GIMAP7_MS4A6A
HLA-DOB_TREML1,CST7_GYG1,LST1_TIGIT,PTGS1_TCL1A
APOBEC3A_GNG11,CLEC1B_FPR1,ADAM28_CMTM5,FCER1A_LGALS1
GPR56_RP11-367G6.3,ENHO_HLA-DPB1,NPC2_TNFSF13B,HVCN1_NCR3
CCL4_S100A8,ADAM28_AQP3,HLA-DQB1_IGLL5,CD2_KIAA0125
MPP1_SMCO4,HLA-DQA1_MAL,HLA-DOB_LINC00926,AC147651.3_MMD
FOLR3_TPM4,LTB_TCL1A,FCGR2B_SAMD3,LGALS1_SAT1
HOPX_NCF2,CD247_SERPINF1,CDA_CST3,EAF2_TIGIT
PKIG_PLEKHF1,CD160_ODC1,CLIC3_ITGA2B,NCR3_PTCRA
IGSF6_P2RX5,FCER1G_IL1B,KIAA0125_SPARC,FPR1_PYCARD
LAMTOR1_MMD,ADAM28_GAS2L1,ACRBP_NCR3,CLEC1B_LST1
APOBEC3A_TREML1,NRGN_SRGN,FPR1_TTC38,GZMB_PNOC
APOBEC3G_MPP1,GAS2L1_LDLRAP1,HVCN1_ID2,BLVRA_C2orf88
FCGRT_HLA-DOB,ALDH2_TNFRSF1B,FCRLA_JAKMIP1,CD19_CD79A
FCER1G_GNLY,ARPC5L_MS4A6A,ASGR1_HLA-DOB,ARPC5L_GZMH
EAF2_GYG1,BLNK_KIAA0125,FERMT3_LTB,GIMAP7_ODC1
GPR56_MYL9,ENHO_S100A11,HOPX_MYL9,AIF1_LST1
IGFBP7_LAT2,ACRBP_AKR1C3,CCL3_IGSF6,FCER1A_HLA-DRB1
LGALS1_PLD4,CLEC10A_LGALS3,FPR1_MS4A1,CCL5_NKG7
FOLR3_PRR5,CCL3_MAFB,CST7_GZMK,GNG11_NCR3
AP001189.4_CD19,MMD_SNCA,FCER1A_GPX1,MZB1_PNOC
ABI3_PPBP,IGLL5_SDPR,LGALS2_PTPRCAP,C2orf88_SMIM14
HAVCR2_MAL,GNLY_HAVCR2,PDIA3_PTCRA,IFI30_LGALS1
COTL1_TCL1A,AQP3_NCOA4,ODC1_S1PR5,BLVRA_GIMAP5
GZMK_LTB,SAMD3_SDPR,GSTP1_HLA-DQB1,CST7_LINC00926
