GENIE3_links,PIDC_links,GRNBOOST2_links,phase_synchrony_links
F13A1_SEPT5,LGALS2_LST1,CLEC1B_MYL9,NPC2_TNFSF13B
PRR5_TIGIT,LTB_NCF2,GIMAP5_GZMK,CEBPB_LGALS2
AKR1C3_XCL1,APOBEC3A_GIMAP7,S1PR5_TTC38,GZMB_NCR3
APOBEC3A_IFITM3,ARPC5L_CD160,FGFBP2_LINC00926,CLU_CTSW
GYG1_NCF2,CCL4_HIST1H2AC,GZMK_S100A11,AC147651.3_PLBD1
ITGA2B_KIAA0125,ARPC1B_FCGR3A,C5orf56_PKIG,FCGR3A_NPC2
PPBP_SWAP70,C9orf142_EAF2,ARPC1B_IFI30,HIST1H2AC_XCL1
GZMH_TCL1A,ADAM28_GSN,CCL4_TPM1,AKR1C3_PGRMC1
P2RX5_TMEM40,GAS2L1_KLRB1,CD19_RP11-367G6.3,P2RX5_XCL1
IGLL5_S1PR5,CD160_NCR3,LGALS3_S100A6,CD79A_ZAP70
ID2_TALDO1,AKR1C3_KLRG1,PYCARD_S100A8,FGFBP2_XCL1
FGFBP2_RP11-367G6.3,GPX1_MFSD1,CA2_PLEKHF1,P2RX5_ZAP70
SAMD3_SWAP70,LDLRAP1_NCOA4,C5AR1_PKIG,GZMH_XCL2
LITAF_ODC1,S100A11_TNFRSF1B,ARHGAP24_TREML1,P2RX5_PRSS23
KLRG1_TUBB1,C1orf162_CD247,AKR1C3_GPR56,FCN1_H2AFY
AKR1C3_CTSS,PLD4_S100A11,PTGDR_TPM1,CD79A_GPR56
SEPT5_TIGIT,GSN_KLRB1,FCRLA_SPARC,GZMH_PRSS23
FPR1_NKG7,MPP1_S100A11,PRF1_S1PR5,F13A1_LYAR
FGFBP2_XCL2,CD37_PRF1,AC147651.3_AP001189.4,CD160_ZAP70
FGFBP2_MAP3K7CL,CD19_FCER1G,C1orf162_CLIC3,PPBP_S1PR5
AKR1C3_TREML1,CLDN5_LITAF,C5AR1_TMEM40,GP9_GZMH
ARHGAP24_LINC00926,SRGN_ZAP70,CD19_KLRC1,NPC2_SMIM14
ADAM28_GRN,GZMH_IL1B,PF4_SPARC,C2orf88_GRN
SAMD3_TNFRSF1B,CLDN5_EFHD2,LDLRAP1_SMCO4,GZMH_PLEKHF1
SPARC_XCL2,CLDN5_NCR3,APOBEC3A_RP11-367G6.3,GSN_PTCRA
FGFBP2_XCL1,CTSW_KIAA0125,C2orf88_TSC22D1,CST3_PRR5
IGFBP7_SWAP70,CD19_PPBP,HLA-DOB_MAP3K7CL,GYG1_IGFBP7
TMEM40_TTC38,AKR1C3_C9orf142,ARHGAP24_GPR56,CD160_PLEKHF1
GSN_MARCH2,GYG1_HLA-DPB1,CD9_FCGR3A,IGSF6_TALDO1
CST3_LST1,IL32_MMD,CD79B_ITGA2B,CST3_IFI30
MZB1_RGS18,NRGN_RGS18,GNG11_GP1BA,CCL4_LINC00926
ACRBP_LDLRAP1,IGFBP7_IRF8,CD79A_TMEM40,GP1BA_PPBP
PRSS23_TPM1,FCER1A_LGALS2,CCL4_MYL9,FCER1G_GRN
ARHGAP24_PKIG,GYG1_LGALS1,MZB1_PLD4,LAT2_XCL2
GP9_TPM1,FERMT3_IL32,AKR1C3_XCL2,ARPC1B_IFI30
IRF8_PNOC,ARPC1B_GZMH,CD160_GZMA,MYL9_PRF1
HLA-DQA1_MZB1,APOBEC3G_CA2,HLA-DOB_SEPT5,CYBA_S100A11
CDA_PKIG,CTSS_RGS18,COTL1_KLRB1,CYBA_IFITM3
CCL4_GAS2L1,HLA-DQA1_LGALS1,SDPR_TMEM40,GP9_LAT2
GP9_XCL2,PF4_SAT1,HLA-DOB_SPARC,TPM1_ZAP70
FCRL6_GPX1,GZMH_NRGN,GZMA_RAMP1,LAT2_PRSS23
AP001189.4_TMEM40,FCER1G_TIGIT,CLU_GNG11,GP9_P2RX5
KLRG1_MAL,APOBEC3G_LYAR,AKR1C3_GP9,CD160_GP9
GNG11_XCL2,MARCH2_S100A11,LGALS3_MAFB,CST3_EFHD2
HLA-DQB1_NCOA4,GZMK_KLRB1,CCL5_CTSS,CD160_PRSS23
CST7_MAP3K7CL,HLA-DPA1_LITAF,MAL_PKIG,EAF2_ZAP70
GP9_ITGA2B,KLRB1_KLRG1,C5AR1_PRSS23,PTGDR_S100A12
AP001189.4_RAMP1,CST7_MZB1,IGSF6_S100A11,HLA-DQB1_PLEKHF1
CD79B_RP11-367G6.3,CD37_NRGN,KLRC1_LGALS1,AP001189.4_PPBP
PLEKHF1_RP11-367G6.3,CCL4_S100A8,AKR1C3_CMTM5,MAP3K7CL_S100A11
CLIC3_MAFB,IL32_PTPRCAP,GPR56_SAT1,GZMK_SDPR
IGLL5_LINC00926,GZMH_PF4,ENHO_KIAA0125,LGALS3_PLBD1
FGFBP2_TREML1,ALDH2_S100A11,CST3_FGFBP2,GZMH_XCL1
LINC00926_S1PR5,GZMK_PLA2G12A,NCR3_PKIG,GSTP1_S100A6
GAS2L1_KLRB1,ENHO_SPON2,AC147651.3_JAKMIP1,PLBD1_S100A11
IL32_KLRG1,F13A1_RGS18,KLRC1_TSC22D1,MYL9_PPBP
AKR1C3_PKIG,CD1C_CLDN5,CD247_GPR56,GPR56_TTC38
KLRC1_TSC22D1,CD37_IL32,MARCH2_RP11-367G6.3,EAF2_XCL1
PTCRA_PTPRCAP,FGL2_TYROBP,FGFBP2_RP11-367G6.3,CD9_FGFBP2
CLEC10A_EFHD2,PLA2G12A_SMCO4,DYNLL1_GZMK,C5AR1_FOLR3
IGLL5_RAMP1,SAT1_TCL1A,PLA2G12A_TPM1,CD79A_CD9
IGFBP7_ODC1,TNFSF13B_TPM4,BLVRA_CST7,CCL4_RP11-367G6.3
AP001189.4_GP9,FERMT3_HLA-DMA,HOPX_KLRC1,APOBEC3A_LGALS3
FCRLA_KIAA0125,KIAA0125_KLRC1,CD19_TYMP,CA2_SPON2
FCRL6_MYL9,CD72_PLEKHF1,ODC1_RP11-367G6.3,PKIG_PPBP
GNG11_RP11-367G6.3,GZMH_TUBB1,SMCO4_TIGIT,FGFBP2_PRSS23
PLEKHF1_RAMP1,EFHD2_KLRG1,CST7_TPM1,CD9_P2RX5
NCR3_TUBB1,BLNK_CCL4,MAL_MYL9,CCL5_TIGIT
FGL2_LTB,ARPC1B_IL32,PKIG_TTC38,ADAM28_GZMA
CTSS_ODC1,CD2_UBB,ABI3_HLA-DMB,LAMTOR1_LGALS3
P2RX5_S1PR5,GAS2L1_MAL,C5orf56_MAP3K7CL,ALDH2_PLA2G12A
CD79A_H2AFY,FCGR2B_S100A11,CD2_TTC38,CD247_SPIB
FGL2_PGRMC1,GAS2L1_NCR3,CD79A_TREML1,FGFBP2_PPBP
AKR1C3_CD72,FERMT3_FOLR3,CD79B_GNG11,GZMH_ZAP70
ABI3_PLA2G12A,C5AR1_MS4A1,CCL4_RP11-367G6.3,EAF2_GPR56
NRGN_SWAP70,FERMT3_HAVCR2,ITGA2B_SAT1,HVCN1_SPIB
ARPC1B_ASGR1,KLRG1_TSC22D1,ARHGAP24_TYROBP,GZMB_TSC22D1
GRN_PRF1,CA2_HOPX,PLA2G12A_TSC22D1,LY6G6F_PRF1
IFITM3_SNX29P2,LYAR_MPP1,GPR56_TTC38,CCL5_CST7
H2AFY_MAFB,PPBP_TIGIT,AC147651.3_TSC22D1,FCN1_S100A6
LINC00936_PDIA3,SERPINF1_SMCO4,TCL1A_TSC22D1,GZMK_TTC38
GNG11_TTC38,BLNK_PTGS1,CD79B_TYROBP,FCN1_TYMP
HLA-DRB1_LGALS2,IGSF6_ZAP70,CLIC3_HLA-DQB1,GIMAP5_LGALS3
NKG7_TNFSF13B,ALDH2_IL1B,FCRLA_HIST1H2AC,CD9_HIST1H2AC
HLA-DMA_IGLL5,CST7_FGFBP2,FCRLA_S100A11,ADAM28_TPM1
FCGR3A_GRN,LGALS2_LITAF,FCGRT_PLEKHF1,FCER1G_FCN1
ARHGAP24_RAMP1,S100A11_SERPINF1,CD79A_FCRLA,ADAM28_CD160
CD79A_PLBD1,APOBEC3A_PLD4,CLEC10A_TIGIT,APOBEC3A_PRR5
NPC2_PLD4,PDIA3_PLD4,CA2_ITGA2B,CLIC3_PNOC
HLA-DRB1_SPIB,BLVRA_PLD4,PRSS23_TYROBP,PRF1_RP11-367G6.3
PHACTR1_SMIM14,FERMT3_SRGN,C5AR1_GP9,CD9_EAF2
ACRBP_CLEC1B,CLEC1B_GSN,MARCH2_TREML1,CLEC1B_IFITM3
NRGN_SAMD3,C5orf56_NRGN,ADAM28_GP1BA,FGFBP2_XCL2
ARPC5L_EFHD2,LGALS1_PNOC,CD72_XCL1,CD79B_TPM1
CD79A_CD79B,LYAR_TSC22D1,IGLL5_KIAA0125,EAF2_SEPT5
CD19_TYMP,SNCA_SRGN,IFI30_NCR3,CCL4_ITGA2B
AKR1C3_CCL4,C5orf56_GNLY,CD9_FCER1G,ITGA2B_PPBP
BLVRA_SNCA,BLNK_GYG1,ACRBP_C2orf88,P2RX5_PLEKHF1
C5AR1_EAF2,FCRLA_PPBP,C5orf56_XCL2,GRN_TYMP
APOBEC3G_EAF2,GSN_S100A6,FGL2_ZAP70,HIST1H2AC_PRF1
CCL5_NPC2,C1orf162_CD1C,TIGIT_TYROBP,CCL4_GP1BA
ABI3_MS4A6A,KLRC1_SPIB,CD72_GPR56,CD79A_SEPT5
ACRBP_IGSF6,CCL4_SAMD3,CD2_KLRB1,PRF1_S1PR5
IGFBP7_ZAP70,PLD4_PTGDR,TCL1A_XCL2,H2AFY_SAT1
COTL1_IFI30,CD79A_HLA-DQA1,AC147651.3_IGSF6,ENHO_JAKMIP1
ASGR1_LAMTOR1,MS4A1_PNOC,IGLL5_LGALS3,C2orf88_SAT1
FCGR2B_PGRMC1,MS4A6A_SWAP70,MARCH2_PKIG,COTL1_LST1
ENHO_FGL2,CCL3_EAF2,GZMB_KIAA0125,CST3_LGALS1
ARPC5L_HLA-DPB1,PLEKHF1_PRF1,PTGS1_SEPT5,LINC00926_PRF1
CLU_FCER1G,IGSF6_RGS18,LY6G6F_TYROBP,GZMH_RAMP1
NCF2_PTGDR,COTL1_PTPRCAP,FGFBP2_GZMA,CD72_PLEKHF1
C1orf162_FCRLA,APOBEC3A_CD2,CD9_TYROBP,PRF1_TMEM40
MAL_MARCH2,GYG1_HLA-DPA1,MYL9_TTC38,HVCN1_MZB1
COTL1_ODC1,IGFBP7_S100A6,MARCH2_SEPT5,LINC00926_PPBP
C5AR1_P2RX5,HLA-DPB1_MS4A6A,CST7_GNG11,COTL1_CST3
ITGA2B_SEPT5,ARPC5L_S100A6,AIF1_LGALS1,CCL3_MARCH2
ITGA2B_MAP3K7CL,CD79B_TPM1,APOBEC3A_KIAA0125,CD19_SNX29P2
AIF1_SPON2,CD79B_MYL9,SEPT5_TTC38,MMD_PLA2G12A
CD1C_CST3,CD79B_GZMA,PLEKHF1_ZAP70,LGALS1_LST1
FERMT3_SMIM14,C2orf88_CD79B,F13A1_PRSS23,HLA-DMA_NPC2
LGALS3_LINC00936,CD79B_RP11-367G6.3,GP9_TYROBP,ENHO_FCER1A
TREML1_TYROBP,IGFBP7_MPP1,ARHGAP24_GSTP1,GZMK_NCR3
GZMK_KLRG1,EAF2_EFHD2,CST3_MZB1,CD2_FCGR2B
PLA2G12A_TNFRSF1B,PARVB_SAMD3,GAS2L1_KLRB1,FOLR3_SAT1
FCRLA_GZMA,GZMK_MAL,CYBA_S100A6,AC147651.3_ARPC1B
MMD_SDPR,C5orf56_LAMTOR1,CEBPB_TYMP,KLRG1_MZB1
CD2_MAL,GSN_NCR3,COTL1_IRF8,CLEC1B_GSTP1
H2AFY_PHACTR1,GIMAP7_KLRC1,HLA-DPA1_HLA-DQB1,IL1B_LGALS2
IGLL5_MS4A1,KIAA0125_ODC1,ENHO_GNG11,GNG11_PPBP
CD79B_CTSW,APOBEC3G_MMD,CD79A_MAP3K7CL,CA2_MS4A1
GZMA_NCR3,LST1_RGS18,MARCH2_TMEM40,CD79A_PRSS23
APOBEC3G_GZMK,CEBPB_NRGN,FCER1A_GZMK,PPBP_RP11-367G6.3
HVCN1_IRF8,FCER1A_FGL2,CD2_CLIC3,FCRLA_PLEKHF1
LY6G6F_MAP3K7CL,PLD4_SPON2,BLNK_TYROBP,CD79B_FCRLA
KLRB1_SAMD3,FCRL6_S100A6,MAFB_S100A11,HINT1_UBB
RP11-367G6.3_TPM1,HVCN1_IRF8,KLRB1_S1PR5,CLEC1B_LGALS2
LGALS2_PLD4,F13A1_TPM4,AIF1_MAFB,AC147651.3_S100A8
GP9_LY6G6F,GZMH_LST1,CTSW_TYROBP,ODC1_SNCA
CD37_S100A12,CD1C_LGALS2,COTL1_CST3,AC147651.3_APOBEC3A
PKIG_XCL1,FCER1G_SNX29P2,PRSS23_SAT1,CD160_RAMP1
PKIG_SEPT5,HOPX_S1PR5,GNG11_GZMA,RAMP1_TTC38
S100A8_SPON2,S100A12_TSC22D1,ENHO_PKIG,KIAA0125_KLRB1
SWAP70_TUBB1,CD19_SDPR,FCRL6_ZAP70,AC147651.3_CLEC10A
CD19_TPM1,ENHO_HINT1,APOBEC3A_GP1BA,CCL5_CD79A
IGFBP7_MPP1,ARPC1B_S100A8,S100A6_SEPT5,AIF1_TYROBP
CD19_PGRMC1,ASGR1_LGALS1,CST3_LY6G6F,ARPC1B_COTL1
SDPR_XCL2,GSN_KLRC1,ENHO_LINC00926,CD79A_XCL2
NRGN_P2RX5,ASGR1_PGRMC1,CD160_SPARC,ADAM28_TCL1A
EAF2_LTB,COTL1_LITAF,CCL5_FCGR3A,FCER1A_SWAP70
HINT1_TPM4,GZMK_KLRG1,C2orf88_TYROBP,KLRC1_PRF1
KLRG1_SMIM14,PTGS1_RGS18,APOBEC3A_ITGA2B,FPR1_TNFSF13B
NKG7_TPM4,PLD4_TNFSF13B,CMTM5_TMEM40,LAMTOR1_SAT1
CD9_PRSS23,LGALS2_PLD4,CMTM5_JAKMIP1,GZMB_PTPRCAP
CLU_SEPT5,ARPC1B_LTB,ADAM28_CTSS,GZMB_HVCN1
GZMB_SPIB,NCR3_PLA2G12A,APOBEC3G_GZMK,HLA-DMA_SPIB
GP1BA_JAKMIP1,C9orf142_PLEKHF1,CD247_S100A6,CCL5_FGFBP2
CDA_TIGIT,GIMAP7_TPM4,BLVRA_PF4,CD79A_PLEKHF1
GP9_RP11-367G6.3,CCL4_TTC38,CCL5_KLRC1,GNG11_PRF1
PRSS23_SEPT5,FCER1G_TTC38,LGALS1_LGALS2,CCL4_CMTM5
HINT1_SNX29P2,GIMAP7_MPP1,EAF2_S100A11,CLEC1B_TYROBP
CD19_GSTP1,PPBP_RGS18,HLA-DMB_PTCRA,PPBP_TREML1
HAVCR2_PF4,CD160_LAT2,CCL4_CLEC1B,CCL4_TREML1
GRN_LAT2,LYAR_PTCRA,AIF1_IFITM3,LGALS3_PARVB
MAP3K7CL_TYROBP,CLDN5_PLBD1,RAMP1_S1PR5,FCGR3A_GPX1
RP11-367G6.3_TREML1,PNOC_PRF1,SPARC_TYROBP,CLIC3_KLRB1
MAP3K7CL_TTC38,FGL2_FPR1,BLVRA_PLEKHF1,ARPC1B_EFHD2
CST3_GSTP1,GSN_TYROBP,CD2_MZB1,GSN_SNCA
BLNK_FPR1,GIMAP5_TNFRSF1B,ARHGAP24_FCRL6,ADAM28_KIAA0125
P2RX5_PYCARD,PTGDR_S100A6,GZMH_JAKMIP1,P2RX5_RAMP1
AKR1C3_UBB,HOPX_MZB1,IFITM3_PLD4,FCRLA_PPBP
CCL3_GYG1,PHACTR1_ZAP70,PF4_PKIG,S100A11_S100A8
PKIG_TTC38,IGFBP7_TYROBP,CD72_XCL2,C2orf88_FCN1
ID2_SDPR,CA2_FCRL6,SEPT5_TPM1,CTSS_GPX1
GSN_MMD,APOBEC3G_GPX1,COTL1_TREML1,CYBA_FCN1
CD247_RGS18,C9orf142_HLA-DMA,CD160_CST3,MAFB_TYROBP
AIF1_CA2,AKR1C3_FGFBP2,MAFB_XCL2,KLRB1_PTCRA
CCL4_SAMD3,FCER1G_PDIA3,S1PR5_SEPT5,LAT2_RAMP1
FGFBP2_SPARC,AC147651.3_LYAR,CA2_PRSS23,TTC38_XCL1
DYNLL1_TPM4,IGFBP7_PLBD1,ITGA2B_TTC38,KLRC1_SPIB
HIST1H2AC_MAL,S1PR5_SMCO4,GAS2L1_TTC38,COTL1_GIMAP5
AP001189.4_MYL9,HLA-DQA1_PTPRCAP,KIAA0125_RP11-367G6.3,GZMK_KLRC1
KLRG1_SAMD3,FCRL6_TYROBP,ADAM28_PRR5,KIAA0125_ZAP70
MZB1_SRGN,PARVB_PF4,P2RX5_TYROBP,CLEC1B_COTL1
GIMAP5_MS4A6A,GNLY_SPON2,IGLL5_S1PR5,C2orf88_COTL1
LTB_PLA2G12A,APOBEC3A_SPIB,PYCARD_TYMP,SEPT5_TTC38
EFHD2_SMIM14,ADAM28_PF4,CCL5_NCR3,FCGRT_SAT1
PDIA3_PTGS1,ADAM28_TUBB1,GSTP1_PPBP,BLVRA_COTL1
FCGR2B_GIMAP5,GAS2L1_KLRG1,APOBEC3A_GP9,CCL4_S1PR5
CTSS_CTSW,CTSW_MMD,CD79A_HIST1H2AC,C2orf88_GPX1
CD72_SPON2,IL32_TYMP,CD9_TPM1,CCL4_SPARC
LINC00936_LITAF,F13A1_ODC1,GZMB_LGALS2,KLRG1_PNOC
CEBPB_FCER1A,CLDN5_GAS2L1,HLA-DOB_LGALS1,CDA_CST3
LGALS3_MMD,MS4A1_TPM4,APOBEC3G_CLDN5,HIST1H2AC_SEPT5
PTGDR_S100A12,ASGR1_LITAF,ASGR1_GZMK,C2orf88_LGALS3
CD160_MFSD1,ADAM28_GZMH,MARCH2_S100A8,MZB1_PTPRCAP
PNOC_PTGDR,CLDN5_KLRG1,C5orf56_FCGR3A,NKG7_TPM1
KIAA0125_LINC00926,CLIC3_IRF8,FCER1G_KLRC1,MAP3K7CL_SAT1
CA2_SMCO4,IGFBP7_IL1B,FERMT3_ZAP70,ADAM28_CD72
SEPT5_ZAP70,C5orf56_HAVCR2,CA2_ZAP70,APOBEC3A_GRN
AC147651.3_MAFB,MAFB_PLBD1,DYNLL1_RGS18,GZMH_SEPT5
CLU_RP11-367G6.3,CLEC1B_HIST1H2AC,CD247_CLIC3,HINT1_SRGN
HLA-DQB1_KLRG1,CD79A_CST7,IRF8_LST1,FGFBP2_RAMP1
S1PR5_TREML1,CD79A_PLBD1,COTL1_HLA-DQB1,CCL5_CD160
CCL5_SAT1,AKR1C3_SERPINF1,CST3_SEPT5,AC147651.3_MAP3K7CL
GYG1_TNFSF13B,NCF2_SRGN,F13A1_XCL2,FCGR3A_TNFRSF1B
ARHGAP24_XCL1,ACRBP_CLIC3,ENHO_GZMK,KIAA0125_NKG7
H2AFY_LTB,GZMB_HIST1H2AC,CD72_FCGR3A,AP001189.4_PRF1
TREML1_TTC38,EAF2_SERPINF1,LINC00926_NCR3,FCGR3A_GSTP1
AIF1_HLA-DPA1,GYG1_NCF2,CMTM5_CTSS,FCER1G_TYROBP
GIMAP7_TPM4,GNLY_PNOC,H2AFY_MAFB,PRF1_TREML1
CCL4_SWAP70,PTGDR_S100A12,FCER1G_FCGR3A,NCR3_SPIB
SAMD3_SEPT5,AQP3_GIMAP7,FGL2_TIGIT,FGFBP2_SEPT5
GRN_PTGDR,ADAM28_ARPC1B,CLEC1B_TPM1,CD79B_KIAA0125
FCRLA_SEPT5,GAS2L1_PRF1,HVCN1_TYROBP,HLA-DRB1_PARVB
MYL9_SPARC,HINT1_IRF8,AQP3_TSC22D1,MMD_SDPR
GPR56_PRSS23,ACRBP_FERMT3,CLEC10A_TYMP,CCL4_TMEM40
EFHD2_SPON2,C5AR1_CD2,GP9_KLRB1,CDA_FCGR3A
C2orf88_TTC38,CD79A_FOLR3,ARPC1B_CCL4,LAMTOR1_TYROBP
PPBP_TPM1,ADAM28_LAMTOR1,CA2_PKIG,KLRB1_TPM1
MZB1_PTPRCAP,AKR1C3_FCER1G,CD19_NCR3,PKIG_PRF1
CD19_GPX1,COTL1_PLBD1,COTL1_TSC22D1,BLNK_KLRG1
MAFB_SPON2,HLA-DQA1_SPIB,CD79A_XCL2,HLA-DQB1_ZAP70
CST7_RAMP1,SDPR_TIGIT,S100A12_TPM1,CA2_PNOC
IRF8_RGS18,SRGN_TUBB1,FCRLA_PRR5,P2RX5_SEPT5
ARHGAP24_GNG11,FCER1G_IGLL5,ACRBP_S100A6,NCR3_PRF1
HLA-DQA1_PNOC,ASGR1_NRGN,CD72_FCN1,CTSS_TYROBP
NCF2_PF4,SMIM14_TNFRSF1B,PLA2G12A_TIGIT,C9orf142_GRN
IRF8_PTPRCAP,CD1C_LTB,AKR1C3_S100A11,MZB1_TCL1A
CLU_XCL1,C1orf162_TUBB1,GNG11_TTC38,APOBEC3A_TYROBP
CD2_FCGRT,ALDH2_FOLR3,KLRB1_RP11-367G6.3,BLVRA_IFI30
SEPT5_TMEM40,AC147651.3_CD160,HVCN1_MAP3K7CL,APOBEC3A_CDA
CST7_SPARC,RGS18_SDPR,HLA-DPB1_LGALS1,GYG1_P2RX5
PKIG_S1PR5,GIMAP7_TNFSF13B,HLA-DOB_TYROBP,GZMK_TCL1A
CLEC10A_PRF1,PTPRCAP_SWAP70,FPR1_GP9,FCER1A_NCF2
HLA-DOB_TIGIT,EFHD2_P2RX5,KIAA0125_MAP3K7CL,APOBEC3A_GPX1
C9orf142_CLEC10A,GZMH_IRF8,LY6G6F_TTC38,CCL4_TTC38
H2AFY_MARCH2,LGALS2_SPIB,CLEC10A_CST7,CA2_CD79B
HLA-DMB_RGS18,PHACTR1_PPBP,ODC1_SAT1,PARVB_TYROBP
AP001189.4_SPARC,CTSS_ODC1,HVCN1_PRR5,FGFBP2_GPR56
FCGRT_MFSD1,KIAA0125_TPM1,PLA2G12A_TMEM40,SAMD3_TUBB1
NRGN_PPBP,KIAA0125_MYL9,GZMH_XCL1,GPX1_PLBD1
GPR56_ITGA2B,GZMA_KIAA0125,CLEC10A_SAT1,GZMB_SNCA
F13A1_LY6G6F,KIAA0125_RP11-367G6.3,FCER1G_PRR5,AC147651.3_IL1B
CLDN5_KLRB1,C2orf88_KIAA0125,AIF1_LST1,CD79A_RAMP1
PARVB_PNOC,CD247_GZMH,ENHO_HIST1H2AC,GPR56_HIST1H2AC
TIGIT_UBB,C1orf162_UBB,IGLL5_PKIG,CD19_NKG7
FGFBP2_S1PR5,CD79B_KIAA0125,APOBEC3A_CD79B,MS4A1_PTPRCAP
F13A1_XCL1,FCRLA_SDPR,MZB1_XCL2,CD2_CD79B
CD2_FCGR2B,LYAR_S100A12,ARPC5L_FCER1G,APOBEC3A_IFITM3
FCER1G_LST1,ALDH2_HLA-DOB,HIST1H2AC_MAP3K7CL,GZMB_KLRC1
HVCN1_PTGDR,MAFB_SMCO4,C5AR1_ITGA2B,CCL5_CD2
PTCRA_TCL1A,GZMK_SPIB,HLA-DQA1_HLA-DQB1,ITGA2B_PRF1
AP001189.4_SEPT5,CLIC3_KLRG1,GZMB_TREML1,AIF1_GSTP1
CST7_GP9,BLVRA_CD2,MAL_S1PR5,GIMAP5_GSTP1
SMCO4_TIGIT,EFHD2_HIST1H2AC,APOBEC3G_CDA,CST3_LGALS2
AIF1_LGALS2,FOLR3_S100A8,F13A1_TREML1,GIMAP5_IGSF6
MS4A1_NKG7,LAMTOR1_MFSD1,FPR1_NCR3,HLA-DOB_TTC38
PKIG_RAMP1,ADAM28_IRF8,KLRC1_RP11-367G6.3,PRF1_SPARC
LINC00926_RP11-367G6.3,CEBPB_PGRMC1,CLEC1B_LINC00926,CYBA_TYROBP
LY6G6F_RP11-367G6.3,CTSS_MS4A6A,CA2_XCL1,PPBP_TMEM40
CD19_EAF2,CMTM5_LGALS3,LDLRAP1_LGALS1,CCL4_PKIG
AKR1C3_AP001189.4,CMTM5_CST7,ITGA2B_TYROBP,CD72_ZAP70
AIF1_ID2,ADAM28_IL1B,ENHO_TIGIT,CST3_SAT1
FCRL6_RGS18,CD160_CTSW,PTGS1_TREML1,PLD4_PTCRA
AC147651.3_FCER1A,FPR1_GYG1,SPON2_TYROBP,AC147651.3_GIMAP5
GZMB_PTPRCAP,HLA-DOB_PLEKHF1,CST3_TYMP,ADAM28_HIST1H2AC
C5AR1_MMD,F13A1_PLD4,LDLRAP1_NCR3,NPC2_TCL1A
FGL2_LAT2,CTSS_TPM4,PPBP_RAMP1,CST7_TTC38
APOBEC3A_FGL2,C1orf162_SERPINF1,TUBB1_XCL1,CCL5_ZAP70
PRSS23_SPARC,APOBEC3G_PARVB,CD79A_GP9,TREML1_TTC38
AKR1C3_FCGR3A,ARPC5L_MZB1,FGFBP2_TYROBP,GZMH_LINC00926
P2RX5_XCL1,GZMB_NCR3,CD1C_HLA-DQB1,GNG11_LAT2
TCL1A_TPM1,LAMTOR1_PLBD1,CD79A_SPARC,CLEC10A_CLEC1B
CLIC3_LGALS3,CD79B_ODC1,CST7_FCGR3A,PLA2G12A_TALDO1
FCGRT_FCRL6,CLEC10A_RGS18,GYG1_LGALS1,KLRG1_MAL
HLA-DOB_VAMP8,FCER1G_S100A8,MZB1_RAMP1,CD79A_TREML1
MS4A1_PTPRCAP,LITAF_PDIA3,NPC2_PLEKHF1,CD37_PYCARD
COTL1_SERPINF1,HIST1H2AC_KLRC1,FCGRT_KLRC1,LAT2_TIGIT
GSN_HVCN1,MMD_NRGN,CLIC3_IRF8,ARPC1B_TUBB1
AP001189.4_GNG11,LGALS3_LITAF,HVCN1_PTCRA,GZMH_PKIG
KIAA0125_TTC38,CA2_CCL3,FPR1_HIST1H2AC,APOBEC3A_H2AFY
CD247_SNCA,LAMTOR1_SPON2,C2orf88_XCL2,IFITM3_LGALS2
CYBA_PTGDR,CD79A_HLA-DPB1,LYAR_S100A6,AP001189.4_NCR3
FPR1_S100A8,HLA-DQA1_PTCRA,HIST1H2AC_PKIG,CD160_RP11-367G6.3
IGFBP7_SAMD3,CLU_FCER1G,AC147651.3_SPARC,FCRLA_P2RX5
GNG11_MYL9,LAMTOR1_NCF2,C5orf56_S1PR5,KIAA0125_P2RX5
HLA-DQA1_SWAP70,PHACTR1_PNOC,TPM1_TYMP,P2RX5_PKIG
ABI3_RGS18,C1orf162_PLD4,C5orf56_SEPT5,LTB_SPIB
GZMK_KLRB1,HLA-DPA1_LYAR,GZMH_LST1,CD79A_FCRLA
FCN1_HLA-DOB,HLA-DMA_IGLL5,CD1C_TTC38,ABI3_DYNLL1
AP001189.4_RP11-367G6.3,ALDH2_S100A6,FCRLA_FOLR3,CD160_LY6G6F
F13A1_FCGR3A,ADAM28_TNFRSF1B,C2orf88_GNG11,GRN_PRR5
MS4A6A_PHACTR1,PTGDR_SMIM14,AKR1C3_APOBEC3A,LINC00926_P2RX5
TTC38_XCL1,HLA-DPA1_PLBD1,GZMK_LINC00926,GPR56_PRF1
MZB1_SPIB,EFHD2_HLA-DMA,C5orf56_SPARC,ADAM28_KLRB1
CD160_CD79A,HIST1H2AC_LITAF,C5AR1_XCL1,CCL4_CD9
PDIA3_TCL1A,C9orf142_LST1,HLA-DPB1_LAMTOR1,HLA-DOB_ZAP70
RAMP1_XCL2,HLA-DMA_KLRB1,KIAA0125_LGALS1,AKR1C3_ZAP70
GNG11_LINC00926,ENHO_LGALS1,HLA-DPB1_HLA-DQB1,HLA-DOB_SAMD3
CMTM5_GRN,C9orf142_SPIB,IL1B_SPON2,C2orf88_TALDO1
TREML1_XCL1,CLEC10A_COTL1,GZMB_PLD4,CTSS_TALDO1
GIMAP7_LINC00936,C5AR1_IL1B,TREML1_TSC22D1,CD19_TPM1
