GENIE3_links,PIDC_links,GRNBOOST2_links,phase_synchrony_links
LAT2_TMEM40,FCER1A_SAMD3,KIAA0125_NCR3,GP9_LY6G6F
GP9_TMEM40,JAKMIP1_LDLRAP1,GNLY_LST1,CD1C_ENHO
HIST1H2AC_TREML1,HLA-DMA_HLA-DPB1,CLEC1B_KLRB1,HLA-DOB_PRSS23
ACRBP_GNG11,IL1B_S100A6,PKIG_RP11-367G6.3,FCRL6_ITGA2B
CA2_HIST1H2AC,NCF2_TNFRSF1B,LST1_NCR3,F13A1_XCL1
CA2_IGLL5,FCGR2B_S100A8,HAVCR2_SPON2,CD160_GZMK
PRSS23_PTGDR,MAL_TSC22D1,ARHGAP24_LINC00926,S100A11_S100A6
ARHGAP24_P2RX5,TUBB1_ZAP70,HLA-DMA_HLA-DPA1,LY6G6F_SEPT5
GNLY_PF4,LITAF_TPM1,CDA_XCL2,LST1_SERPINF1
CD1C_PRSS23,CD2_KLRC1,GSN_SERPINF1,P2RX5_PNOC
CST3_GPR56,CCL3_CD247,FCER1A_P2RX5,KIAA0125_P2RX5
DYNLL1_EFHD2,CD72_MZB1,GZMB_KLRB1,PKIG_PLEKHF1
AKR1C3_PRSS23,CCL5_HINT1,ADAM28_S100A6,LST1_MZB1
HIST1H2AC_MMD,CD160_KLRC1,GNLY_GSN,AIF1_COTL1
IL32_TMEM40,CTSW_SPON2,FCRLA_PRSS23,LINC00926_PRF1
PTPRCAP_S100A11,HLA-DOB_MFSD1,CLDN5_CLEC1B,AP001189.4_TIGIT
ADAM28_FCRL6,AC147651.3_NCR3,GP1BA_S100A6,CMTM5_XCL2
FCGR3A_GSTP1,PKIG_SERPINF1,CCL4_CTSW,AP001189.4_PRSS23
GNLY_KLRG1,CCL5_LITAF,CA2_PPBP,KLRC1_RP11-367G6.3
TPM4_TREML1,LYAR_TSC22D1,GZMK_PPBP,ITGA2B_PKIG
GP9_XCL2,CD2_CLDN5,FCGR2B_PRSS23,GP1BA_ITGA2B
GP9_LST1,GAS2L1_NCR3,GSTP1_S100A8,GP1BA_TIGIT
ADAM28_TYROBP,MZB1_TTC38,CCL4_MZB1,CD72_HOPX
CA2_SPARC,AC147651.3_KLRG1,EAF2_KLRB1,GPR56_PTGDR
CD9_LY6G6F,MFSD1_SPARC,CLU_FERMT3,COTL1_FCER1A
CLIC3_LINC00926,KLRG1_S100A12,ENHO_FCER1A,GP1BA_PRSS23
CD37_SPON2,ALDH2_GZMH,MYL9_XCL2,GZMA_RP11-367G6.3
AKR1C3_CD1C,AP001189.4_PKIG,GSN_RP11-367G6.3,CD72_CMTM5
HINT1_ITGA2B,CD247_MS4A6A,RGS18_SNCA,RAMP1_TUBB1
AP001189.4_MZB1,PLD4_PTGDR,CMTM5_JAKMIP1,PLEKHF1_TCL1A
AKR1C3_FCRL6,FCGRT_HLA-DQA1,IGLL5_LINC00926,PTCRA_TUBB1
FCER1A_PRSS23,CTSS_VAMP8,IL32_TYROBP,FCRL6_SPON2
CCL5_TUBB1,PLBD1_PTGS1,AIF1_CTSS,CD19_GZMK
AC147651.3_KLRB1,CLEC10A_FCGR3A,APOBEC3A_FCN1,TCL1A_XCL2
MAP3K7CL_PF4,FCGR2B_PGRMC1,FCRL6_XCL2,AKR1C3_HLA-DOB
IL1B_TREML1,ACRBP_CCL5,SDPR_SPARC,CLIC3_PTGDR
AP001189.4_TMEM40,KLRB1_KLRC1,ARPC5L_HLA-DQA1,PRSS23_SPON2
P2RX5_PTGDR,FCN1_LGALS2,BLVRA_CD1C,FCRLA_PLEKHF1
HLA-DMA_HLA-DPB1,HLA-DRB1_MS4A6A,GZMB_PTGS1,SPON2_XCL2
ACRBP_TMEM40,CD79A_MZB1,CLU_FCER1A,CD72_CLIC3
FCRLA_S1PR5,GIMAP5_LYAR,CD9_TYROBP,CD160_S100A12
FPR1_TTC38,LYAR_PTCRA,ADAM28_AIF1,CD160_LINC00926
FCGR2B_SPON2,HIST1H2AC_PLA2G12A,RAMP1_XCL2,FCRLA_XCL1
ARPC1B_NCR3,GZMK_NCR3,LGALS1_PRSS23,FCRLA_SPON2
C9orf142_CD2,KLRC1_LYAR,LINC00936_XCL2,CMTM5_SEPT5
KIAA0125_KLRC1,HOPX_KIAA0125,IGFBP7_S100A6,CLDN5_PTCRA
GP9_XCL1,LAT2_S100A8,FCER1A_LINC00926,LINC00926_SNX29P2
FCRLA_PTGDR,FCGR2B_LTB,FCGRT_FCN1,FGFBP2_ITGA2B
AC147651.3_ZAP70,CTSS_SRGN,BLNK_CTSW,CD160_PLEKHF1
GNG11_XCL1,CLEC1B_PLA2G12A,HOPX_PPBP,LGALS1_SERPINF1
HLA-DQB1_PKIG,SRGN_TYMP,ITGA2B_P2RX5,FCRL6_S1PR5
CCL4_RP11-367G6.3,F13A1_IL1B,AP001189.4_P2RX5,ITGA2B_RAMP1
HINT1_TMEM40,GZMK_KLRG1,DYNLL1_KLRB1,CMTM5_LINC00926
CD1C_XCL1,HLA-DRB1_LGALS2,ASGR1_XCL1,CLIC3_LY6G6F
CTSW_S1PR5,MMD_PTCRA,IGSF6_LGALS2,CST7_RP11-367G6.3
SEPT5_SPARC,S100A12_SPIB,C5orf56_PRSS23,HLA-DOB_TIGIT
C2orf88_RP11-367G6.3,CLDN5_S100A12,CD9_COTL1,HLA-DOB_XCL2
CD79A_P2RX5,CD9_SMIM14,ARPC5L_KLRC1,CCL4_SPON2
ARHGAP24_MZB1,AKR1C3_ENHO,IRF8_TYROBP,MAP3K7CL_SPARC
HLA-DQB1_MS4A6A,LY6G6F_SMIM14,GAS2L1_KLRB1,C2orf88_MZB1
SNX29P2_SPARC,ACRBP_PLA2G12A,COTL1_CST7,CD160_KIAA0125
ITGA2B_LY6G6F,CLEC1B_TSC22D1,CD79B_MYL9,CD19_KLRC1
PTCRA_SNCA,GP9_PRSS23,GAS2L1_XCL2,HLA-DOB_PLEKHF1
PRF1_RP11-367G6.3,AQP3_MAL,CD247_FCER1G,AP001189.4_TUBB1
NRGN_SEPT5,AQP3_LYAR,FCN1_LGALS2,FGFBP2_PTGDR
HLA-DPA1_MS4A1,FCRL6_GZMH,FCGRT_S100A8,P2RX5_PKIG
AP001189.4_PTGDR,FPR1_GRN,IFI30_LDLRAP1,HLA-DPB1_HLA-DRB1
FCRL6_RAMP1,GP1BA_TUBB1,ADAM28_LST1,GZMK_KLRB1
LGALS2_ZAP70,ALDH2_GRN,AP001189.4_RP11-367G6.3,CD79A_XCL1
CLDN5_SNX29P2,C2orf88_NKG7,IL1B_PPBP,F13A1_PTCRA
BLVRA_CLU,ACRBP_GZMK,C1orf162_HLA-DPA1,CLIC3_LINC00926
MFSD1_SPON2,CD19_ODC1,TIGIT_XCL2,FGFBP2_RP11-367G6.3
HOPX_KLRC1,IGLL5_MYL9,CMTM5_S100A6,ADAM28_HLA-DOB
MAFB_MMD,ADAM28_GPR56,IGLL5_PTGDR,FCRL6_GZMH
CD72_PLEKHF1,CST7_PF4,FCRLA_HVCN1,AC147651.3_CLEC1B
FCRL6_TIGIT,NRGN_TUBB1,FCGR3A_S100A8,CD72_PRF1
MYL9_SDPR,BLNK_CD19,BLNK_MYL9,AIF1_TYROBP
EAF2_MMD,TPM4_TTC38,DYNLL1_GSTP1,GP9_HLA-DOB
PKIG_RP11-367G6.3,AKR1C3_FCRL6,APOBEC3A_VAMP8,CLIC3_XCL1
FCRL6_SEPT5,NKG7_ODC1,HIST1H2AC_TSC22D1,C2orf88_SERPINF1
APOBEC3A_GIMAP5,LDLRAP1_SWAP70,GZMB_XCL2,JAKMIP1_MAL
AC147651.3_ACRBP,GNLY_LINC00926,GP9_LST1,AP001189.4_RAMP1
PKIG_SPON2,MYL9_RP11-367G6.3,XCL1_XCL2,PKIG_XCL1
PRF1_PTGDR,C2orf88_CD19,FGL2_HLA-DQA1,PTGDR_SEPT5
IL32_TPM1,CLU_SAMD3,GP1BA_KLRB1,AP001189.4_XCL2
LY6G6F_TIGIT,LDLRAP1_LYAR,FERMT3_LINC00926,GPR56_RAMP1
C1orf162_LAT2,LDLRAP1_NCR3,CCL4_CD72,CD79A_LINC00926
LAT2_PNOC,GZMA_ODC1,PRF1_PTGDR,GZMA_S1PR5
ARHGAP24_RP11-367G6.3,KLRB1_LAT2,CD1C_MZB1,HLA-DOB_LINC00926
CMTM5_XCL1,C5orf56_HLA-DOB,CST7_RP11-367G6.3,GP9_PTGDR
CCL3_SPARC,FCGR2B_S100A12,FCN1_S100A8,CMTM5_PRSS23
CD1C_LY6G6F,MMD_TSC22D1,ARPC5L_CD160,FCER1G_MZB1
MAFB_TTC38,PTCRA_S100A8,BLVRA_CLU,CD72_GP1BA
CMTM5_SNX29P2,CD2_LAT2,CLU_SERPINF1,FCGR2B_FOLR3
CD37_FGFBP2,PRR5_ZAP70,ALDH2_GRN,LY6G6F_PRF1
CLEC10A_FOLR3,MZB1_PLEKHF1,IRF8_NCR3,COTL1_SERPINF1
PF4_PPBP,HLA-DMB_ZAP70,ADAM28_FCER1G,GP9_PRSS23
GZMB_ZAP70,AKR1C3_FGFBP2,MYL9_SDPR,PTGDR_SNX29P2
CLU_PRSS23,FGFBP2_ITGA2B,LY6G6F_SERPINF1,CST3_FCER1A
ADAM28_AIF1,PRF1_TTC38,GIMAP7_KLRB1,RAMP1_SAMD3
MS4A1_NCR3,LAT2_MAL,NKG7_S100A11,CLIC3_TIGIT
ARPC1B_MS4A1,AC147651.3_LYAR,ADAM28_FCRL6,AKR1C3_GZMH
AP001189.4_CMTM5,FCRL6_GNG11,HLA-DQB1_KLRB1,CMTM5_RAMP1
GZMA_ITGA2B,ALDH2_FPR1,COTL1_PTPRCAP,FCGR2B_KLRB1
IGLL5_MZB1,AQP3_KLRB1,CCL3_JAKMIP1,GP1BA_GZMH
NRGN_TSC22D1,ACRBP_GAS2L1,GRN_KLRB1,AQP3_MAL
PTGS1_XCL1,CD9_XCL1,CD2_KLRB1,PKIG_PRSS23
GYG1_TMEM40,ARHGAP24_MS4A1,CEBPB_GSTP1,CST7_LINC00926
GP9_PF4,S100A12_SWAP70,HVCN1_LINC00926,ADAM28_FCRLA
GNLY_GSN,CLU_FCER1A,H2AFY_PRSS23,GPR56_PRSS23
HIST1H2AC_PPBP,JAKMIP1_LTB,AKR1C3_KLRB1,CD19_KLRB1
CD247_FOLR3,KLRG1_LDLRAP1,BLNK_GSN,PKIG_RP11-367G6.3
PRSS23_XCL2,ENHO_FCRL6,GZMH_KLRB1,HLA-DOB_PKIG
LINC00936_SAMD3,CCL4_IGLL5,C5orf56_CLIC3,LGALS1_MZB1
CD160_PNOC,HINT1_LITAF,HIST1H2AC_KLRC1,GP9_XCL2
RAMP1_TUBB1,HLA-DMB_MS4A6A,FCER1G_LST1,CD72_GZMH
ACRBP_ITGA2B,CCL5_CD79B,PTCRA_SNCA,PRF1_PTGDR
GZMK_TSC22D1,CD19_PNOC,GZMA_PRF1,LINC00926_TCL1A
CLIC3_MAL,IFITM3_SRGN,FCGR3A_HLA-DPB1,ADAM28_ZAP70
CLEC1B_GZMK,GIMAP5_GZMK,CST7_S100A12,FCER1G_SERPINF1
FPR1_PKIG,PLEKHF1_TPM4,CCL3_SEPT5,LY6G6F_SPON2
CD79B_IGSF6,GIMAP5_S100A12,GPR56_PRSS23,FGFBP2_PLEKHF1
CD2_IGLL5,CD79A_PRF1,SNCA_TYROBP,CD72_KIAA0125
CD19_PNOC,NCR3_TSC22D1,CD160_PPBP,CD79A_XCL2
H2AFY_PKIG,GIMAP7_GZMK,HVCN1_MZB1,KLRC1_S100A12
AP001189.4_P2RX5,APOBEC3A_CEBPB,LDLRAP1_MAL,GP9_TREML1
AP001189.4_CD72,CCL4_RP11-367G6.3,PHACTR1_XCL2,FOLR3_KLRB1
CCL3_FCGR3A,KLRG1_PLA2G12A,DYNLL1_HLA-DMB,COTL1_MZB1
HLA-DOB_PTGDR,PKIG_TCL1A,ALDH2_GSTP1,CMTM5_GPR56
CD79A_MZB1,ENHO_RAMP1,HLA-DQB1_TPM4,CLIC3_FCRLA
HLA-DQA1_SNX29P2,ARHGAP24_P2RX5,CD79B_LGALS2,SNX29P2_SPON2
LINC00926_S1PR5,NCR3_PLA2G12A,HLA-DOB_P2RX5,CD1C_COTL1
CCL4_CTSW,GAS2L1_HIST1H2AC,AQP3_KLRB1,FCRLA_PKIG
ACRBP_CD160,SMIM14_XCL1,LGALS1_LINC00926,GZMH_PLEKHF1
CD9_GP1BA,PGRMC1_SNCA,CD1C_PRSS23,AP001189.4_LINC00926
FCRL6_PRSS23,FCGR2B_KLRB1,LGALS3_TTC38,HOPX_SNX29P2
CCL5_GNG11,GNLY_MS4A1,C1orf162_PRSS23,CTSW_PRF1
CLIC3_P2RX5,FCRLA_P2RX5,DYNLL1_XCL2,AP001189.4_GP9
CDA_FCRL6,C5orf56_CD1C,CCL4_PRSS23,GZMK_PNOC
GPR56_LGALS1,AC147651.3_ACRBP,JAKMIP1_TYROBP,FGFBP2_TIGIT
ITGA2B_TMEM40,JAKMIP1_S100A12,CD9_XCL2,GP1BA_SEPT5
IFI30_PLEKHF1,P2RX5_PPBP,MZB1_XCL2,CMTM5_TREML1
LGALS3_TREML1,CLEC1B_LDLRAP1,PLBD1_XCL2,AIF1_S100A11
PYCARD_TMEM40,CLDN5_CLEC1B,FCGR2B_SPON2,AKR1C3_GP9
LDLRAP1_TREML1,CD72_PRF1,AIF1_LST1,GPR56_P2RX5
C5AR1_KLRB1,GZMK_KLRB1,GZMA_PTPRCAP,CLIC3_PKIG
RAMP1_SAMD3,GIMAP7_PLA2G12A,TNFRSF1B_VAMP8,CD160_PTGDR
EFHD2_UBB,ACRBP_PNOC,SERPINF1_XCL2,CMTM5_P2RX5
C2orf88_PNOC,GIMAP5_PLA2G12A,SDPR_XCL2,ADAM28_CD79A
CTSS_FPR1,IGSF6_NCF2,PTGDR_XCL2,CTSW_RAMP1
AQP3_FOLR3,EAF2_PTGS1,SERPINF1_XCL1,GNG11_GP9
IGLL5_S1PR5,IL32_TUBB1,FCGR3A_LGALS2,GZMH_PTGDR
F13A1_TIGIT,MZB1_PRF1,CLIC3_MAL,AKR1C3_AP001189.4
MFSD1_SAMD3,P2RX5_SPON2,ITGA2B_MZB1,CLIC3_P2RX5
IL1B_SPARC,ITGA2B_TMEM40,FCGR2B_KLRC1,AKR1C3_SPON2
H2AFY_HLA-DOB,AQP3_CD2,FCER1G_IFITM3,AKR1C3_PKIG
CTSS_FCGRT,KLRG1_PTCRA,CCL4_SERPINF1,GP1BA_GP9
ADAM28_SEPT5,AKR1C3_GNG11,HLA-DMB_KLRB1,CMTM5_JAKMIP1
S100A11_S100A6,KLRC1_S100A12,GZMA_HLA-DPA1,CST7_P2RX5
CDA_TREML1,HLA-DMB_SNCA,NCOA4_S100A6,COTL1_S100A11
MPP1_PRR5,C5orf56_SPARC,MAP3K7CL_SERPINF1,CCL4_PRF1
CLU_TSC22D1,ARHGAP24_PPBP,C2orf88_CTSW,ADAM28_AP001189.4
PRSS23_RAMP1,CD79A_TPM4,CD79B_IFITM3,LY6G6F_S1PR5
AP001189.4_PF4,FGL2_HLA-DQA1,CD19_CD1C,CD79A_PKIG
ACRBP_GAS2L1,JAKMIP1_TUBB1,CLU_PTGDR,FCRL6_SEPT5
P2RX5_PLEKHF1,CST7_CTSW,ASGR1_FCRL6,CLDN5_GP1BA
LINC00926_SPON2,CCL4_PF4,CD79B_VAMP8,CD19_CD72
LGALS1_TTC38,ARHGAP24_FCRLA,HLA-DPB1_HLA-DQB1,FCRLA_ITGA2B
PRF1_TTC38,CST7_SPON2,CD19_KLRC1,SEPT5_TIGIT
ADAM28_LGALS1,GNG11_PHACTR1,ADAM28_JAKMIP1,CD72_GP9
ITGA2B_LST1,GZMK_HIST1H2AC,AQP3_FOLR3,ADAM28_TCL1A
CLEC10A_FGFBP2,ACRBP_BLNK,SAMD3_XCL2,PNOC_SNX29P2
CD19_PF4,PF4_SPON2,APOBEC3A_CYBA,PRSS23_TCL1A
PKIG_PLEKHF1,MMD_TUBB1,GZMA_PRSS23,HOPX_PTGDR
GPX1_LYAR,LYAR_SPIB,CDA_FCRLA,HOPX_NCR3
ARHGAP24_PRF1,GZMK_MAL,FCN1_FGL2,CD79A_SPON2
APOBEC3G_SWAP70,ADAM28_SEPT5,GP9_PTGDR,CMTM5_PTCRA
AIF1_FCER1G,ENHO_FGFBP2,CCL5_CD160,CD72_GPR56
LDLRAP1_SPARC,FCRLA_HVCN1,SPIB_XCL2,CD72_SEPT5
GSN_SAMD3,COTL1_CTSS,CD9_LGALS1,IGLL5_TIGIT
PRSS23_SERPINF1,CLDN5_KLRG1,ALDH2_ARHGAP24,SEPT5_XCL2
GAS2L1_GP9,JAKMIP1_KLRB1,FCRL6_GP1BA,FGFBP2_LY6G6F
CD37_XCL2,MYL9_PF4,H2AFY_PGRMC1,CLU_PTCRA
HINT1_PTCRA,CDA_EFHD2,FCER1A_GZMH,FCRL6_TCL1A
HLA-DOB_LY6G6F,LAT2_MMD,CYBA_PPBP,GPR56_ITGA2B
GSN_PPBP,GAS2L1_LYAR,PTPRCAP_SDPR,AKR1C3_FGFBP2
PTGS1_TYROBP,F13A1_PLBD1,GRN_GZMH,HOPX_PNOC
BLNK_PF4,GZMH_RAMP1,FCGR2B_LINC00926,PKIG_TMEM40
NCF2_SRGN,FCRLA_PPBP,F13A1_LY6G6F,AP001189.4_PTCRA
GP1BA_JAKMIP1,ADAM28_TIGIT,CD79B_GSN,FGFBP2_P2RX5
C9orf142_KIAA0125,CTSW_PF4,TUBB1_TYROBP,CMTM5_ITGA2B
IGSF6_LGALS2,LDLRAP1_MMD,CD79B_PPBP,CD1C_LGALS1
CLIC3_LY6G6F,CD72_TPM4,CLIC3_GYG1,GZMA_PRF1
CTSW_ZAP70,FGFBP2_RAMP1,COTL1_SDPR,CLEC1B_JAKMIP1
FCGR3A_LGALS2,CLDN5_NCR3,AIF1_IFITM3,C2orf88_FCER1A
GRN_PKIG,ALDH2_PHACTR1,GPX1_LGALS2,F13A1_LY6G6F
TPM4_ZAP70,CD160_CLEC1B,PRF1_PRSS23,GP1BA_ZAP70
CD9_TYROBP,FCN1_SRGN,HLA-DPB1_MS4A6A,AP001189.4_RP11-367G6.3
AKR1C3_COTL1,NCR3_PTCRA,IL32_LST1,CLU_TSC22D1
C5AR1_SAMD3,LINC00926_MS4A1,HLA-DPB1_HLA-DQA1,ITGA2B_SEPT5
AC147651.3_S100A12,GZMK_LYAR,ARPC5L_MAL,TMEM40_XCL2
NRGN_PTCRA,ITGA2B_RAMP1,HLA-DRB1_MS4A6A,PTGDR_SPARC
CST3_IFITM3,MS4A1_P2RX5,PNOC_RP11-367G6.3,LY6G6F_SNX29P2
GRN_GZMH,FCGR3A_GIMAP7,FCER1A_RP11-367G6.3,FCER1G_TYROBP
FCN1_TTC38,FPR1_RGS18,H2AFY_XCL2,GZMA_P2RX5
CD19_S1PR5,CD247_HLA-DMB,CST7_MS4A1,CD19_LINC00926
MMD_TTC38,FCGR3A_HLA-DQB1,ARPC1B_MS4A6A,CD1C_CLEC10A
ADAM28_TIGIT,CD160_GIMAP5,AC147651.3_JAKMIP1,FCRLA_GP9
CMTM5_TIGIT,FCGRT_IFITM3,TTC38_XCL1,CD72_FGFBP2
FCGR3A_PHACTR1,ASGR1_SMCO4,CD72_KLRB1,KLRC1_P2RX5
HLA-DMA_HLA-DPA1,KLRB1_SPIB,LGALS1_S100A6,FCGR2B_S100A12
CD19_IGLL5,CLEC1B_PTCRA,GSN_S1PR5,CD1C_CST3
KLRC1_S100A12,AC147651.3_HIST1H2AC,GP9_NRGN,HIST1H2AC_TREML1
HAVCR2_SPON2,NCOA4_TCL1A,DYNLL1_EFHD2,FGFBP2_XCL1
FCGR3A_HLA-DQB1,LY6G6F_XCL1,SDPR_TREML1,LY6G6F_SAMD3
BLVRA_HLA-DQB1,FCN1_IFITM3,LYAR_PRSS23,AKR1C3_TCL1A
ALDH2_GNG11,CCL4_CST7,FCGRT_LGALS2,CD79A_HLA-DOB
CD247_CYBA,CLU_GP9,CD79B_FCN1,FCRLA_TCL1A
ARPC5L_ODC1,GIMAP5_LDLRAP1,PARVB_PTGDR,F13A1_FCRL6
CD9_FCER1G,PRSS23_SAMD3,EFHD2_GRN,CD247_JAKMIP1
CCL3_LDLRAP1,KLRB1_LTB,CD2_KLRC1,IGLL5_SAMD3
BLNK_C2orf88,KLRG1_TSC22D1,ASGR1_LY6G6F,CMTM5_TUBB1
HLA-DPA1_PRR5,FGFBP2_TMEM40,GZMA_TMEM40,GZMH_TIGIT
CST3_NPC2,MFSD1_PKIG,EFHD2_FCGRT,FCER1G_S100A11
HLA-DOB_SERPINF1,CCL3_FOLR3,NRGN_PPBP,PRF1_RAMP1
GPR56_LST1,PRR5_S100A8,SDPR_TYROBP,CD79A_FCRL6
ACRBP_ENHO,CMTM5_PLBD1,MS4A6A_S100A6,FGFBP2_XCL2
CYBA_H2AFY,FCGR2B_LYAR,HLA-DQB1_MS4A6A,AP001189.4_SNX29P2
HLA-DQA1_MAP3K7CL,GYG1_IGSF6,MS4A6A_VAMP8,AIF1_LST1
CD1C_LINC00926,GAS2L1_KLRB1,PRR5_XCL2,PKIG_SPON2
PTGS1_RAMP1,GPR56_HAVCR2,F13A1_LGALS1,GZMA_SPON2
F13A1_S100A6,HLA-DOB_SAMD3,NRGN_PRSS23,CD72_CST7
MYL9_TSC22D1,AKR1C3_ALDH2,PRSS23_XCL2,HOPX_PKIG
HOPX_PLEKHF1,AQP3_HIST1H2AC,ARPC1B_FGL2,ADAM28_SPARC
CLEC10A_LINC00926,HINT1_TPM1,CYBA_FCN1,SPARC_XCL1
AC147651.3_GZMK,EFHD2_HLA-DQB1,IL32_LGALS1,XCL1_ZAP70
AC147651.3_AQP3,AKR1C3_GZMH,GNLY_MYL9,CD19_HOPX
AKR1C3_TIGIT,FOLR3_TSC22D1,CD19_RP11-367G6.3,FCRLA_SEPT5
ALDH2_CLEC10A,FCRLA_MS4A1,GZMH_SERPINF1,IGLL5_P2RX5
C2orf88_CTSW,H2AFY_MS4A1,CD1C_P2RX5,KIAA0125_PLEKHF1
HLA-DPB1_IGFBP7,HIST1H2AC_PNOC,FGL2_PPBP,CST7_S1PR5
CST7_S100A12,SAMD3_SPARC,IL32_SDPR,CLIC3_FCRL6
AP001189.4_NRGN,MS4A1_PPBP,CLEC10A_FCGRT,GP1BA_RAMP1
MAP3K7CL_SNX29P2,HVCN1_P2RX5,ARPC1B_GZMH,GPR56_XCL2
CYBA_IGFBP7,CST7_RP11-367G6.3,CLEC1B_JAKMIP1,KLRB1_LYAR
CD19_GSN,FCER1A_PRSS23,CD72_FOLR3,GPR56_RP11-367G6.3
CD2_JAKMIP1,C5orf56_MFSD1,S100A8_TYROBP,SAMD3_XCL2
C5AR1_SNCA,KLRB1_PLA2G12A,SEPT5_XCL2,FCRL6_GP9
CYBA_ZAP70,GNG11_RAMP1,LITAF_PRF1,LINC00926_SPARC
HINT1_UBB,AKR1C3_ITGA2B,ENHO_XCL2,PRF1_TCL1A
ASGR1_SMIM14,RGS18_TUBB1,CST3_LGALS2,GZMH_MS4A1
C1orf162_FCRL6,GAS2L1_MAL,FGL2_IFITM3,AP001189.4_PLEKHF1
GIMAP5_SPIB,S100A8_TSC22D1,ADAM28_XCL2,FOLR3_KLRC1
CD79A_SERPINF1,C2orf88_SNX29P2,F13A1_LST1,GP1BA_PLEKHF1
HLA-DMB_TTC38,IGLL5_PF4,CTSS_S100A6,PRSS23_SNX29P2
AP001189.4_SNCA,CD1C_SAMD3,CD9_S100A6,S1PR5_TCL1A
ACRBP_CLU,KIAA0125_NKG7,CLEC10A_P2RX5,CD72_GZMA
FGL2_TREML1,ACRBP_TPM1,COTL1_CTSS,KLRB1_S100A12
PTGDR_RP11-367G6.3,CD160_NCR3,IFITM3_MMD,FCRLA_TMEM40
CCL3_CLEC10A,HLA-DMB_IRF8,EFHD2_GSTP1,SPON2_TIGIT
PF4_TMEM40,GZMA_KIAA0125,PHACTR1_RAMP1,CLIC3_RP11-367G6.3
FCGR3A_IRF8,CCL3_PGRMC1,PARVB_PRSS23,COTL1_FCER1G
CLU_PPBP,GZMA_S1PR5,ADAM28_LGALS1,CST3_LGALS1
C1orf162_GPX1,CD160_KLRG1,CST3_MS4A6A,GPR56_PLEKHF1
CLDN5_MAL,LAT2_LYAR,S100A6_S100A8,FCRLA_S1PR5
FCGR3A_PDIA3,CD1C_PKIG,GZMH_LGALS1,CD19_PLEKHF1
FCGR3A_PTPRCAP,PF4_RP11-367G6.3,MYL9_S100A6,CMTM5_GZMH
ARPC5L_MAL,CCL5_NKG7,GZMA_SDPR,ITGA2B_TCL1A
GSN_PF4,BLNK_HIST1H2AC,AKR1C3_CD1C,PKIG_TIGIT
AKR1C3_MAP3K7CL,GZMH_PHACTR1,ACRBP_CCL5,COTL1_S100A6
GSN_MYL9,ASGR1_CMTM5,CLEC1B_HLA-DQA1,ADAM28_CLIC3
GZMK_MAL,MAL_PLA2G12A,COTL1_TYROBP,GZMA_PLEKHF1
GP9_S100A11,LYAR_PLA2G12A,DYNLL1_LINC00926,CST7_GZMA
LST1_TIGIT,CCL4_SPON2,GNLY_PRSS23,ASGR1_MS4A6A
MPP1_SPON2,GZMA_SNX29P2,CYBA_UBB,CLIC3_S1PR5
CD1C_FCRL6,FCRLA_LINC00926,ACRBP_NRGN,FCRLA_TTC38
CD72_HOPX,CLDN5_FOLR3,CD160_MYL9,SAMD3_XCL1
FCGRT_PKIG,CD19_GZMA,GPR56_TYROBP,CD19_KIAA0125
GZMH_TIGIT,CST7_IGLL5,SAT1_SRGN,LY6G6F_SPARC
CD72_S1PR5,ARHGAP24_LINC00926,C9orf142_GNLY,JAKMIP1_XCL1
FOLR3_GP1BA,PF4_PPBP,FCN1_IFITM3,GZMA_GZMH
GNLY_LST1,CTSS_FCER1G,HLA-DOB_MZB1,CMTM5_HLA-DOB
CCL5_MAP3K7CL,JAKMIP1_LYAR,APOBEC3A_MS4A6A,CST3_SERPINF1
CCL3_IRF8,CD2_GZMK,FCER1G_PRSS23,GP9_TIGIT
CTSW_MZB1,FOLR3_SNCA,PDIA3_PPBP,GZMA_PTGDR
CD160_MYL9,LTB_SWAP70,CLEC10A_LY6G6F,IGLL5_RP11-367G6.3
PTCRA_TSC22D1,ARHGAP24_HVCN1,AIF1_CD1C,CLIC3_TMEM40
GZMA_PRF1,PPBP_SPON2,GNLY_MAL,RAMP1_SNX29P2
GSTP1_S100A8,ARHGAP24_SPON2,CD9_KLRB1,CMTM5_PLEKHF1
PPBP_SDPR,HLA-DPA1_HLA-DPB1,GSN_PPBP,AKR1C3_S1PR5
CCL5_NKG7,AC147651.3_S100A12,CLEC1B_PRSS23,SDPR_SPARC
PHACTR1_SAT1,HIST1H2AC_KLRG1,GZMK_PF4,FCRL6_TUBB1
PF4_TUBB1,CD1C_FCER1A,ASGR1_CST3,HOPX_PRF1
PPBP_TMEM40,HLA-DRB1_SNCA,CCL3_GP1BA,ADAM28_S1PR5
DYNLL1_HLA-DMB,MYL9_SPON2,PPBP_SDPR,S1PR5_XCL1
GZMA_TMEM40,CCL4_MYL9,CLU_SEPT5,GNG11_TREML1
SRGN_ZAP70,IL1B_XCL1,HLA-DPB1_XCL2,GZMH_XCL2
PYCARD_SAMD3,LGALS3_SAT1,CYBA_IFITM3,GP9_TUBB1
MYL9_SPARC,C5orf56_SAMD3,LINC00926_LY6G6F,PRSS23_S1PR5
PTCRA_RGS18,CTSW_HVCN1,TNFSF13B_XCL2,F13A1_XCL2
SEPT5_TIGIT,CD247_FOLR3,GPX1_TPM4,CD79A_S1PR5
