GENIE3_links,GRNBOOST2_links,PIDC_links,phase_synchrony_links
BANK1_CTSW,PSAP_RPL30,CFP_FGFBP2,GPX1_LGALS3
CDA_GZMA,CD37_SMIM14,CST7_RPL5,BRI3_CFP
CST3_RAC1,MS4A1_RPS12,RPL23A_RPS28,FCRLA_HLA-DPB1
CFD_TCL1A,CD79A_RPS3,HVCN1_SPI1,RPS11_TKT
CD14_TKT,MATK_MS4A1,HLA-DRB5_NPC2,NPC2_S100A4
GPX1_RPL10A,APMAP_CD3D,ARPC5L_PKIG,APOBEC3G_FGFBP2
HLA-B_HLA-DMB,CST7_RPL21,RPL10_RPS13,EAF2_HLA-DPB1
FCER2_HCST,CD3E_RPS27,APMAP_CCR7,AC092580.4_VPREB3
HLA-C_RPLP0,GZMA_S100A4,BRI3_EAF2,BRI3_FCER2
PPAPDC1B_RPL35A,GZMA_HLA-DPB1,CD3E_RPS29,AP1S2_PFN1
HLA-DMA_SMIM14,CST3_TYMP,RPL13A_RPL36,APMAP_HLA-A
HLA-DRB5_LDHB,CFP_MALAT1,CD2_MYL12A,CFD_FTH1
CD68_SAMD3,CTSS_HLA-DQA2,IL7R_RPLP0,FCN1_RPS11
AP1S2_CD68,IRF8_NEAT1,PNOC_SAMD3,FCER2_HLA-E
HLA-DMA_PFN1,CD72_FTH1,APOBEC3G_NEAT1,FCRLA_SPI1
CDA_MYL12A,GZMM_HLA-DOB,HLA-DPA1_TSPO,PSAP_PYCARD
RPL3_RPS3A,HLA-DQB1_SNX2,GZMH_TKT,CD79B_HLA-DPA1
CDA_RPS5,CCR7_RPL18A,CD79A_SH2D2A,MARCH1_RPS6
CD72_TPT1,IRF8_RPS12,CEBPD_FTL,CD8A_RPSA
CYBA_ISG20,C12orf75_HLA-C,AP1S2_SERPINA1,AC092580.4_S100A4
CD3D_RPL35A,CEBPD_HLA-DRA,RPL10A_RPS25,APMAP_HLA-DQA1
SERPINA1_TMEM66,LST1_RPL9,CD72_CD99,MS4A1_RPL13
CD68_TALDO1,C12orf75_RPLP2,IRF8_NEAT1,HLA-DRB5_MS4A6A
CEBPD_LCK,FCGRT_HLA-DRB5,RPL30_SPIB,RPL36_RPS29
CXCR4_RPL3,BLK_RPS27A,CD247_NCR3,HCST_RPSA
RPL30_SERPINA1,FCN1_S100A9,GZMA_LTB,CFP_SNX2
CST3_NEAT1,HLA-DRB1_RPS29,HLA-DMB_SERPINA1,RPL9_RPS5
HLA-DMA_RPS23,RPL32_S100A8,RARRES3_RPS20,HLA-DOB_RPL31
MS4A1_RPS5,CST3_RPL23A,OAZ1_TALDO1,CCL5_GPX1
CD2_LDHB,GPX1_TIGIT,NOSIP_RPL5,CD79A_MARCH1
CD74_RPS18,FCER2_FTH1,FCN1_LGALS2,RPLP2_RPSA
CCL4_CD8A,CD8A_LGALS3,LGALS3_TCL1A,MARCH1_RPL18A
LAG3_SNX2,ARPC5L_GNG7,CD40_LGALS2,CHST12_HLA-DQA1
RPL9_TSPO,CTSS_LDHB,BANK1_RPL5,HVCN1_PKIG
CYB561A3_SNX2,CD8B_RPS15A,LST1_SMIM14,BANK1_HLA-DPB1
CD3D_LGALS2,FCGRT_PRF1,MALAT1_RPL13A,CD79B_NOSIP
EEF1A1_RPL13A,HVCN1_S100A9,HLA-DQA2_PNOC,CD74_PTPRCAP
CFD_TSPO,IRF8_RPL9,COTL1_HLA-DQA1,RPL23A_RPL36
CST3_HLA-DOB,NPC2_RPS25,CD79B_LTB,HLA-DQA1_SH2D1A
CHST12_RPS27A,BLVRB_PDLIM1,CD3D_LY86,GPX1_S100A11
RPL31_RPS13,NEAT1_RPL30,DUSP2_PPAPDC1B,SPIB_VPREB3
FTL_NPC2,B2M_RPL36,CXCR4_HLA-DQA2,CD74_RPLP0
RPL3_TYROBP,GSTP1_GZMM,GSTP1_PTPRCAP,TALDO1_TKT
RPS23_SAT1,APMAP_RPL10A,HLA-DRB1_MS4A1,B2M_BLK
PYCARD_RPL31,HLA-DOB_RPS3,SPIB_TMEM66,HLA-C_HLA-DQA1
S100A6_SPI1,BRI3_RPS3,RPS12_RPS25,B2M_HLA-DOB
AP1S2_HLA-DMA,CCR7_COTL1,CD247_MALAT1,HLA-C_SH2D2A
PYCARD_SAT1,NOSIP_PRF1,RPS13_SPI1,S100A11_S100A8
FTH1_HCST,CD8B_HLA-DPB1,LCK_NKG7,CD79A_HLA-DRB5
RPS27_SNX2,RPS3_TCL1A,RPLP0_RPS3,LCK_VPREB3
FCRLA_RPL10A,HLA-DQA2_RPS4X,GZMK_PKIG,BLVRB_GPX1
RPS27_RPS3,CDA_CST3,CD3D_LYZ,RPL21_RPL36
EEF1A1_RPLP0,HLA-DOB_HLA-DRB5,LGALS3_VPREB3,KIAA0125_RPL9
FTH1_HLA-E,GZMH_MS4A1,HCST_HLA-DOB,EAF2_FCGRT
AP1S2_CYB561A3,LYZ_S100A4,CD74_RPL10A,CEBPD_TPT1
CYBA_RPL11,MATK_TSPO,CD79A_GZMK,BRI3_CCL5
CTSS_TSPO,B2M_LST1,RPL11_TYMP,CD72_RPL13
LYAR_PDLIM1,RPL5_RPS12,CHST12_GABARAP,CD247_EEF1A1
CTSS_GPX1,APMAP_HLA-DMA,HLA-E_RPL35A,CYB561A3_NOSIP
HLA-DOB_RPS3,ISG20_TMEM66,FGFBP2_HLA-DRB1,CD72_SH2D1A
FCN1_RPL21,CST3_FCRLA,CD8A_RPS20,RPLP0_TIGIT
RPL27A_SERPINA1,RPL36_RPLP2,FCRLA_NCR3,CD79B_HLA-DQA1
FTH1_RPL30,CCL5_HLA-DPA1,MYL12A_NKG7,LDHB_RPL36
CD72_S100A6,RPS27_S100A9,CXCR4_GSTP1,PKIG_RPL10
CTSS_TIGIT,RPL30_RPS20,LY86_OAZ1,CD3E_NPM1
LST1_S100A4,RPL35A_RPS10,FCER2_GZMH,NCF2_TSPO
CCL4_PRF1,RPL18A_RPS27,GZMH_HVCN1,RPS14_RPS3
GABARAP_RPLP2,BLK_RPL21,RPLP0_TCL1A,GZMH_NPM1
CD3D_HLA-DRA,FCN1_PSAP,CHST12_LGALS3,HLA-DMA_LAG3
RPS12_TMEM66,CTSW_RPS20,CFP_HLA-DOB,NEAT1_RPL10
CD40_TSPO,RPL13_RPS29,COTL1_GZMH,HLA-DPA1_PYCARD
HLA-DRB5_RPL32,BANK1_RPL10A,AC092580.4_BLK,GNG7_RPLP2
NEAT1_RPS11,HLA-A_RPS12,GZMH_NPC2,BLVRB_MS4A1
RPL11_RPL13A,CXCR4_ISG20,CFD_RAC1,RPL9_RPS3
B2M_BRI3,APOBEC3G_GRN,HLA-DQB1_ISG20,HLA-DRA_ISG20
RARRES3_RPLP2,CEBPD_RPL10,NCF2_TCL1A,HLA-C_MARCH1
CHST12_HLA-E,NOSIP_RPS27,FTL_GZMM,CD68_TALDO1
HLA-DPA1_P2RX5,EAF2_PYCARD,CST3_TALDO1,B2M_P2RX5
TALDO1_TYMP,GZMA_RPS25,HLA-DOB_NPM1,CD79B_EAF2
RPS25_TYMP,ARPC5L_HLA-DMA,CD37_TKT,CD79A_ISG20
LTB_SH2D1A,HLA-DOB_TKT,IRF8_LGALS1,CFD_TALDO1
RPS23_TPT1,GABARAP_PPAPDC1B,HLA-DQA2_HLA-DRB1,BLVRB_LYZ
CYBA_LCK,AC092580.4_GZMM,CD99_CST7,CCR7_RPL5
COTL1_LY86,CFD_RPL21,B2M_GPX1,APOBEC3G_CCL4
NCF2_RPL32,EAF2_PKIG,HCST_RAC1,CD68_CD72
DUSP2_EAF2,LAG3_RPS5,CD99_P2RX5,HLA-DRA_NCR3
NEAT1_RPS3,CD79B_HLA-DMB,HLA-DRB1_TALDO1,C12orf75_HCST
NCF2_RPL11,B2M_VPREB3,GSTP1_GZMH,NPC2_RPS13
CEBPD_HLA-E,OAZ1_RPL5,GSTP1_RPS27,FCN1_HLA-C
CFD_RPL13A,GSTP1_RPS23,HLA-DQA2_PPAPDC1B,CD8B_HVCN1
CD99_CEBPD,CD72_SAMD3,AIF1_SERPINA1,CFP_HLA-C
CYB561A3_GSTP1,GSTP1_RPL9,CD8B_RPS13,IL32_RPSA
PYCARD_RPL23A,FTL_KLRG1,MS4A1_TKT,HLA-DRA_KLRG1
CD247_ISG20,EEF1A1_HLA-C,LAG3_MS4A1,FCGRT_GZMA
EEF1A1_RPL9,CD68_LDHB,CD40_NCR3,RPL27A_TIGIT
HLA-DMA_TSPO,CYBA_GZMK,CD247_GSTP1,FCER2_RPL3
LYZ_MARCH1,LDHB_MALAT1,CD40_HLA-DQB1,MALAT1_NPM1
FCER1G_NPC2,RPL36_RPL5,CD40_OAZ1,AIF1_GABARAP
LYZ_RPL13,CCL5_CD99,CCL5_GZMM,GABARAP_TKT
RPL30_RPS20,LY86_RPL32,CD14_CYB561A3,LAG3_RPS20
BANK1_CD79B,LTB_RPS27A,GZMH_LYZ,CD72_LDHB
RPL13A_S100A6,HLA-DPB1_RPL32,RPS12_SAT1,CD40_RPS29
ISG20_RPS27A,GNG7_PRF1,BLK_FCRL6,CCL4_RPSA
B2M_RPS4X,BLVRB_TALDO1,RPL18A_RPL30,CD79B_SMIM14
PFN1_RPL31,CD8A_EAF2,LGALS1_PDLIM1,FGFBP2_HVCN1
COTL1_RPS25,RPS13_S100A4,FCRL6_GSTP1,LTB_PTPRCAP
HCST_RPL36,EEF1A1_FGFBP2,CD14_S100A8,HVCN1_VPREB3
C12orf75_S100A11,HLA-DRB1_RPS5,FCRLA_RPS29,MARCH1_VPREB3
PKIG_S100A8,CD79A_FCRLA,LINC00926_RPLP0,PPAPDC1B_RARRES3
CCR7_CD37,CST7_SMIM14,CD79A_GRN,HLA-C_IRF8
CD72_RPL36,CHST12_HLA-DQB1,OAZ1_PDLIM1,C12orf75_MARCH1
LST1_MYL12A,FCER2_HLA-A,HLA-E_PFN1,RPL18A_RPS12
NCF2_RARRES3,OAZ1_RPL3,FCER1G_PDLIM1,PKIG_RPL30
PKIG_TYROBP,HLA-DRB1_RPS3,HLA-DQB1_TYROBP,OAZ1_S100A8
CTSW_RPSA,FTL_TMEM66,LGALS2_TYROBP,CEBPD_FCGRT
BLVRB_HLA-DMB,S100A4_SNX2,LDHB_RPLP0,CYB561A3_FGFBP2
HLA-DMB_KIAA0125,MS4A1_RPS25,PSAP_PTPRCAP,B2M_HLA-DRA
FCN1_RPS3,CD79A_MS4A1,HLA-DQA1_TSPAN13,CD72_RARRES3
FCGRT_GSTP1,FCRLA_LST1,FGFBP2_LST1,AIF1_MARCH1
HLA-C_IRF8,APMAP_S100A9,LTB_RPS3A,CEBPD_KLRG1
CD37_MATK,FCRLA_RPL31,FCER1G_RPL10A,LYZ_PYCARD
CD3E_NEAT1,CD247_HVCN1,CHST12_CYBA,RPL5_RPS10
NPM1_RPS18,GZMA_HLA-DQA1,KIAA0125_RPS20,HLA-DRA_RARRES3
GSTP1_TSPO,FTH1_SERPINA1,ISG20_SNX2,CD3D_NOSIP
IL32_RPS25,HLA-DMA_LINC00926,CYBA_SERPINA1,LY86_NPC2
GABARAP_RPS6,RPS5_TSPO,COTL1_CST3,HOPX_RPLP0
HLA-DRB1_PNOC,CDA_S100A11,CD74_RPL11,EAF2_PNOC
GNG7_LGALS3,HLA-DRB5_RPS5,CFP_VPREB3,LTB_RPS12
RPS3A_SPI1,CYBA_HLA-DQB1,RPS27A_S100A9,CD72_HLA-DRA
FCER1G_RPL32,CD247_HLA-DRA,HLA-DPB1_SPIB,C12orf75_HLA-DMB
PTPRCAP_TMEM66,B2M_GZMK,CD2_CTSW,CYB561A3_RARRES3
CHST12_NPM1,RPS3_TYROBP,RPL11_RPS27A,CD68_PTPRCAP
CFP_CST7,CCL5_HLA-DMA,APOBEC3G_TYMP,RPL10A_RPL11
COTL1_RPL31,CD247_RPL23A,MS4A1_TIGIT,CCL5_RPL5
RPL3_RPS12,CD2_CDA,MS4A6A_RPL10,CD68_FCRL6
RPLP0_RPS27,COTL1_RPL5,CHST12_LYZ,CD2_PTPRCAP
MYL12A_NOSIP,BLVRB_CD8B,GPX1_PDLIM1,FCRL6_RPL13A
HLA-DRB5_NOSIP,HLA-DQA2_PSAP,HLA-DMA_LST1,HLA-DOB_HLA-DRA
LGALS1_NPC2,RPL10_S100A9,CD72_CHST12,LINC00926_RPL27A
CST3_RARRES3,RPL18A_SAT1,CYBA_RPL11,AC092580.4_HLA-DQB1
LGALS1_RPS6,BRI3_OAZ1,NCF2_RPS23,HLA-B_VPREB3
RPL5_RPS27,CD79B_CFP,TIGIT_TKT,RPL35A_RPS3A
HLA-DMA_NPM1,S100A11_SAMD3,AP1S2_HLA-DQA1,PFN1_SPIB
EEF1A1_RPL13,RPL21_SPIB,PSAP_S100A11,RPS15A_RPS20
TIGIT_TSPO,CST7_CTSS,FGFBP2_OAZ1,CD8A_CDA
CEBPD_RPL18A,EEF1A1_HLA-DRA,HLA-DPA1_SNX2,NEAT1_S100A6
HCST_RPL27A,CD72_RPS5,CTSS_HLA-DMB,ARPC5L_SH2D1A
AC092580.4_SPI1,LINC00926_RPL3,CFD_GRN,AP1S2_LY86
IL7R_RARRES3,NCF2_RPS3A,FGFBP2_TYROBP,RPLP2_RPS11
CFD_ISG20,CYB561A3_S100A6,NPM1_RPL5,FCGRT_SH2D2A
CDA_RARRES3,CTSW_RPL23A,CHST12_HLA-B,CD37_CTSW
PFN1_RPS28,CD37_RPSA,RPL13_RPL9,COTL1_PYCARD
P2RX5_RPS10,HLA-E_SH2D1A,FCN1_HLA-DMB,EAF2_FGFBP2
RPL9_RPS14,CHST12_RPL14,RPS3A_TSPO,CST3_HLA-DRA
AP1S2_EEF1A1,GSTP1_SH2D2A,GABARAP_TKT,RPS11_RPS28
COTL1_LGALS2,RPS11_SMIM14,PTPRCAP_TYMP,RPS27_TPT1
CYBA_PYCARD,CD8B_HLA-DRB5,GSTP1_NCF2,GRN_LGALS3
SNX2_VPREB3,LGALS3_LST1,CHST12_TKT,BLVRB_RPS4X
GNG7_RPL5,RPL14_SNX2,LINC00926_RPS11,CD74_RPL10A
CYBA_HLA-DQB1,CD40_PPAPDC1B,LINC00926_SPI1,AIF1_GSTP1
HLA-C_NCF2,CYBA_RPS28,GZMK_TCL1A,BLK_RPL27A
NPC2_RPL3,CFP_RPL10A,IL7R_TCL1A,IL32_IL7R
RPL3_RPS18,CD99_GSTP1,GRN_RPS27A,CD99_RPS11
CST3_SAMD3,GRN_HCST,CCR7_RPS25,HOPX_SPIB
HLA-DRA_TALDO1,BRI3_RPL5,DUSP2_HLA-DMB,RPL14_RPS27
CD14_HLA-DPA1,OAZ1_TSPO,RPS15A_SPI1,RPS20_RPS28
NEAT1_RPS29,FCN1_S100A8,GABARAP_HLA-DMB,RPL14_TPT1
CD99_NOSIP,BRI3_CD8B,CXCR4_MARCH1,HLA-DMA_HLA-DQA2
FCER1G_HLA-DQA2,HLA-DOB_HOPX,CFP_MS4A1,HLA-DRA_LGALS3
CD2_IL7R,CD99_RPS10,LYZ_SMIM14,EEF1A1_RPL30
AP1S2_NPM1,CST7_RPL3,NCF2_S100A11,CHST12_NOSIP
RPL18A_TMEM66,HLA-DMA_S100A8,APOBEC3G_OAZ1,HLA-B_LDHB
HOPX_PNOC,HLA-B_RPSA,LAG3_TCL1A,RPL23A_RPL27A
CD68_NEAT1,BANK1_GSTP1,HLA-E_PRF1,PRF1_RPL5
FGFBP2_IL32,HLA-B_RPL32,BLK_TKT,CD79B_SPIB
AIF1_MYL12A,GABARAP_HLA-DPB1,HLA-A_NPC2,CD99_SPI1
CST3_RPL31,CTSW_S100A9,HLA-DRA_RPS3A,HLA-DQA2_SAMD3
GSTP1_HLA-A,CFD_KLRG1,RPL13A_SAT1,CD68_VPREB3
HLA-DMB_S100A8,FCN1_RPL21,CTSW_GZMH,GNG7_SNX2
PKIG_RPS11,RPLP0_RPS15A,OAZ1_P2RX5,CD37_HLA-E
MATK_PRF1,RPL21_RPS18,CD68_RPL36,CD8A_FCGRT
IRF8_LGALS2,CD14_HLA-DPA1,CD74_HLA-DRB5,SH2D2A_TPT1
EEF1A1_TYROBP,CD8A_RPSA,CCL5_RPS10,FCRL6_TPT1
RPS6_RPSA,CYB561A3_RPL23A,BANK1_FCRL6,CD8A_RPL10
C12orf75_PTPRCAP,RPL14_SPI1,AIF1_VPREB3,RPL10A_RPL23A
CD3D_TSPO,CD247_HLA-C,LAG3_PKIG,ARPC5L_RPL32
GZMH_RPL14,PRF1_TPT1,EAF2_NPC2,AC092580.4_RPS13
FTL_PNOC,EAF2_FCRLA,RPL10A_RPS4X,C12orf75_CD3D
RAC1_RPS3,APOBEC3G_PDLIM1,MS4A6A_PFN1,CD3D_HVCN1
RPL21_S100A11,CD68_LGALS2,CXCR4_HLA-DPA1,BLK_SPIB
LDHB_RPS27,CCR7_RPS27A,HLA-DPB1_NCF2,AIF1_MYL12A
COTL1_TALDO1,CEBPD_PTPRCAP,EEF1A1_RPL30,NCF2_NCR3
RPS10_TKT,RPS25_RPS29,HLA-DMA_RPS23,AC092580.4_RPLP2
RPS14_TPT1,PFN1_S100A9,BRI3_S100A6,RPL23A_RPS27
RPS27A_TCL1A,PRF1_RPL32,CEBPD_HLA-DMA,GSTP1_NCF2
MYL12A_TSPO,RPL23A_RPS18,FCER2_HLA-DQA1,CD40_MATK
CD37_HLA-DOB,RPS23_SNX2,GRN_MALAT1,CTSW_RPS29
CDA_TKT,LCK_RPL10A,CD40_PYCARD,CD8B_CDA
AC092580.4_RPL21,CD3E_HLA-DPA1,LCK_MALAT1,PTPRCAP_RPS5
LYZ_RPL9,EAF2_SH2D1A,COTL1_HLA-DMB,HLA-B_PSAP
RPL10A_RPS12,GZMM_SPI1,HLA-DQB1_TYMP,RPS18_RPS28
PTPRCAP_RPL36,RPS13_TIGIT,SAMD3_TYMP,RPL13A_SH2D1A
LGALS2_LTB,CFD_VPREB3,GZMM_HLA-DMA,BANK1_HLA-DQA2
PTPRCAP_RPL5,CD247_GPX1,CDA_NPC2,MYL12A_RPL10A
GZMA_HLA-DOB,GZMM_NEAT1,CFP_IL32,KIAA0125_RPS10
PRF1_PSAP,BLVRB_ISG20,NCF2_TALDO1,RPL13_RPL27A
GABARAP_GRN,CD14_HLA-DQB1,CST7_HLA-E,NKG7_NPM1
GPX1_RPS23,HLA-DMA_LCK,CD3D_NPC2,RPL13A_RPL30
RPS23_TSPO,CTSW_LTB,CDA_HLA-DQA2,HLA-A_HOPX
GZMM_RPL30,CTSW_RPL13A,GZMH_TALDO1,HLA-DQA1_PNOC
BLVRB_RPS23,CD68_GZMM,CTSS_RPL10A,CEBPD_RPLP0
GABARAP_IL32,LGALS2_LINC00926,BRI3_HLA-DRB5,FTL_RAC1
HLA-A_SNX2,CD2_CFP,MALAT1_SH2D1A,IL32_PRF1
HLA-A_HLA-DMB,HLA-DMB_RPLP0,CD68_CTSS,CD14_CD8A
AIF1_CEBPD,AC092580.4_HLA-DPA1,NOSIP_RPLP0,CD79A_HLA-B
FCRL6_KIAA0125,P2RX5_RPLP0,DUSP2_HCST,CD79B_ISG20
APOBEC3G_PYCARD,CD72_RPLP0,CCL5_PKIG,RPS3_RPS4X
LTB_RPL5,RPL11_RPS14,BRI3_CST3,BRI3_RPS20
RPL30_SPI1,APOBEC3G_HLA-DRB1,FGFBP2_MATK,GNG7_HLA-DQB1
BRI3_HLA-C,PRF1_RPL9,FGFBP2_MYL12A,AP1S2_CD40
BLVRB_EAF2,CD68_FCER1G,RPLP2_SAT1,GZMA_ISG20
RPL10A_RPL23A,CD79A_ISG20,KLRG1_RPS25,CEBPD_GSTP1
CEBPD_SAMD3,GSTP1_HCST,HLA-DRA_RPL27A,CST3_EAF2
AIF1_HCST,CD72_HLA-A,GZMM_SERPINA1,C12orf75_SH2D1A
LCK_SH2D1A,GZMK_KLRG1,C12orf75_NCF2,EEF1A1_RPL3
BRI3_RPS27A,CEBPD_SAT1,BLVRB_RAC1,HLA-DMB_RPL13A
COTL1_CYBA,PRF1_SAMD3,DUSP2_FTL,CD3D_GZMA
OAZ1_RPS29,RPL10_RPS4X,GRN_NCF2,CYBA_FCER1G
C12orf75_RPSA,SERPINA1_VPREB3,CD79A_CHST12,CD3D_CYB561A3
HLA-C_RPLP2,BLK_RPS20,RPL13A_TALDO1,FCRLA_RPL13A
MATK_RPL13,CD14_CD8A,LCK_PNOC,HLA-DMA_SAMD3
HLA-E_LTB,RAC1_TALDO1,HLA-DOB_PPAPDC1B,GRN_PSAP
CHST12_LY86,COTL1_HLA-DRB5,CD3D_RPL21,PYCARD_TYMP
HCST_TKT,GSTP1_LTB,AP1S2_HLA-DOB,DUSP2_RPL9
HCST_SPI1,IL32_RPSA,NOSIP_RPS20,SPIB_TYROBP
HLA-DPB1_RARRES3,NPM1_RPS23,CD74_RPL18A,BRI3_CEBPD
RPS23_RPS29,GZMH_RAC1,PKIG_TIGIT,CD37_PNOC
FCN1_HLA-C,LGALS3_RPS15A,CCL5_DUSP2,CEBPD_TYROBP
RPS11_TYMP,LGALS1_PDLIM1,CD37_RPS20,HLA-DPB1_SPIB
BLVRB_LDHB,PTPRCAP_RPLP0,CCL4_HLA-DQA1,GPX1_RPL18A
EAF2_LST1,APOBEC3G_B2M,RPS6_S100A9,RPL21_RPS14
CD79A_IL32,LINC00926_PYCARD,FCN1_ISG20,HLA-DMA_RPL23A
APMAP_KLRG1,CD99_LYAR,CD37_RARRES3,HLA-DRB1_LGALS2
RPS27_TSPO,HLA-DRB5_RPS12,CXCR4_TALDO1,CD40_CST3
FTL_NOSIP,FCGRT_RPL10A,CDA_LCK,PYCARD_RPL23A
GSTP1_HLA-E,RPS13_RPS20,AIF1_LY86,RARRES3_RPS29
FCRL6_SAMD3,CD72_TSPO,LST1_LY86,GRN_RPSA
HLA-B_RPS23,CTSW_PKIG,CD79A_LAG3,ISG20_RPSA
NPM1_TMEM66,CD8B_RPS3A,RPL13_RPS23,RPS18_RPS27A
CCL4_CYB561A3,CD79B_RPL21,C12orf75_RPLP0,RPL13_RPS25
CD79A_PFN1,IL7R_KLRG1,EAF2_GSTP1,CD247_RPSA
HLA-DMB_RPL31,CD79B_HLA-DRA,LTB_RPS27A,CD74_NPM1
RPS18_SH2D2A,RPL30_RPS13,CD79B_RPL13,CST7_HVCN1
EEF1A1_MS4A1,BRI3_HLA-DMB,GRN_S100A4,CD3D_RPSA
FCGRT_SERPINA1,CD72_MALAT1,BLK_HLA-DQB1,FCGRT_NKG7
CFD_TMEM66,RPL11_RPL13A,B2M_CYB561A3,CEBPD_LGALS1
HVCN1_RPL27A,AP1S2_HLA-DQA1,RAC1_TCL1A,FGFBP2_SPI1
CDA_RPL31,DUSP2_LDHB,CHST12_PRF1,GNG7_LGALS3
LYAR_SPI1,BRI3_LDHB,CHST12_PSAP,GZMH_RARRES3
RPLP0_SMIM14,CD99_HLA-DRB5,PRF1_TMEM66,CYB561A3_GPX1
CYBA_SPI1,HLA-DQA1_TSPO,FCN1_GRN,TSPO_TYMP
CST7_RPLP0,RPL32_RPS10,RPL23A_SH2D1A,RPL30_RPS25
APMAP_HVCN1,CD37_MATK,CEBPD_LST1,C12orf75_HLA-DRB1
RPL11_RPS6,NCF2_RPS6,CD247_OAZ1,HCST_TCL1A
CD68_RPL13A,CD72_FTL,CDA_TYMP,CYB561A3_HLA-DQB1
BRI3_RAC1,RPL27A_RPS27A,HLA-DMA_MS4A1,CST7_HLA-DRA
RPL30_TPT1,CD8B_RPL9,HLA-DRB1_P2RX5,CXCR4_KLRG1
CD79A_PDLIM1,HLA-DQA1_RPS12,CD68_TKT,MARCH1_NPC2
HLA-DPB1_RPL30,RPL11_TKT,COTL1_SPI1,HCST_KIAA0125
GZMH_RPS15A,FCRL6_TKT,GABARAP_NCF2,AIF1_IL7R
PFN1_RPL10,RPL13A_RPS10,MARCH1_RPS25,CXCR4_ISG20
AC092580.4_DUSP2,HLA-B_S100A6,BANK1_CD37,HCST_PRF1
RAC1_RPSA,LCK_TYMP,FCRLA_PTPRCAP,IL32_RPL21
GSTP1_RPS13,CCL4_CFP,LDHB_PRF1,HCST_SAMD3
GRN_PNOC,RPS27_RPS3,HLA-DRA_NEAT1,LAG3_RPL23A
RPL5_RPS29,PNOC_RPL21,BANK1_PFN1,CST7_LCK
FTH1_MARCH1,MALAT1_RPL27A,CD8A_PKIG,RPLP0_RPS29
CXCR4_NPM1,MS4A1_RPS3,CFD_FGFBP2,CD3E_RPL3
S100A8_SERPINA1,HLA-DRA_RPS27,NCR3_P2RX5,CD68_CTSW
PYCARD_RPS18,CD79B_HLA-DPB1,RPL9_RPS12,RPL21_RPS23
P2RX5_RPL10A,CD99_KIAA0125,CHST12_GSTP1,MARCH1_NKG7
PSAP_RPSA,CD14_HLA-E,FCN1_RPS6,CXCR4_EAF2
RPL30_RPS11,HLA-DRB5_RPL32,RPL3_SERPINA1,RPS18_TMEM66
RPL21_RPL23A,HLA-DPB1_LST1,CD8A_MS4A1,CHST12_SNX2
CCR7_LYZ,ARPC5L_RPS3,RPLP2_RPS29,CD68_LAG3
CD79A_TIGIT,GNG7_RPL13A,HLA-DMB_S100A8,HCST_LAG3
OAZ1_TALDO1,FCER1G_RPL31,CDA_S100A11,RPS10_RPS3A
CD247_TSPO,IL32_TMEM66,HLA-DMA_MS4A6A,CST7_HLA-A
CD79A_SAMD3,FTH1_GNG7,FTH1_ISG20,HVCN1_LAG3
OAZ1_SNX2,LAG3_TSPO,FCER2_RPS20,CD247_NPM1
CHST12_HLA-DOB,CD2_CD99,EAF2_FGFBP2,LYAR_RPLP0
FCRL6_HLA-A,CFD_IL32,COTL1_FCRL6,LGALS3_LYAR
AC092580.4_PPAPDC1B,CD99_GZMK,C12orf75_HLA-E,CD79B_MALAT1
HLA-DMB_LYAR,GZMH_HLA-A,MS4A6A_PDLIM1,RPS20_SH2D2A
TCL1A_TIGIT,HLA-DPA1_TKT,CFD_LY86,RPL3_RPSA
FTH1_HLA-DRB5,OAZ1_S100A8,GSTP1_MALAT1,PKIG_RPS23
HLA-DPA1_RPL10A,HLA-DRA_TSPO,PYCARD_SAMD3,NPC2_RPL18A
DUSP2_HCST,BRI3_FTL,HVCN1_LYAR,RPS27_RPS28
FCGRT_RPL10,PSAP_SNX2,RPSA_SPIB,CD72_HLA-E
CTSW_RPS5,CD3E_RPS5,HVCN1_NCR3,CD99_SPIB
CD37_HLA-C,GABARAP_RPS3,DUSP2_NKG7,CD72_HLA-DMA
CD74_CTSS,CD99_CST3,CD247_FTL,FGFBP2_HLA-DPB1
GPX1_HLA-DQB1,FCRLA_RPS13,RPS12_RPS28,RPL21_RPS28
HLA-DRB1_RPL18A,CYB561A3_RPS29,CD8A_TCL1A,NKG7_RPS5
FCGRT_MATK,HVCN1_RPLP0,APMAP_SAMD3,CYB561A3_SNX2
HLA-DQB1_ISG20,RPL32_TCL1A,GZMM_RARRES3,RPL14_RPS18
LINC00926_S100A4,FGFBP2_MALAT1,AP1S2_NEAT1,GRN_SNX2
CD79B_TKT,FCER2_LGALS2,CST3_LGALS2,CST7_RPLP0
MS4A6A_S100A6,C12orf75_FCER2,MARCH1_RPSA,RPL14_SAT1
RPS13_TSPO,PRF1_RPS18,FTL_LY86,CD72_RPS29
IL32_RPS20,SERPINA1_SPIB,NPC2_TIGIT,CHST12_MALAT1
LGALS1_RPL36,RPL13_S100A4,FCN1_S100A4,EAF2_HLA-DPA1
RAC1_TPT1,APMAP_PYCARD,HLA-DRB5_LGALS3,CTSW_HLA-DMB
FCGRT_TALDO1,COTL1_RPL21,HLA-DOB_LST1,DUSP2_RPS3
CD79A_HLA-DMA,CXCR4_HLA-DMB,FTH1_NCF2,HLA-E_RARRES3
