GENIE3_links,GRNBOOST2_links,PIDC_links,phase_synchrony_links
CCL4_RPS28,HLA-C_NCF2,FCGRT_LST1,RPL9_RPS14
LST1_RPL10,MALAT1_RPS10,MARCH1_RPL5,CD8A_HLA-DQA1
CD247_SNX2,AP1S2_CST7,CTSS_HVCN1,ARPC5L_LGALS2
RPS27_RPSA,RPL3_TMEM66,BLVRB_CCL4,HLA-DPB1_NPM1
CXCR4_SPI1,LST1_MATK,HLA-DQB1_S100A9,LINC00926_TPT1
HLA-DRB1_SNX2,MYL12A_NCF2,RPS10_TPT1,PDLIM1_RPS27A
RPL14_RPS27,RPL21_RPS10,MYL12A_TSPO,RPS14_RPS18
BANK1_CFP,RARRES3_TSPO,GZMH_HLA-DRB1,HLA-DRB5_P2RX5
LGALS2_RPL5,APOBEC3G_CD2,COTL1_IRF8,HLA-DOB_TPT1
HCST_RPL23A,APMAP_SAT1,CDA_GPX1,FGFBP2_NOSIP
EAF2_RPL13A,HLA-A_TIGIT,CTSS_IL32,CHST12_RPL23A
HLA-DPB1_MALAT1,FCRLA_RPL9,ISG20_LYAR,AC092580.4_CCL4
CDA_NKG7,CXCR4_GABARAP,GZMH_NKG7,CCR7_SAMD3
GPX1_RPS10,EEF1A1_HLA-DRB5,LGALS1_NEAT1,PTPRCAP_TPT1
FTL_LDHB,LST1_TPT1,CD8B_RPL23A,CD37_SPI1
RPS20_SNX2,GZMA_LGALS3,HCST_NPC2,HLA-DRA_PSAP
LDHB_S100A11,CXCR4_TYMP,GRN_RPL14,PYCARD_RPS28
CD74_MS4A6A,LYZ_SAT1,CD40_RPL11,BLVRB_GZMM
HLA-DRB1_NPC2,HLA-DMA_RPL21,RPL11_S100A8,FTH1_PYCARD
NCF2_RPLP2,HLA-DQA1_LYZ,CDA_TSPAN13,CD37_GPX1
ISG20_LGALS2,RPS18_TYROBP,BLVRB_HLA-B,HLA-DQA1_RARRES3
LGALS2_TMEM66,RPL13_RPS3A,FCRL6_RPS11,LTB_RPL36
HVCN1_NEAT1,CD2_MALAT1,AP1S2_APMAP,C12orf75_NOSIP
HLA-E_TMEM66,CD14_NCF2,CD2_CD72,CD99_GZMM
CCL5_TALDO1,AP1S2_RPLP2,RPL13_S100A8,RPL10_S100A6
GZMM_HLA-DMA,LST1_NKG7,PFN1_VPREB3,ISG20_RPL36
ARPC5L_HOPX,CDA_KIAA0125,HLA-DMA_NEAT1,NOSIP_RPLP0
CD2_LTB,MARCH1_RPS27,CTSW_HLA-DRB5,HLA-DRA_PNOC
RPS18_SPI1,HLA-DPB1_RPL21,HLA-DMA_LCK,EAF2_P2RX5
HLA-DPB1_TPT1,PYCARD_RPL36,BLVRB_TKT,MS4A1_NPC2
GZMA_RPS5,HLA-A_HOPX,CD2_MS4A1,COTL1_NPC2
LST1_SPIB,BLVRB_HLA-DRB5,CD247_LAG3,CD72_NOSIP
HLA-DRB5_TKT,P2RX5_S100A9,CD3D_RPL3,CHST12_RPL13
HLA-DMA_LGALS3,GZMM_ISG20,FCER2_PYCARD,CEBPD_CFP
FCRLA_RPL14,B2M_SPI1,FCRLA_HCST,CCL4_CD37
PRF1_RPLP0,NKG7_RPL3,APMAP_RPS12,RPS29_SAMD3
GPX1_MYL12A,CEBPD_LGALS1,GZMM_LAG3,AC092580.4_BRI3
CD79A_NPM1,MYL12A_TMEM66,HOPX_RPL10A,HLA-DOB_RPL11
RPS18_RPS28,APMAP_RPS10,FCRL6_HOPX,HLA-DPB1_PRF1
HLA-DQA2_NOSIP,CD79A_RPS27,SH2D1A_SPI1,NPM1_TYMP
CD74_RPL31,AP1S2_FTL,LDHB_RPL11,CEBPD_PKIG
MS4A1_TKT,RPLP0_S100A6,HLA-DQA2_RPS20,HCST_RPL27A
CDA_MS4A6A,NCR3_PYCARD,CST7_RPS23,HLA-DQA1_SPIB
CTSS_RPL36,KLRG1_LY86,CD247_S100A9,CD8B_RPL27A
ISG20_MS4A1,GZMM_MATK,MARCH1_TYROBP,RPL13A_RPL35A
GSTP1_RPL36,BANK1_LGALS2,FCGRT_LINC00926,NPM1_RPS13
CD2_RPS3,CD79B_RPS10,CYBA_GZMM,CD37_HLA-DPB1
RPL30_RPL5,GSTP1_TCL1A,RPL36_TCL1A,PFN1_PSAP
FCER2_FGFBP2,CTSS_RPL9,EAF2_RPL9,FTL_GPX1
APMAP_LYAR,APOBEC3G_HLA-DRA,CD3D_SMIM14,HCST_IRF8
RPS3_RPS4X,NPM1_RPLP0,CD14_RPLP2,HLA-DRB1_NPC2
FCRLA_RPS5,FCGRT_LINC00926,AC092580.4_CYBA,HLA-DMB_RPS11
CD72_CFP,COTL1_RPL30,CST7_SAT1,RPS20_TSPO
RPL3_TKT,GNG7_IL32,RPL23A_RPS18,CD40_RPL21
LYAR_MS4A6A,LGALS2_PYCARD,MATK_SMIM14,BANK1_HLA-A
HLA-C_MS4A6A,COTL1_PTPRCAP,BANK1_LGALS3,CXCR4_RPS3A
MYL12A_RPLP0,CYBA_RPL10,RARRES3_TALDO1,CDA_LYAR
CD8A_NPC2,HLA-C_S100A4,RPL9_RPLP0,COTL1_NCF2
LTB_RPLP0,APMAP_RPLP0,IL7R_RPL14,BANK1_NCF2
LYZ_RPS3A,HVCN1_RARRES3,CTSS_P2RX5,CDA_SERPINA1
PTPRCAP_RPS13,IRF8_RPL10,CHST12_HLA-DPB1,CD3E_CD79A
HLA-A_MS4A1,CYB561A3_LCK,CD68_RPS10,CD3E_HLA-DQA1
B2M_PYCARD,CD74_RPLP0,CD74_TCL1A,RPS13_TSPO
RPL32_VPREB3,IL7R_RPS3A,IL32_RPS20,BANK1_HVCN1
GZMA_HLA-DMA,RPL32_SERPINA1,LINC00926_LY86,MS4A1_RARRES3
NEAT1_RPS14,CD99_RPL9,RPL10A_RPS20,HLA-DRA_MS4A6A
HLA-B_RPL32,CD99_HLA-DMB,C12orf75_PYCARD,CD99_CEBPD
GPX1_RPL11,RPS3_S100A9,CD99_PTPRCAP,APOBEC3G_RARRES3
B2M_CD74,HCST_TPT1,RPL14_RPS28,HCST_NKG7
HLA-E_RPS14,HLA-DQB1_RPL35A,MS4A1_S100A6,HLA-B_LY86
LYZ_RPS5,FCN1_SH2D2A,C12orf75_FTL,LCK_RPL9
CD74_LY86,CYBA_PDLIM1,C12orf75_SAT1,RPL31_RPS27A
APOBEC3G_PSAP,GZMK_TSPAN13,CYBA_OAZ1,CD99_RPLP0
GZMH_RPL36,CD99_SERPINA1,CTSS_SH2D1A,CCL5_RARRES3
GABARAP_LGALS3,GZMM_LINC00926,LDHB_VPREB3,NEAT1_RPS23
GABARAP_TSPO,CD3D_RPS20,RARRES3_RPS25,RAC1_RPL11
LYZ_TYROBP,HLA-DPA1_PSAP,HVCN1_RPS28,EEF1A1_IL7R
C12orf75_HLA-DMA,CD99_RPS29,RPL31_SERPINA1,CXCR4_EEF1A1
CD68_SPI1,HLA-B_RPS12,HLA-DPB1_RPL31,FCN1_NKG7
HLA-DRB1_RPL21,CD72_CFP,HVCN1_RPL10A,S100A6_TYMP
CDA_LCK,GABARAP_TYROBP,HLA-DRB5_PSAP,SPIB_TYMP
CCR7_HLA-DOB,FCER2_RPS13,MARCH1_S100A6,LINC00926_RPS23
GSTP1_IL32,CD79A_RPL9,CD8A_RPL23A,HLA-DPA1_PSAP
CST3_MS4A6A,FTL_MS4A6A,PYCARD_TMEM66,SMIM14_SPI1
AP1S2_RPL30,ISG20_RPL13A,HLA-DRB1_RPS6,PRF1_TPT1
LYAR_PNOC,CXCR4_RPL5,FTH1_RPL10A,APOBEC3G_RPLP0
CD72_RPL14,AC092580.4_NEAT1,IL7R_RPL10A,PNOC_RPS6
FTH1_MALAT1,CD14_NPC2,MARCH1_MS4A6A,BLVRB_MYL12A
CD3D_RPS5,RPLP0_RPS23,CYBA_S100A9,HLA-DRA_RAC1
LGALS2_RPSA,HLA-A_SH2D1A,ISG20_TSPO,HLA-DPA1_SH2D2A
TSPO_VPREB3,FCN1_GZMA,LCK_NPC2,RPS4X_TIGIT
CFD_RPSA,CD2_PNOC,GABARAP_RPS5,RPL36_SAT1
CFP_RPS5,LY86_RPL13,AP1S2_RPL31,EEF1A1_KIAA0125
CTSS_MS4A1,CD8A_IL32,RPL30_RPL36,CD247_RPL31
MALAT1_SNX2,CXCR4_RPL36,HLA-A_RPLP2,RPL11_RPS23
HLA-A_NEAT1,CD2_LGALS1,CTSS_RPS15A,HLA-B_HLA-DRB1
CST7_RPS10,CD37_RPL5,AIF1_RPL36,RPS13_TIGIT
APMAP_IRF8,CCL5_S100A8,AC092580.4_RPLP0,RPS27A_RPS3
CD3E_SMIM14,CD8A_SPI1,GABARAP_HLA-A,RPL14_RPS20
OAZ1_SERPINA1,CST3_RPS6,C12orf75_TYMP,CST3_SERPINA1
CD37_RPL14,LYAR_PYCARD,AIF1_S100A6,HLA-B_RPS3
CCL4_RPS10,HLA-DRA_MATK,FCRLA_NEAT1,BRI3_HOPX
RPS13_TPT1,LGALS3_NEAT1,HLA-DOB_NPC2,HLA-B_TYMP
HLA-E_IL32,CDA_RPSA,CST3_HLA-DRB5,B2M_CXCR4
CD68_CD99,RPL36_S100A9,C12orf75_HLA-DRB5,HLA-DRA_RPS20
BLVRB_SH2D2A,MYL12A_RPS14,B2M_CFD,MS4A6A_NCF2
CD247_CFP,EAF2_HLA-DQB1,LINC00926_RPS13,BLVRB_RPL23A
RPS27_SAT1,MS4A6A_RPS23,HLA-A_RPL18A,CFP_NPC2
ISG20_RPS11,FCER1G_NOSIP,B2M_SMIM14,LCK_TCL1A
CFD_LST1,RPL35A_RPS12,FTL_HLA-B,CD68_LYAR
FGFBP2_TMEM66,ISG20_PYCARD,GRN_NEAT1,CD72_RPS18
CD3E_IL7R,LGALS1_OAZ1,RPS28_TCL1A,FCN1_FTH1
CCL5_SAMD3,HLA-C_HLA-DPB1,HLA-DRA_RPLP0,CD99_TIGIT
AIF1_PKIG,LGALS3_NPM1,CD3D_GSTP1,HLA-A_MS4A1
PSAP_S100A11,BLVRB_CYB561A3,HLA-DPA1_LGALS1,APOBEC3G_LGALS3
HLA-E_RPS6,IRF8_MYL12A,HLA-B_RPL3,BLVRB_GSTP1
RPS29_TYMP,HLA-DMA_SNX2,CD40_S100A9,NPM1_RPL27A
HLA-DRB5_RPL10,CD8B_RPL30,ISG20_RAC1,CD99_MYL12A
RPS13_TYMP,FCGRT_LTB,HVCN1_RPL30,HLA-DPA1_SH2D1A
LYAR_PPAPDC1B,IL32_LGALS2,BRI3_CD40,HLA-DPA1_RPL14
PYCARD_RPL35A,CST3_RPS5,AP1S2_CXCR4,MALAT1_RPL14
FCN1_LST1,PRF1_RPS13,MS4A1_TSPO,CD79B_HLA-DMA
CD14_HLA-B,GZMA_PYCARD,HCST_TALDO1,NPM1_SMIM14
CFP_GSTP1,CD79B_PTPRCAP,OAZ1_RPS12,CHST12_HLA-DPA1
CFD_RPL31,AP1S2_TYROBP,HLA-B_RPS4X,CD247_SPI1
RPL23A_TYMP,CD72_CTSW,CYB561A3_S100A6,NPM1_SH2D2A
RPS11_SAMD3,CST3_GZMH,HLA-DQA1_PKIG,HLA-C_RPL5
PDLIM1_RPL14,PSAP_RPL23A,HLA-DRB1_RPL13A,CTSW_MYL12A
GNG7_RPS10,HLA-E_TPT1,PTPRCAP_RPL27A,MYL12A_RAC1
HOPX_PKIG,RPS15A_TKT,RPL27A_SERPINA1,CD99_FGFBP2
MS4A1_RPL21,GZMH_SMIM14,MALAT1_RPL14,RPL3_RPS25
FCGRT_HLA-A,APMAP_S100A11,FGFBP2_RPS13,MYL12A_RPS20
BLVRB_LYZ,EAF2_LDHB,SPI1_TPT1,P2RX5_RPS13
CD37_LY86,CD8A_RPL27A,CHST12_MALAT1,HLA-DOB_RPS13
MARCH1_MS4A6A,OAZ1_RPS12,RPS3A_SH2D1A,LCK_RPS20
CTSS_RPS6,SAT1_TMEM66,C12orf75_OAZ1,PTPRCAP_RPS13
GSTP1_HLA-DPB1,RPL31_SAMD3,CD79B_FCRL6,NOSIP_RPS11
GNG7_HLA-B,CD37_S100A4,CD247_CFD,CST7_RPL13
CYBA_RPS13,DUSP2_HLA-DRB1,HLA-DQA1_RPL14,CD79B_LGALS1
RPS13_RPS18,PKIG_RPL10,RPS28_TMEM66,HLA-B_TYROBP
BRI3_FCER1G,HLA-A_PRF1,LYAR_TPT1,LGALS3_SAT1
RPL5_SAMD3,CCL4_ISG20,HLA-DQB1_RPL9,HLA-E_LGALS3
GRN_RPL3,NPM1_RPS13,COTL1_GZMM,RPL23A_RPS18
LGALS2_RPL36,CD3E_KIAA0125,CD68_LYZ,FTH1_HLA-DRA
CFP_RPS10,CCR7_IL7R,CD37_PNOC,FTH1_TALDO1
FCRLA_PSAP,B2M_LTB,FGFBP2_HLA-A,CST7_RPS12
RPS28_TMEM66,RPLP0_SAT1,CD14_VPREB3,ISG20_RPS3
HLA-DPB1_NCF2,RPL11_RPS27A,C12orf75_CTSS,C12orf75_RPS20
FCER1G_RAC1,AIF1_CHST12,GZMH_MYL12A,NPM1_RPL32
HLA-DPA1_SERPINA1,LST1_PFN1,CFP_RPLP0,CXCR4_RPS27A
P2RX5_RPS3,CCL4_CXCR4,CCL4_CDA,NPM1_RPL13
OAZ1_PSAP,CD3D_OAZ1,CD3D_RPS20,GSTP1_GZMK
AP1S2_RPS23,FCER1G_RPL36,B2M_CST3,NPC2_TSPO
HLA-DPA1_RPS29,DUSP2_IRF8,NEAT1_P2RX5,KLRG1_S100A9
CD99_RPL14,CD3D_LAG3,NPM1_RPL31,RPS20_VPREB3
CCL5_GZMM,EAF2_RPS11,FCER1G_FCER2,CST7_LTB
FCER1G_LYZ,CD14_FTH1,HLA-DRB5_HVCN1,CD74_RPL31
BLK_PNOC,RPL18A_SAMD3,CD79B_CXCR4,CST7_MARCH1
CCL4_FCN1,PNOC_TCL1A,NPC2_TKT,MYL12A_TYMP
RPS3A_S100A11,CHST12_RPL21,RPS10_RPSA,CTSS_TALDO1
LGALS3_RPL13A,FCN1_PYCARD,GZMA_NPC2,NPC2_RPL10
AP1S2_RPL10,LST1_S100A9,HLA-C_TSPAN13,BLVRB_FCRL6
FTH1_HVCN1,CST3_RPL31,CD3D_NPM1,MYL12A_RPS13
CD8B_SH2D2A,CHST12_RPS27,MARCH1_TSPAN13,CD8B_GPX1
BRI3_CD3E,CCL4_VPREB3,CD79A_PYCARD,LINC00926_RPS18
HLA-B_RPS12,APMAP_PSAP,AC092580.4_HLA-DRB1,RPS3A_SAT1
EAF2_SPIB,CD247_TCL1A,GZMH_RPLP0,RPL23A_SAMD3
RPS12_RPS23,DUSP2_TCL1A,BLK_TALDO1,HLA-DRB5_SPI1
NKG7_PPAPDC1B,GRN_MARCH1,BLVRB_RPS10,PRF1_RPS3A
AIF1_PFN1,HLA-DQB1_RPL3,BANK1_CFP,MS4A6A_MYL12A
FCRLA_S100A4,MYL12A_TSPO,CFD_RPS18,AP1S2_C12orf75
RPL32_TMEM66,LAG3_RPL3,FCER2_RPL31,IL7R_RPL27A
RPL13_SNX2,RPS18_VPREB3,B2M_PDLIM1,AP1S2_TKT
GABARAP_RAC1,RAC1_RPL36,PKIG_TYMP,PRF1_RPL30
NKG7_RPS10,CHST12_NOSIP,CTSW_MARCH1,HLA-DPA1_RPS12
CYBA_TMEM66,MALAT1_RPS29,FTL_HVCN1,MS4A6A_RARRES3
CST3_NCF2,RPL27A_RPL35A,HLA-B_TYROBP,AP1S2_GZMA
CCR7_GABARAP,HLA-DQB1_RPS5,EEF1A1_RPL11,CD79B_IL7R
FTL_MYL12A,ARPC5L_P2RX5,DUSP2_LGALS1,CTSS_HLA-A
HLA-DRA_RPL10A,RPL32_RPSA,CCL4_CD37,ARPC5L_IL7R
RPL14_RPS27A,HOPX_MALAT1,CST7_MARCH1,AP1S2_RPS3A
CD247_CEBPD,NPC2_RPL9,RPL30_TSPO,GRN_RPS11
BANK1_RPLP0,CCL5_NKG7,MALAT1_SMIM14,IL7R_LGALS3
BLVRB_RPS29,CD99_RPL27A,IRF8_RPS28,LGALS2_RPS20
CCL5_NOSIP,DUSP2_RPL36,CEBPD_RPS11,CYB561A3_GZMH
CD3E_MYL12A,LTB_PSAP,HLA-DPB1_TMEM66,BANK1_CD68
APOBEC3G_CD79B,COTL1_RPL14,HLA-DRB1_RPL27A,IL7R_RARRES3
GPX1_NCF2,LCK_RPL18A,AIF1_EEF1A1,HLA-A_HLA-DQB1
RPL10A_RPS3,CD68_RPSA,AP1S2_BLK,CST7_SMIM14
CEBPD_HLA-DMB,LDHB_RPS4X,CXCR4_FCRLA,RPL11_RPS15A
FCRLA_HOPX,CEBPD_EAF2,LY86_NKG7,CD2_RPS14
RPL3_RPL36,RARRES3_RPL13A,FCER1G_MS4A1,LTB_SPI1
GNG7_RPS11,PPAPDC1B_RPS27A,MS4A1_S100A9,MALAT1_NCF2
PYCARD_RPS23,RPL36_RPS5,CDA_CST7,RPS13_RPS5
HLA-DQA1_PYCARD,GSTP1_P2RX5,CCR7_HLA-A,CTSW_SPIB
CTSS_CXCR4,LYZ_RPS23,CYB561A3_RPL11,LYZ_MARCH1
CD74_TPT1,CTSS_CXCR4,GRN_RPL31,C12orf75_RPS13
GRN_S100A11,CDA_MS4A6A,LDHB_TPT1,S100A8_TPT1
GZMM_SERPINA1,CD79A_RPS11,FCER1G_SERPINA1,B2M_HLA-E
CTSS_SH2D2A,CEBPD_NPC2,GZMM_S100A8,RPS13_TALDO1
ARPC5L_C12orf75,AP1S2_ISG20,HLA-DOB_NEAT1,APOBEC3G_CD247
LCK_LGALS2,AIF1_PPAPDC1B,PPAPDC1B_RPL5,EEF1A1_RPS28
CD74_RPS12,BLK_RPS28,ISG20_RPSA,TALDO1_TYMP
COTL1_NOSIP,CD14_CD40,LGALS2_RPS5,GNG7_RPL27A
RPS10_SAT1,RPL21_RPS28,BRI3_CCL5,APOBEC3G_KLRG1
HLA-E_RPSA,PSAP_RPLP0,NOSIP_RPL31,CEBPD_RPS20
LST1_P2RX5,GZMM_RPL14,RPLP2_S100A11,GNG7_RPS3A
RPLP2_TSPO,HLA-DRB5_RPS3,KIAA0125_SNX2,LTB_RPL9
LINC00926_RPS20,CCL5_RPL23A,CCL5_SPI1,LYZ_NEAT1
LTB_NPC2,CD37_HCST,FGFBP2_RPL27A,EEF1A1_RPS25
CD8B_LDHB,CHST12_HLA-DQA2,GZMA_RPL31,AIF1_S100A8
ARPC5L_CFP,EAF2_FCER1G,NEAT1_RPL21,GZMA_HLA-E
HLA-DPB1_MYL12A,RPL10A_RPS6,CST3_TKT,AP1S2_SPIB
FCER2_P2RX5,HLA-C_PSAP,CCL5_RPS5,HLA-DQB1_RARRES3
GSTP1_RPL13A,CST3_HLA-DQA1,BLK_RPS13,RARRES3_RPS18
AP1S2_MS4A6A,CD79A_RPL13A,APMAP_RPS4X,CD3E_IRF8
GZMM_RPL31,CD68_RPL3,GPX1_NKG7,GZMK_RPL27A
LST1_NCF2,PPAPDC1B_RPL27A,CD8B_PFN1,CXCR4_CYB561A3
RPL35A_RPLP0,PFN1_RPSA,GPX1_LGALS3,GZMK_PFN1
IRF8_RPL10A,CD68_CFD,CD37_CD99,GABARAP_LGALS1
LTB_MYL12A,HVCN1_PKIG,BRI3_HLA-E,PPAPDC1B_RPL31
HLA-DRA_ISG20,RPL36_RPS11,PKIG_RPL27A,FCRLA_RPL9
CD79A_RPS15A,AP1S2_CD72,MATK_TALDO1,SERPINA1_SH2D2A
CD14_FCGRT,CD2_CXCR4,CD79B_RPS13,CD79A_RPS6
RPL36_RPS10,PSAP_S100A8,SERPINA1_TPT1,RPS13_SH2D2A
AP1S2_NCR3,CCL5_PPAPDC1B,S100A9_TKT,BLVRB_GABARAP
HOPX_RPL10A,CD74_PFN1,HVCN1_PFN1,PFN1_RPS15A
CD3D_HLA-DOB,RPS3A_S100A4,RPS15A_TYMP,LCK_RPL31
RPS4X_RPS5,HLA-DMB_HLA-DQA2,CD2_LINC00926,IRF8_SNX2
HLA-DPA1_KIAA0125,RPL27A_RPL31,LY86_RPS20,FCN1_RPSA
PFN1_RPL13A,CST7_RPL31,COTL1_NEAT1,CTSS_SPIB
CFP_COTL1,FCER2_LTB,CD8A_GZMM,CD99_HVCN1
CHST12_RARRES3,CST3_FCGRT,RPL13_RPL5,LGALS3_RPL5
IL7R_MS4A1,ARPC5L_HLA-DPA1,CCL5_TALDO1,AIF1_PYCARD
PRF1_RAC1,LGALS1_MS4A1,CD247_CD8A,NOSIP_RPL9
RARRES3_SERPINA1,GPX1_RPL18A,LTB_TYROBP,CD2_NPM1
CST3_ISG20,COTL1_LYZ,HLA-DPA1_LDHB,BRI3_CFD
RPL35A_SPI1,HLA-DQA2_NOSIP,COTL1_HLA-DRB5,MS4A6A_SH2D2A
AIF1_NOSIP,LGALS2_RARRES3,FGFBP2_RPLP0,LGALS2_LYZ
HLA-B_RPL21,HLA-DOB_RPS25,MATK_RPS13,HCST_RPL31
GABARAP_HLA-DQA1,DUSP2_PYCARD,CD247_SH2D2A,RPS12_TYMP
BANK1_HLA-C,NKG7_PKIG,GZMK_PFN1,RPS12_SERPINA1
APMAP_RPS13,AC092580.4_S100A4,OAZ1_RPS4X,CD40_PNOC
RPS10_RPS14,GZMH_RPS27,CFD_GSTP1,NCR3_RPL31
CFD_RPL27A,CD3E_PKIG,CTSS_NEAT1,HLA-DOB_RPS28
LY86_PFN1,FTH1_HLA-DMB,HVCN1_RPL32,HLA-DMA_ISG20
BANK1_PYCARD,FTL_RPL3,PFN1_PYCARD,P2RX5_RPLP2
CYBA_LDHB,CD247_RPL35A,CST7_RPS13,BANK1_RPL30
LY86_NPM1,CYBA_GZMM,FCER2_RAC1,SPI1_TMEM66
RPS3A_TMEM66,HVCN1_S100A6,RPS29_RPSA,APOBEC3G_CD68
RAC1_RPL18A,CYB561A3_PDLIM1,GNG7_TPT1,CD79B_RPS29
HLA-DQA1_IL7R,PPAPDC1B_PYCARD,GPX1_LINC00926,NPM1_RPL3
OAZ1_RPL32,HOPX_TSPO,CD68_RPS23,RAC1_RPL36
LGALS3_NCF2,GRN_SAMD3,GRN_LDHB,CD40_SMIM14
COTL1_RPL10A,FCER1G_NPC2,APOBEC3G_GZMA,CCR7_RPS12
RPL10_SERPINA1,RPS3_TMEM66,RPL11_SPIB,B2M_SNX2
HLA-DRB5_RPL30,CD8B_RPS6,CST3_SPIB,CD37_RPS5
CD79A_GPX1,GZMA_PRF1,CST7_HLA-C,EAF2_SAT1
GRN_RPS10,HLA-DOB_HLA-DPA1,CD79B_RPS5,RPL27A_SAMD3
LCK_RPS13,CD72_LGALS2,SAMD3_TSPO,CD14_CD37
APOBEC3G_LGALS1,RPL32_RPS23,CD37_RPSA,PNOC_RPL31
RPS13_RPS6,NPM1_RPS3A,HLA-A_LST1,FCER2_SERPINA1
GABARAP_LDHB,CD79A_RPL30,CD79A_NPC2,CD40_LGALS2
HVCN1_SPI1,HCST_TMEM66,ARPC5L_RPL31,CD14_RPS25
ARPC5L_HLA-A,CYB561A3_RPL9,CFP_TYROBP,CYB561A3_HLA-DRB1
HLA-B_HLA-DRB1,RPL23A_RPS13,LINC00926_S100A6,CD99_HLA-DOB
HLA-DRA_OAZ1,CCL4_TYROBP,SAMD3_SAT1,CCL5_RPL13A
HLA-DQA2_LDHB,CEBPD_LINC00926,MARCH1_RPL23A,CCL4_RPL18A
HCST_NEAT1,CEBPD_HLA-C,RARRES3_RPL5,CD3D_RPL31
RPL27A_RPS5,CD2_S100A4,CFP_CXCR4,AC092580.4_HLA-DMB
LYZ_TYMP,CTSS_HLA-DPA1,BLK_SERPINA1,BLVRB_DUSP2
AP1S2_CFD,HLA-DQA2_PTPRCAP,CHST12_RPLP2,APMAP_LDHB
BLVRB_RPL9,CD79B_LGALS3,HLA-C_RPS11,RPL35A_RPL9
CCL5_HCST,P2RX5_PTPRCAP,HLA-DPB1_ISG20,DUSP2_PRF1
PKIG_RPS5,CD74_RPS18,GABARAP_GNG7,AC092580.4_CFD
LCK_RPS27,APOBEC3G_ISG20,CD79A_FTH1,CCL4_RPL32
DUSP2_PPAPDC1B,LINC00926_RPL13A,CXCR4_MS4A1,GNG7_RPL10
LGALS1_PSAP,C12orf75_HLA-A,LTB_RPS11,RPS10_TMEM66
PDLIM1_PFN1,PFN1_SAMD3,LGALS2_RPS10,APOBEC3G_RPL35A
GRN_RPL10,AP1S2_IL7R,CD79B_LCK,RPL13A_RPS14
GRN_TPT1,HOPX_TYROBP,FCRL6_RPLP0,BRI3_RPL10
LGALS2_RPL11,BLK_LAG3,CD8A_RPS25,LST1_RPL10
CYBA_RPS15A,NPC2_RPS6,S100A6_SPIB,HLA-DPB1_RPL13A
PDLIM1_RPS13,CST7_LDHB,FTL_RPL13A,FCRLA_HLA-DQA2
MS4A1_TMEM66,LINC00926_RPS13,NKG7_SNX2,IL7R_NOSIP
CXCR4_RPS6,APOBEC3G_FCER1G,GZMM_OAZ1,MS4A6A_PNOC
CD99_HLA-DOB,AP1S2_TKT,RPS10_TIGIT,BANK1_RPL10
HLA-E_ISG20,FCER2_RPL9,LDHB_SAMD3,HVCN1_TCL1A
CD3D_SPI1,GABARAP_NPM1,CD8B_HLA-DRA,CFD_RPS23
BRI3_GZMK,LY86_RPS13,FTH1_HLA-DRB5,RPL13_SAMD3
AP1S2_DUSP2,NPC2_TSPO,FCN1_RPL3,NCF2_RPSA
AIF1_CD68,CD68_RPS13,GZMM_TYROBP,CD2_HLA-DQA2
FCGRT_RPL30,HLA-C_HLA-DQA1,CD68_RPL11,CD37_IRF8
CD14_RPL14,EEF1A1_RPL5,NPC2_RPL3,CD14_TCL1A
RPS14_RPS3A,CFD_RPLP0,CFD_RPS20,RPS27A_RPSA
ARPC5L_RPL10,RAC1_SERPINA1,HLA-DPB1_SAMD3,HLA-DRB1_HVCN1
EEF1A1_NPC2,AIF1_SERPINA1,GZMM_TSPO,LY86_PPAPDC1B
LY86_RPL31,CXCR4_LTB,CXCR4_RARRES3,KLRG1_RPL31
CFP_TSPO,PNOC_RPS18,CD8A_RPL27A,GNG7_RPL14
CD99_MATK,HLA-DRB1_RPL11,HLA-C_RPL23A,ARPC5L_CD99
BANK1_TALDO1,RPS15A_S100A8,LYAR_RPLP0,BRI3_DUSP2
GSTP1_RPS3,CYBA_KLRG1,EEF1A1_HOPX,RPL10A_TYROBP
HLA-DOB_RPS14,AIF1_FCER2,RPS13_RPS20,GRN_LY86
HLA-DMA_RPL31,RPL13_RPL31,EEF1A1_LCK,CD74_CTSS
FGFBP2_KIAA0125,PKIG_S100A6,EEF1A1_NPC2,CD79A_RPS10
CD3E_GABARAP,CD247_RPL13A,HLA-B_LY86,HLA-C_HLA-DPA1
AIF1_PPAPDC1B,FCER1G_S100A6,LY86_NEAT1,RPL13_TCL1A
CD72_S100A11,EEF1A1_RPSA,FCER2_NEAT1,CD99_MARCH1
RPS23_SERPINA1,MYL12A_TALDO1,BANK1_TIGIT,HLA-E_RPL13A
FGFBP2_MYL12A,HLA-DPB1_PYCARD,HLA-DPA1_NCF2,MS4A6A_PSAP
HLA-DMA_NCF2,CD3E_NPM1,PDLIM1_PPAPDC1B,LST1_TKT
MS4A6A_RPS27A,GRN_PRF1,EEF1A1_RPL32,APOBEC3G_MYL12A
FCRL6_RPS13,C12orf75_EAF2,AP1S2_CD8A,PFN1_S100A9
CYB561A3_RPS3,PKIG_RPS27A,CD40_GZMK,CCR7_RPL32
CD79A_CDA,CCR7_CD74,RPLP2_TIGIT,HLA-DPB1_RPLP0
CHST12_SH2D1A,S100A4_SPI1,FGFBP2_HLA-E,LDHB_RPL9
