GENIE3_links,GRNBOOST2_links,PIDC_links,phase_synchrony_links
LYZ_RPLP0,CD14_RPS18,RPL13_RPL23A,P2RX5_RPL27A
LGALS3_LINC00926,HLA-DRB1_RPSA,PPAPDC1B_S100A9,FCER2_RPL32
PNOC_RPS4X,MYL12A_RPS3,AC092580.4_RPL11,CCL4_PSAP
CFD_PKIG,CXCR4_S100A4,CCL5_RPS27,LAG3_LY86
CTSW_NEAT1,ARPC5L_CTSS,RPS13_SPI1,FCGRT_RPS6
FCN1_HLA-DQA1,GZMA_TYMP,MALAT1_MS4A6A,CTSW_LGALS3
FCRL6_RPL14,LAG3_SPIB,EEF1A1_GRN,AP1S2_MALAT1
CEBPD_NEAT1,CD3D_MARCH1,FCRL6_HLA-A,RPS3_TALDO1
CTSW_LDHB,CD3E_RPS5,NKG7_RPL35A,CEBPD_LINC00926
NCR3_NOSIP,NKG7_TALDO1,CD247_RPL10A,FTL_PNOC
FCGRT_NCR3,FTH1_GNG7,RPL5_TYROBP,CD72_HLA-B
APMAP_SPI1,NEAT1_PDLIM1,CD79A_RPS13,FTH1_PNOC
FCGRT_RPS13,CTSS_LYAR,APMAP_HLA-DMB,CHST12_FCER2
HLA-DPA1_NPC2,CDA_RPL11,HLA-A_RPL21,APOBEC3G_PFN1
DUSP2_PFN1,RPL36_SAMD3,BANK1_HLA-DMB,CD79A_RPLP0
OAZ1_RPSA,CTSS_RPS3,CD2_MYL12A,FCER1G_IL7R
GRN_RPL35A,HLA-DOB_IL7R,IL7R_PYCARD,PPAPDC1B_RAC1
CD74_SPIB,RPL13A_SMIM14,NCF2_RPS3,MYL12A_RPL18A
CST3_TCL1A,NPC2_RPS28,LGALS2_P2RX5,BANK1_HLA-A
HCST_RPL3,CD68_PDLIM1,GABARAP_RPL21,HLA-DMA_PRF1
APMAP_IRF8,S100A6_TSPO,RPL10_SERPINA1,CEBPD_SMIM14
RPL10A_S100A6,HLA-DQB1_RPS25,NOSIP_PFN1,FCER1G_TPT1
AIF1_HLA-DQA2,HLA-B_RPL36,HOPX_SAT1,CTSS_TPT1
CEBPD_HVCN1,RPL27A_RPS28,CTSS_HLA-A,GZMA_RAC1
HLA-A_HOPX,AIF1_GZMK,BRI3_CD8B,CEBPD_MS4A1
C12orf75_LDHB,MARCH1_NCF2,CXCR4_RPS15A,GZMA_RPS4X
AIF1_RPS4X,CD68_RPS25,CST7_S100A9,CST3_RPS15A
HLA-DPA1_TYMP,CD37_FTL,CXCR4_HLA-DRB5,GSTP1_IL7R
HLA-DRA_RPL31,BRI3_TSPAN13,CD3E_TCL1A,HLA-C_SAMD3
LGALS2_RPS14,LAG3_TKT,HLA-DOB_RPS11,LYAR_RPS6
AC092580.4_DUSP2,RAC1_RPL36,FGFBP2_RPL27A,HLA-DMA_RPL5
HLA-DMA_RPS6,ARPC5L_RPL9,CD247_RPL5,CD8A_RPLP2
CST3_RPL14,RPS3A_SMIM14,CD8A_LGALS3,CST3_RPS28
APOBEC3G_FCRL6,CD247_RPL32,BLVRB_RPL32,APOBEC3G_TYMP
HVCN1_RPSA,RPS6_SERPINA1,HLA-DPB1_RPS29,CST3_PNOC
FCRLA_RPL21,HCST_SH2D1A,AP1S2_RPL13,CFP_RPS20
CHST12_RPL5,GRN_SH2D2A,HLA-DPA1_HVCN1,EEF1A1_NOSIP
CCL4_RPS29,CST3_LCK,BLK_FTL,RPS15A_SERPINA1
FCGRT_RPL13,HLA-DPB1_RPLP0,RPS20_S100A6,GRN_RPLP2
SH2D1A_TMEM66,LDHB_PNOC,CST7_RPL3,CXCR4_NKG7
HCST_RPLP0,RPS12_VPREB3,S100A9_VPREB3,CFD_PKIG
CD8B_GPX1,RPL10_SAT1,RPL14_SAT1,CEBPD_RPL31
FCGRT_RPL30,RPS27A_RPS29,IRF8_LTB,BANK1_CYB561A3
CD2_CST3,CCL5_CD68,LGALS1_RPS27A,HLA-DPB1_RPS3A
RPL35A_RPS27,EEF1A1_NCR3,RPL10_TSPO,FCN1_RPS20
CD8A_S100A6,PDLIM1_RAC1,HLA-C_RPL30,GPX1_LY86
RPS12_TSPO,GNG7_MARCH1,LGALS2_RPS20,GZMA_PKIG
CD8A_RPL32,HLA-DRA_LYAR,CXCR4_HLA-DQA1,CEBPD_MALAT1
LYZ_RPL36,LAG3_RPL3,GZMH_RPL31,FCGRT_HLA-C
BANK1_LYAR,DUSP2_SAMD3,AC092580.4_RPL13A,HLA-DRB1_LYAR
HLA-DMB_S100A8,CYB561A3_EAF2,NOSIP_PTPRCAP,BLVRB_MYL12A
LST1_RPL13A,CEBPD_RPL11,MALAT1_S100A8,HCST_RPS6
APMAP_RPL10A,CD68_SMIM14,CD37_PSAP,RPL10_SAT1
HLA-E_RPL9,CD8B_HLA-DMA,ARPC5L_NEAT1,CD68_MATK
GRN_SH2D1A,CYB561A3_SAMD3,CCL4_MALAT1,COTL1_HCST
CD14_NEAT1,FGFBP2_RPL23A,HLA-C_S100A4,OAZ1_S100A8
CD3D_PPAPDC1B,SAT1_SH2D1A,CHST12_RPS3,RPS4X_SPI1
CFD_KIAA0125,BLK_PPAPDC1B,HLA-B_IRF8,RPS29_TYROBP
CD99_MALAT1,CD2_RPL3,LGALS2_NPM1,ARPC5L_MYL12A
NKG7_RAC1,LTB_SH2D2A,RPS18_SAT1,FCGRT_TPT1
CD99_FCN1,CYBA_PKIG,PRF1_RPS15A,COTL1_SH2D2A
LDHB_MS4A6A,FGFBP2_RPL31,CD74_FTL,RAC1_RPS28
BRI3_RPL30,BRI3_SMIM14,CD2_HLA-B,CD40_CST3
CD2_NEAT1,CD99_RPS28,CD74_CD8A,MATK_PKIG
KIAA0125_RPS14,EEF1A1_PDLIM1,CD79A_RPL10A,RPS14_TMEM66
MATK_NCR3,HLA-DQB1_HLA-E,CXCR4_RPL3,PDLIM1_RPS3
RPS20_RPS3A,LGALS1_SMIM14,HLA-DQA1_RPL23A,BLK_TCL1A
HLA-DPA1_RPLP0,FCN1_HLA-DQA2,RPL36_TIGIT,CYBA_RPL13
AC092580.4_HLA-DQA2,GSTP1_RPS3,FTH1_MS4A6A,HLA-DQB1_S100A4
PTPRCAP_RPS27,LGALS3_RPS5,HLA-DMB_HLA-DPA1,FCN1_GZMM
CST7_SH2D1A,RPL30_RPL31,FTL_RPS27,CDA_MYL12A
MATK_RPL5,LST1_LYAR,C12orf75_CEBPD,LY86_RPL32
PTPRCAP_S100A6,RPS20_SNX2,RPS6_TYROBP,RPS5_SPI1
LGALS3_NEAT1,RPL14_TKT,HLA-DQA2_RPL35A,NCF2_RPS11
BLVRB_SNX2,RPL18A_SMIM14,NCR3_RPL10A,HLA-DOB_SMIM14
CCL5_RPL11,RPL21_SH2D2A,BANK1_LY86,HLA-DQB1_RPL9
EAF2_MYL12A,RPS14_RPS20,MATK_RPL14,CEBPD_RPS5
CST7_TSPO,ARPC5L_LDHB,CD99_RPS5,COTL1_NCR3
CD8B_LY86,HLA-DQA2_RPS28,RPLP0_TALDO1,CEBPD_MATK
AP1S2_IL32,CFP_RPL3,HOPX_RPS29,GZMM_RPS15A
CTSW_RPL10,HLA-DOB_SAMD3,MS4A1_MS4A6A,DUSP2_TSPAN13
CCL5_EAF2,EAF2_PTPRCAP,HLA-B_NCR3,CHST12_TPT1
GZMK_RPS29,KLRG1_NCR3,NOSIP_TALDO1,APMAP_FTL
CTSS_HLA-DPA1,PSAP_RPL30,GZMH_RPS13,LDHB_OAZ1
NPC2_RPS27,C12orf75_DUSP2,HLA-DOB_RPS3,GSTP1_RPS11
S100A8_SNX2,GPX1_PTPRCAP,RPL35A_TMEM66,B2M_RPS6
FCER2_PSAP,CFD_RPL21,HVCN1_RPLP2,CD68_HVCN1
CD247_NEAT1,HLA-A_HLA-DOB,CCL5_RPS23,CDA_SPIB
CD37_HLA-DRB1,CD79A_CTSS,GPX1_MARCH1,HLA-DRA_NKG7
HLA-DRA_TKT,HLA-DQB1_MARCH1,CD79A_CYBA,HLA-DMB_LST1
FCN1_KIAA0125,AP1S2_RPS10,LGALS3_RPS27,CEBPD_RPL23A
LYZ_RPS3A,RPL11_RPS23,AP1S2_SPIB,DUSP2_HLA-DRB1
GZMK_LGALS1,IL7R_S100A6,PNOC_RPS14,ISG20_PNOC
GZMA_HVCN1,LST1_SNX2,BLK_PYCARD,HLA-DPA1_RPS11
GZMM_MARCH1,AP1S2_GSTP1,CDA_RPL21,CD40_HLA-DQA1
LAG3_NPM1,CEBPD_GZMM,NOSIP_RPL10A,CCL5_HVCN1
HLA-DRB5_TALDO1,B2M_RPS29,CFP_NOSIP,CD3D_CD40
CST7_S100A8,B2M_HLA-DMB,ARPC5L_HLA-DMB,CHST12_GPX1
CD68_CD79B,FCER2_RPLP0,DUSP2_SH2D1A,EAF2_MS4A1
CD68_NEAT1,NKG7_RPLP0,CD247_RPLP0,APOBEC3G_GSTP1
NCF2_SNX2,IRF8_RPL27A,CD14_RPL10A,PPAPDC1B_RPL30
AP1S2_CDA,AP1S2_GZMM,MATK_RPLP2,FCN1_RPS18
RPS23_TALDO1,CD37_PSAP,BANK1_S100A8,IL32_SERPINA1
SMIM14_TSPO,HLA-DOB_PKIG,AC092580.4_CD72,LINC00926_SERPINA1
HLA-E_P2RX5,CD79A_LY86,MS4A1_RPL18A,CCR7_GSTP1
RPL30_SAMD3,HOPX_NEAT1,CTSW_S100A9,IRF8_MATK
APOBEC3G_EEF1A1,FCGRT_HLA-B,PFN1_RPLP0,CD79A_HLA-DQB1
CFD_PNOC,CD247_HLA-DQB1,CD79B_FCGRT,APMAP_RPS29
CD79A_SERPINA1,AP1S2_PYCARD,LCK_RPL18A,MARCH1_PNOC
HCST_HLA-DQB1,LGALS1_LYZ,CD8B_S100A4,GZMM_PPAPDC1B
AC092580.4_TSPO,GZMA_PNOC,GZMH_HLA-A,CYBA_RPS29
B2M_FTL,CFD_RPS5,CD8A_CFP,HLA-B_IRF8
HLA-A_LGALS2,APOBEC3G_RPL10,CD14_RPL3,CEBPD_IL32
NKG7_NPC2,CD14_IL7R,RPL5_TMEM66,CDA_TMEM66
CCL5_MARCH1,CD14_RPL32,IL32_PRF1,CD247_TCL1A
HLA-DPB1_TALDO1,NKG7_PNOC,CD74_LAG3,LST1_RPS14
BRI3_RPS23,FTL_RPL10A,B2M_RPL35A,CYB561A3_RPL3
BLVRB_EAF2,HLA-DMB_OAZ1,CYB561A3_HLA-DQA2,CTSW_RPS27A
IL32_IRF8,RPL13A_VPREB3,FCER1G_RPL14,BANK1_CD68
FCRL6_NCR3,LST1_RPL13,CD37_LYZ,FCRLA_GZMH
RPL18A_RPL27A,IL7R_RPSA,HLA-C_LAG3,FTL_LINC00926
IL32_NPM1,AP1S2_APMAP,CD247_RPL23A,GABARAP_RPS15A
LGALS3_TMEM66,RPL5_RPL9,KLRG1_S100A11,HLA-DOB_RPS20
CD68_RPS11,CD3D_PRF1,RPL35A_TYMP,FTH1_RPS15A
LGALS2_RPS11,CXCR4_FCRL6,FCER1G_RPS3A,CD8B_HLA-C
AC092580.4_TYROBP,CFP_RPL10A,LDHB_RPS25,RPS10_RPS28
AC092580.4_CYB561A3,HLA-DRA_RPL9,CXCR4_RPL13A,CD72_RPL31
CD8B_TMEM66,CYB561A3_TMEM66,RPS23_S100A4,HLA-E_TMEM66
HOPX_RPS20,FCER1G_RPS28,RPL5_RPS4X,HLA-E_IL7R
PNOC_RPL9,CDA_MS4A1,DUSP2_EEF1A1,CD14_RPL10A
HLA-DQA1_S100A9,GNG7_NPC2,MALAT1_NEAT1,HLA-DRB1_RPL27A
EAF2_RPS15A,HLA-DQA1_RPLP2,HLA-E_LINC00926,CD74_RPS27A
CD40_RPL3,HLA-DRA_KIAA0125,RPS23_VPREB3,CCR7_HLA-DPA1
APOBEC3G_GZMA,IRF8_RPS28,B2M_ISG20,FCER2_GNG7
ISG20_S100A9,CCL5_SERPINA1,GPX1_NCR3,BANK1_HLA-DQB1
LST1_SPIB,CTSS_LY86,CEBPD_P2RX5,CFD_SMIM14
CD3D_RPS4X,CD68_CHST12,GPX1_NOSIP,CFD_LINC00926
HLA-E_HOPX,RPS12_SMIM14,GPX1_LTB,CHST12_HLA-DMA
CD99_RPL35A,CTSS_RPL35A,CTSW_HCST,FCRLA_RPL13
KLRG1_RPS27A,RPS13_SPI1,HLA-DQA1_RPS13,DUSP2_TMEM66
CD14_SNX2,HLA-DPA1_LINC00926,PFN1_RPL32,DUSP2_TYMP
HLA-DRA_RPS27A,CTSW_RPL3,RARRES3_SAT1,RPS14_TKT
HLA-DMB_RPSA,RAC1_RPL14,CD8A_TKT,P2RX5_RPS3A
MS4A6A_SMIM14,GZMA_NPM1,HLA-DOB_RPL31,FCRLA_PKIG
CST3_RARRES3,BLK_CFP,PRF1_RPL27A,HLA-DOB_RPL30
RPL23A_TYROBP,RPS25_TYMP,FTL_GNG7,LY86_TSPAN13
CD3E_RPS5,LDHB_RPS29,CD74_CYBA,CEBPD_S100A4
BLVRB_TALDO1,CD8B_NOSIP,HLA-B_TSPO,EAF2_RPL3
IL7R_S100A6,CTSS_PRF1,RPS12_TSPO,HLA-DRB1_NCR3
RPL13A_RPS3A,LAG3_SH2D1A,FCER1G_RPL18A,RPL3_RPLP0
CD8B_RPL30,LTB_RPS27,RPL31_S100A6,CYBA_RPS3
APMAP_PKIG,HLA-DQA2_RPL9,NPM1_TSPO,CD40_FTL
FCER1G_RPS18,RPL35A_RPS29,CTSW_RPS28,IL32_PFN1
LAG3_PKIG,CST7_NEAT1,KIAA0125_PFN1,BRI3_MS4A1
GZMA_PTPRCAP,LTB_RARRES3,CD14_CD72,HLA-C_PPAPDC1B
CD40_TCL1A,CD68_RPL30,CYB561A3_GPX1,RPS6_SERPINA1
EAF2_RPL23A,APOBEC3G_ARPC5L,HOPX_S100A4,CD79B_RPS27
FCER1G_TSPAN13,FTH1_PNOC,HVCN1_RPS5,PTPRCAP_RPL5
C12orf75_DUSP2,CD68_PTPRCAP,ARPC5L_RPS27A,CFD_MYL12A
CD40_OAZ1,DUSP2_RPL10,FCRLA_HCST,CD68_VPREB3
KIAA0125_SERPINA1,HLA-DRB1_HVCN1,CST7_S100A4,CD14_RPL36
CDA_MARCH1,PDLIM1_SNX2,FCGRT_RPL32,CYB561A3_RPL5
BRI3_SNX2,HLA-DMA_HVCN1,LGALS1_RPS6,LGALS1_MALAT1
NEAT1_RPL30,BLVRB_RPL36,GZMH_RPLP2,CD68_RPS14
FGFBP2_TYROBP,P2RX5_PKIG,LYAR_SAMD3,HLA-DPB1_RPLP2
HCST_RPL32,RPS18_SAMD3,PTPRCAP_SH2D1A,BLVRB_RAC1
CTSS_RPL10,HLA-DPA1_HVCN1,IL7R_RPL36,PDLIM1_RPL14
IL32_RPL11,AC092580.4_CD68,CD2_CFP,KLRG1_LCK
AC092580.4_HLA-DRB5,CFD_LYAR,NPC2_RPS28,HLA-C_LGALS2
CDA_SPIB,HLA-DPA1_RPL11,HLA-DRB5_MATK,MATK_RPS6
AIF1_RPS20,LAG3_PDLIM1,CD79A_TCL1A,CD8B_RPL23A
RPL10_TYROBP,CCL4_NOSIP,RPL35A_RPS10,BRI3_LINC00926
HOPX_RPL14,TIGIT_TSPAN13,AC092580.4_S100A11,LDHB_RPS5
ARPC5L_PTPRCAP,RPS29_TALDO1,FCN1_HOPX,HLA-B_PYCARD
KLRG1_RPL14,CD74_PNOC,PNOC_RPS3,LGALS3_RPL14
CD8A_RPS11,FTH1_MS4A1,CD79A_KLRG1,CD68_RPS13
IL7R_RPS3,LDHB_RPS25,HLA-DOB_RPL35A,BLK_CD68
PPAPDC1B_RPS27,CD3E_CHST12,GZMK_HLA-DRB5,RPS27A_S100A9
LCK_NKG7,CD72_RPS4X,HCST_HLA-DQA2,BLVRB_NOSIP
SH2D1A_SNX2,CXCR4_LYAR,RPL27A_RPS13,CD8B_RPS5
GPX1_RPL14,HLA-DRB5_KIAA0125,DUSP2_RPS5,RPL23A_S100A6
BLVRB_HVCN1,CXCR4_RAC1,CD37_HLA-DQA2,B2M_CYB561A3
APMAP_SAT1,COTL1_NPC2,CFD_RPS27,HLA-DRB5_TMEM66
GZMK_LINC00926,APOBEC3G_LYAR,RPS29_TCL1A,HCST_RPL23A
BLVRB_TCL1A,CD74_RPLP0,RPS12_SERPINA1,B2M_S100A4
FGFBP2_MS4A6A,CFP_PFN1,CTSW_RPL10A,HLA-DQA2_MALAT1
AC092580.4_HVCN1,CXCR4_RPL5,HOPX_RPSA,C12orf75_RPL23A
CCL5_RPS6,CTSW_RPS29,LYAR_RPS12,RPS15A_TMEM66
CD99_RPS27A,HOPX_RPL11,FTH1_GABARAP,LINC00926_RPS11
CD2_CTSW,CCR7_GZMH,EAF2_RPS20,GZMA_HLA-DMA
CCR7_CTSS,CD99_FCRLA,FCN1_RPL13A,PDLIM1_TYMP
GZMA_HLA-DRB1,CD72_TSPO,CD2_RPL10,CFP_RPL36
RPL18A_TYROBP,HLA-DQA2_RPL10,CD2_HLA-E,KIAA0125_SPI1
GPX1_NKG7,HLA-E_PTPRCAP,CCR7_HLA-DRB1,LDHB_TSPO
S100A8_SMIM14,FTH1_NPM1,CXCR4_LGALS1,NCF2_RPS18
PPAPDC1B_RPS10,CD40_SAMD3,LY86_RPS10,HLA-C_HLA-DQA1
HCST_SH2D1A,ISG20_PRF1,CFD_RPL23A,MS4A6A_RPS13
NCF2_RPS20,CD37_S100A4,BANK1_FCER1G,FCGRT_GZMM
AIF1_CD99,CTSW_GZMM,HLA-DOB_RPS25,RPS27A_S100A11
CCL5_TKT,CD40_IRF8,CD8B_PFN1,FCN1_RPL36
CD8A_RPS14,HLA-DMB_PNOC,HLA-DPA1_RPL32,HLA-DMA_RPS5
PRF1_RPL13,B2M_SMIM14,LY86_RPS27,NEAT1_RPSA
CFP_MATK,KLRG1_RPL35A,LYAR_RPS27A,DUSP2_RPS29
C12orf75_CEBPD,RPL11_S100A6,RPL11_TCL1A,HLA-C_TYROBP
AC092580.4_RPS10,RPL13A_TALDO1,MARCH1_RPL13,FCER2_GZMM
FCRL6_SNX2,CFD_HLA-DQA2,HLA-DQA1_LST1,HLA-DPB1_IL32
BLVRB_RPLP0,CD37_GSTP1,CD3E_HLA-DRB1,P2RX5_PDLIM1
RPL9_S100A11,CD79A_PPAPDC1B,CD14_RPL23A,AIF1_RPL36
HLA-DMB_S100A11,BLK_RAC1,CST7_FTH1,APOBEC3G_MS4A1
CST3_VPREB3,CCL5_FCRL6,APMAP_SAT1,HLA-DRB5_HLA-E
GZMH_NOSIP,RPL11_TKT,CD247_VPREB3,RPL27A_TSPO
LAG3_RPS12,CD247_CD72,GNG7_RPL3,GZMK_HLA-DRB5
CCR7_RPS25,HLA-DRA_PRF1,CD3E_RPS25,CTSS_LTB
CCR7_EEF1A1,ARPC5L_RPL13,LST1_RPL9,LGALS1_MS4A1
B2M_CST3,CFD_NPM1,AC092580.4_C12orf75,CD99_TYMP
CEBPD_MATK,GABARAP_NPM1,ARPC5L_RAC1,GZMK_RPLP2
PSAP_RPS13,B2M_RPS10,BANK1_FCN1,DUSP2_RPS3
ARPC5L_NPM1,CD79B_RPS25,CD8A_NCF2,HLA-C_RPS5
CD8B_LYZ,CD79B_RPS11,EEF1A1_NKG7,HLA-DQA1_S100A8
HLA-DOB_S100A9,CD247_GNG7,CFP_RPLP2,CD37_RPL35A
GZMA_RPSA,CD74_LGALS2,HLA-DQB1_S100A4,HLA-B_TKT
CST7_SH2D2A,CD3D_CD79B,BRI3_RPL36,GZMA_IL7R
CFP_SMIM14,CXCR4_RPS4X,CD40_HLA-DQA2,LAG3_RAC1
APOBEC3G_RPL3,SH2D1A_TMEM66,CST3_RPS13,HLA-DOB_VPREB3
CCL4_PYCARD,CD3D_PPAPDC1B,CD3E_RPS15A,GZMA_MYL12A
HLA-DQA1_RPL21,PSAP_RPL3,IL7R_RPS12,CST3_DUSP2
FCRLA_S100A11,CCR7_TSPAN13,EEF1A1_LYAR,HLA-E_RPS10
CD99_PSAP,CCR7_SPI1,AP1S2_NOSIP,HLA-A_RPL32
NCF2_RPL23A,AP1S2_HCST,LAG3_NEAT1,HLA-DMA_PNOC
FTH1_RPS12,HLA-DRB1_RPL30,AC092580.4_MS4A1,CD3D_S100A6
ISG20_S100A11,MYL12A_SH2D1A,CD8A_FCN1,HLA-DQA1_SPIB
IL7R_SPIB,MYL12A_RPLP0,CD8B_RPS12,ARPC5L_LGALS2
ARPC5L_RPS4X,CTSS_RPL14,CTSW_MS4A6A,ARPC5L_RPL9
FGFBP2_RPS23,CD247_FCRL6,RPL9_S100A4,C12orf75_RPLP0
KLRG1_RPL11,NCR3_NPM1,PDLIM1_SPIB,APMAP_FCER1G
BANK1_RPLP2,CD99_RPS11,CD79B_S100A6,LGALS1_RPS27A
CD2_CFD,BLK_RPL9,IL32_RPS18,PSAP_RPS29
NKG7_PTPRCAP,FCRL6_RAC1,B2M_GABARAP,NEAT1_RPS20
IL7R_MALAT1,BRI3_HLA-DMA,CXCR4_PFN1,HLA-A_HLA-DMB
CFP_NPM1,NKG7_RPL31,CD247_MYL12A,IRF8_P2RX5
AP1S2_FCN1,HLA-DMB_RAC1,CDA_GZMK,GZMM_PSAP
IRF8_RPS3A,RAC1_RPL5,HLA-DQA2_RPL18A,HLA-DRB1_RPLP0
HCST_RPS25,BANK1_S100A8,AC092580.4_PRF1,KLRG1_RARRES3
GRN_RPS5,CD68_RPLP2,CCL5_S100A4,CD40_HLA-DRB1
LCK_SMIM14,FCER1G_RPL30,CD8A_RPL11,BANK1_TYMP
CCL5_HLA-C,CD79B_GZMH,CCR7_GZMM,HLA-DQA1_NEAT1
NPC2_TPT1,CD3D_NPM1,MATK_RPL10,NCF2_PDLIM1
HLA-E_SMIM14,NCF2_RPS27,LGALS2_RPLP2,FCGRT_HLA-DQA1
CD8A_FCRL6,AC092580.4_NEAT1,FCGRT_RPS28,FCER2_ISG20
CFP_IL7R,GNG7_S100A8,CD8B_S100A11,BLK_HLA-DQA1
ARPC5L_PYCARD,RPS5_VPREB3,FCN1_RPL32,HLA-DRB1_RPL9
CYB561A3_TCL1A,HLA-DMA_TPT1,RARRES3_RPS15A,HLA-DOB_S100A6
IRF8_RPS28,NKG7_RPS11,BLK_CEBPD,HLA-DQA1_RPS3A
HCST_SNX2,CD68_RPS11,KIAA0125_RPS11,CXCR4_RPS15A
GZMA_TPT1,CD99_MALAT1,HVCN1_S100A9,P2RX5_RPL9
KIAA0125_KLRG1,FCRL6_KLRG1,CYB561A3_RPS12,CTSS_RPS15A
P2RX5_RPS15A,CST3_RPS5,MS4A6A_RPS10,MS4A6A_TMEM66
CD3E_CXCR4,FCER2_VPREB3,BLVRB_OAZ1,RPL21_SPIB
HVCN1_LCK,LAG3_RPS10,FCGRT_NOSIP,EAF2_RPL35A
CST3_HLA-DQB1,BLK_RPS14,RPS28_RPS29,PSAP_SAT1
CD247_HLA-DQB1,GZMA_RPS25,CD3D_PTPRCAP,HLA-A_LGALS1
FCRL6_SPIB,RPL21_RPS25,GABARAP_TCL1A,DUSP2_RARRES3
GNG7_RPL14,CD247_RPS12,NCF2_RPS11,ARPC5L_RPS23
CCL4_LDHB,GZMM_NEAT1,HLA-B_HLA-E,MS4A6A_MYL12A
SMIM14_TYROBP,HLA-DMA_LINC00926,HLA-DRB5_MARCH1,HLA-DRB1_RPL10A
CD2_RPS14,PYCARD_RPL30,CD8B_HLA-DPB1,GRN_LY86
RPS14_RPS3A,AC092580.4_SMIM14,CD3E_COTL1,HVCN1_NCR3
LDHB_TYMP,LGALS1_NEAT1,RPL9_SAT1,CST3_TMEM66
CD247_GZMM,HLA-DMB_RPSA,KLRG1_MYL12A,HLA-A_S100A6
CEBPD_VPREB3,HLA-C_RPL36,CD37_RPS3,CXCR4_MS4A1
GSTP1_RPL5,PYCARD_RPS10,LDHB_PTPRCAP,MATK_RPL35A
CFD_TCL1A,CD247_RPLP0,LINC00926_RPL27A,KLRG1_RAC1
HOPX_IL32,PKIG_S100A8,FCER1G_MYL12A,HLA-DRB1_PTPRCAP
HLA-DQA2_S100A11,CD8A_EAF2,PSAP_RPS25,LGALS1_PDLIM1
CST7_LYZ,HLA-DQA1_RPS28,AC092580.4_TALDO1,CD79B_RPS23
HLA-DOB_HOPX,P2RX5_RPS3,RPS28_TKT,ISG20_LGALS1
FCER1G_RPL10,BLVRB_GABARAP,IL32_PKIG,RPL23A_SAMD3
KIAA0125_RPSA,B2M_PPAPDC1B,GZMA_RPL36,AIF1_RPL5
CD68_PTPRCAP,HLA-DOB_S100A6,KLRG1_RPL36,HLA-DRB1_RPS27A
CD3D_SPI1,APOBEC3G_RPSA,LCK_SNX2,PKIG_VPREB3
APOBEC3G_FTL,CD74_KIAA0125,CD3E_RPL10A,FCER1G_PDLIM1
HLA-DMA_RPS3A,CD68_SH2D2A,RPL13_S100A11,CD68_RPL35A
LCK_SAMD3,NCF2_RPL10,LYAR_NCF2,CXCR4_PPAPDC1B
BANK1_GZMM,OAZ1_TPT1,AC092580.4_RPSA,IL7R_RPL10A
C12orf75_RPS15A,CFP_VPREB3,MALAT1_TMEM66,HLA-DPA1_RPS25
BLVRB_CYB561A3,NKG7_RPL3,FGFBP2_RPLP2,RPS4X_SAMD3
NKG7_RPS28,CD72_RPS6,CD99_RPS25,HLA-DOB_MYL12A
RPS3_S100A9,CD14_TALDO1,CDA_RPS11,DUSP2_EEF1A1
MS4A6A_PPAPDC1B,CD68_RPLP0,AP1S2_RPL32,GPX1_RPS27
HCST_MALAT1,CYBA_PRF1,KLRG1_TKT,IL7R_RPS23
CFP_HLA-DMA,FCN1_RPS27,FCRLA_MARCH1,HLA-A_TCL1A
CD79A_LGALS3,CCL4_RPL36,HVCN1_RPL10,FTL_TMEM66
CD3E_CTSW,HLA-DMB_TPT1,BANK1_HLA-DPB1,LTB_PYCARD
RPS6_SERPINA1,CCR7_HLA-A,RPL9_SPI1,DUSP2_S100A4
CD247_KIAA0125,RARRES3_SPIB,RPL30_TYROBP,HLA-DPA1_PPAPDC1B
CFD_PDLIM1,MYL12A_RPL10A,IRF8_RPS27A,GNG7_RPLP0
NKG7_RPL18A,CD79A_SERPINA1,C12orf75_CD3E,KLRG1_PKIG
NCR3_NPC2,RPL35A_RPLP2,AP1S2_IL7R,CTSW_RPL32
CD8B_HLA-DQA2,CD14_RPS28,NOSIP_TSPO,RPS13_RPS4X
APOBEC3G_HLA-DQA2,PRF1_SAT1,B2M_LAG3,ARPC5L_CST3
HLA-B_S100A6,RAC1_TPT1,KIAA0125_RPL9,FCER1G_RPS15A
CD99_FCRL6,AC092580.4_CD3E,B2M_EAF2,HLA-DPA1_LCK
CD3D_RPS12,CD8A_SH2D2A,FCN1_HLA-DQA1,CD72_SH2D2A
FCRL6_RPLP2,PFN1_SMIM14,CD3E_RPLP2,BLK_RPS4X
DUSP2_RPS4X,FCGRT_TKT,GNG7_RPL27A,GABARAP_MYL12A
MS4A6A_TMEM66,CCL5_CD40,MS4A6A_PRF1,CD99_RPL36
NPM1_SH2D2A,HLA-DRB5_OAZ1,RPS3_TKT,RPS28_SH2D1A
CTSW_SAMD3,CFD_PDLIM1,KLRG1_RPL14,GNG7_RPLP2
CD8A_HLA-DQB1,HLA-DMA_RPL9,FCN1_PPAPDC1B,FCGRT_RPS23
RPS20_RPS27A,GNG7_RPS27,EEF1A1_MS4A6A,RPS18_S100A8
CFP_RPL18A,CDA_RPS29,CEBPD_RPS6,RPL35A_SERPINA1
GPX1_HLA-DRA,HLA-DQB1_SAT1,GPX1_LDHB,GZMM_TYMP
LDHB_RPS10,FCER1G_RPSA,RPSA_SNX2,GRN_TMEM66
ARPC5L_TYROBP,CD3E_IL7R,CD99_LYZ,RPS27_SPIB
