GENIE3_links,GRNBOOST2_links,PIDC_links,phase_synchrony_links
LY86_MS4A1,CFD_GRN,GZMH_LYZ,LDHB_NKG7
RPL13_S100A9,HLA-DPA1_S100A4,HLA-A_RPSA,HLA-DPA1_NEAT1
GABARAP_MS4A1,ARPC5L_CCL5,LGALS3_MS4A6A,RPL27A_RPL35A
RPS23_S100A11,FCGRT_LST1,HCST_LST1,FCER1G_LAG3
PNOC_SAMD3,RPS25_SERPINA1,CFD_EAF2,RPL10_RPL23A
OAZ1_RPS3,NPM1_TCL1A,CST7_TCL1A,CD72_MALAT1
CD79B_MARCH1,CD79B_RPS5,FCGRT_NCF2,HCST_NCR3
GZMM_MATK,CD3D_GZMM,PYCARD_SMIM14,GABARAP_IRF8
GNG7_RPL18A,LGALS2_RPS29,HOPX_PRF1,LINC00926_RPL31
CD79B_LYZ,COTL1_SPIB,FCRL6_NPC2,B2M_PRF1
PPAPDC1B_TKT,EAF2_RPL13,LYAR_NKG7,CST7_RPL21
LINC00926_RPL27A,FCER2_RPL10,CCL5_CD72,CST7_RPS18
RPL10A_RPS3,HVCN1_TCL1A,MS4A6A_SERPINA1,LTB_RPL31
MYL12A_PSAP,CYBA_MALAT1,SNX2_VPREB3,NEAT1_S100A9
C12orf75_SPIB,CD8A_RPL5,CST7_HLA-DQA2,CD8A_PTPRCAP
CD37_RPL32,CD3D_PNOC,GZMM_NKG7,CD40_RPS27A
GZMM_RPS10,PYCARD_RPL18A,FCGRT_GZMH,HLA-DMB_P2RX5
ARPC5L_CD99,RPL9_RPS10,CXCR4_IRF8,RPL14_S100A6
CTSS_LCK,APMAP_OAZ1,CTSS_GRN,CD8A_PDLIM1
IRF8_KIAA0125,RPS4X_S100A9,LGALS1_TSPO,FTH1_MARCH1
HLA-DRB1_RPS3,CD68_S100A8,RPL13_RPL27A,AP1S2_CST3
HLA-DMA_LCK,HLA-DQA2_LGALS3,PKIG_TCL1A,NOSIP_SMIM14
HLA-C_LST1,KIAA0125_VPREB3,AC092580.4_NKG7,HLA-DQA1_TYROBP
CD79B_CXCR4,LDHB_RPS3A,HCST_RAC1,AP1S2_CFP
BANK1_TALDO1,BANK1_TSPAN13,GZMH_LGALS1,CD72_LCK
HLA-A_MARCH1,ISG20_SH2D2A,AIF1_LYZ,GZMH_PNOC
PKIG_RPL5,HLA-DMA_LGALS1,GNG7_PDLIM1,FCER1G_HLA-DMA
HLA-C_PKIG,RPL36_RPS11,RPLP0_RPS3A,AP1S2_MARCH1
AIF1_GZMM,CD8A_RPL18A,CD40_IL7R,HLA-DMA_OAZ1
PPAPDC1B_SNX2,PKIG_SPIB,GSTP1_LY86,RPL9_RPLP2
CFP_GZMH,CYB561A3_RPS6,BLVRB_CFP,RPL23A_RPS20
HLA-A_RPL23A,PFN1_RPL9,RPL10_RPL14,LTB_PKIG
RPS6_RPSA,FGFBP2_RPL27A,IL32_LGALS1,BLVRB_HLA-DMA
CD99_EAF2,HLA-DRB1_S100A6,BLVRB_IRF8,CHST12_SAMD3
RPS29_SMIM14,IRF8_MATK,FCGRT_SAT1,BLK_S100A6
MARCH1_RPL5,PDLIM1_RPS18,HVCN1_MS4A1,CCL5_CD72
RPL9_SNX2,PTPRCAP_RPS20,HLA-A_RPS10,RPL11_RPL5
AP1S2_CD99,RPL10_RPS23,CFP_GRN,HLA-DQB1_SERPINA1
CD8B_SH2D2A,MALAT1_RPL18A,GSTP1_NEAT1,RPL27A_RPS6
FCRLA_ISG20,CCL4_FTH1,FCGRT_TSPO,BLK_S100A11
FTL_RPS25,NOSIP_PNOC,CD99_GNG7,PSAP_S100A8
RPL10A_RPSA,CD14_CD79A,FCN1_FCRL6,CD40_RPL3
CYB561A3_RARRES3,GZMM_NPM1,HLA-DMB_RPS29,ARPC5L_KLRG1
CST3_PDLIM1,PNOC_RPS18,CFD_CFP,RPS6_TIGIT
COTL1_RPL18A,AIF1_CTSW,CD79B_HLA-C,LGALS1_LYZ
HLA-A_RPLP0,PKIG_RPS10,CCL5_LYAR,CD3E_RPL11
RPS11_VPREB3,RPL11_RPL3,LGALS2_TKT,ARPC5L_NKG7
S100A6_S100A8,RPS11_TMEM66,CEBPD_RAC1,CST7_RARRES3
NPM1_S100A6,EAF2_HLA-C,CST7_LAG3,RPS3A_RPS6
RPL27A_RPS4X,HLA-DPB1_RPL23A,GPX1_PDLIM1,CD247_RPL27A
SMIM14_TCL1A,GPX1_RPS6,CCR7_HCST,PPAPDC1B_RPL31
CFP_HLA-DMB,ISG20_LST1,BANK1_RPS3,EEF1A1_RPL13
CD247_TKT,RPL10A_RPL13A,CD37_EEF1A1,APMAP_TALDO1
HLA-DMA_SAMD3,GRN_HLA-DRA,BRI3_FGFBP2,FGFBP2_RPL27A
CFP_NPC2,CD8A_S100A8,RARRES3_TSPAN13,HLA-DMA_HLA-DPB1
PFN1_PYCARD,HLA-DPB1_HOPX,FCER2_RARRES3,NCR3_SPIB
HLA-DMB_P2RX5,HLA-E_NKG7,GSTP1_TYMP,TALDO1_TSPO
GPX1_S100A4,KLRG1_RPL5,CD79B_RPS6,BLVRB_HLA-DPA1
FTL_GSTP1,CFD_RPS6,RPL10_RPL23A,APMAP_CD99
HLA-E_RPS15A,CYBA_LDHB,BANK1_HLA-DQA2,GZMA_S100A4
CD3D_HLA-A,FGFBP2_HLA-DRB5,GRN_LGALS2,CHST12_S100A8
COTL1_EAF2,CEBPD_S100A9,CD14_CXCR4,LY86_S100A6
FCRLA_NKG7,BLK_HLA-DQA2,CCL4_HLA-DQA2,FCGRT_LGALS1
HLA-DRA_LDHB,HLA-DQB1_LGALS2,RPS23_RPS25,CD8A_RPL21
NPC2_S100A9,CHST12_RPL13,GZMH_PYCARD,CYB561A3_RPLP2
NCF2_SAMD3,AP1S2_RPS18,CFP_S100A6,C12orf75_FGFBP2
CD74_COTL1,RPL14_TYMP,C12orf75_HLA-E,CST7_SMIM14
RPS15A_TPT1,RPL23A_RPS5,PYCARD_TALDO1,RPLP0_RPS20
BANK1_GPX1,ISG20_KIAA0125,RPL11_RPL27A,CD74_RAC1
CST3_HVCN1,LGALS1_RPL32,ISG20_LGALS2,NOSIP_TSPO
RPL3_RPS13,B2M_HLA-DRB5,FCN1_SH2D1A,RPL35A_RPS12
GABARAP_HLA-E,BLK_LGALS2,CD14_NCF2,CD37_GABARAP
HLA-E_NEAT1,NCR3_RPL35A,GABARAP_HLA-DOB,LYZ_RPL35A
SAT1_SMIM14,CD74_NCF2,HLA-DOB_RAC1,RPS3A_SAMD3
CYBA_RPL36,NCR3_RPL18A,BLK_DUSP2,HLA-DOB_LGALS3
BLVRB_S100A9,FCER2_NCF2,S100A4_S100A6,BLK_FGFBP2
MALAT1_RPS10,FCRLA_HLA-DQA2,CD247_FCER1G,LGALS3_PPAPDC1B
CDA_NPC2,LYZ_SAMD3,KIAA0125_PKIG,RPL35A_RPS11
HLA-A_MS4A1,AIF1_CD79A,GZMM_TCL1A,ARPC5L_HLA-C
IL32_SH2D2A,CD74_PYCARD,AIF1_NCF2,LYAR_NPM1
P2RX5_RPL10A,HLA-DQB1_LINC00926,CFP_GZMM,FCGRT_IL7R
CD79A_GPX1,NCF2_S100A11,AIF1_HCST,COTL1_HLA-DQA2
S100A4_S100A9,FCER1G_LAG3,EEF1A1_HLA-B,HLA-DOB_MARCH1
HLA-DMB_HLA-DQA2,MARCH1_RPL5,CD3D_HOPX,CD3E_NKG7
CST3_LYZ,SMIM14_TMEM66,LTB_RPL13,ARPC5L_CD8B
CD74_GZMM,RPLP2_TYMP,RPL21_RPS11,HLA-DOB_SERPINA1
CHST12_RPS20,COTL1_GNG7,GPX1_GRN,HLA-DQB1_LINC00926
RPS25_TALDO1,CST3_RPL10A,AP1S2_TYROBP,PPAPDC1B_SERPINA1
HLA-DOB_PFN1,RPS6_S100A11,GABARAP_NPC2,RPL36_RPS13
RPL10A_RPS3A,CD74_CFD,FCRL6_GSTP1,APOBEC3G_CTSS
RPS12_RPS29,AIF1_CCL4,AIF1_CTSS,CD99_RPS28
RPL9_RPSA,HLA-DMB_RPS10,HLA-DPB1_RPL18A,CCL5_CD99
HLA-A_HLA-DQA1,CEBPD_HLA-DRB5,GRN_MS4A6A,NCF2_OAZ1
MYL12A_P2RX5,CTSW_FCER2,CFP_VPREB3,PNOC_RPL23A
RPL35A_RPS20,IL7R_RPS11,HOPX_S100A8,CD40_PNOC
DUSP2_NCF2,DUSP2_MS4A1,CD99_LCK,CTSW_HLA-A
GABARAP_LGALS1,EEF1A1_GRN,EAF2_TYROBP,HLA-DQB1_RPS28
HLA-DQA1_SPI1,BLK_NOSIP,GZMK_TSPAN13,CD3D_RPL30
FCRL6_RPS11,LY86_MALAT1,P2RX5_TMEM66,AIF1_RAC1
RPL3_SAT1,CYB561A3_FCER2,APMAP_CD72,PFN1_RPL36
CD99_S100A9,CFP_RPL5,OAZ1_RPL9,CFD_HLA-DQB1
RPL35A_SNX2,CTSS_PKIG,CFD_SAT1,RPL9_RPS5
RPL14_S100A4,C12orf75_RPL11,GNG7_NPM1,CD99_EAF2
BLK_HLA-DQA2,CD3E_HLA-DRA,CST7_MYL12A,RPS28_RPS4X
B2M_RPL9,CTSW_NPM1,CTSW_VPREB3,AP1S2_TYROBP
FCER2_PNOC,CEBPD_RPS27A,HLA-DQA2_TSPAN13,GSTP1_SH2D2A
IRF8_RAC1,MALAT1_MARCH1,CHST12_CTSS,CD79A_HLA-DQA1
HLA-DRB1_RPS20,CYB561A3_RPL21,FCRL6_HVCN1,NCR3_PRF1
KIAA0125_TYMP,CCL4_EEF1A1,CD247_FCN1,RPL27A_RPS13
FCER1G_GRN,RPL32_S100A11,PYCARD_TYROBP,APMAP_HOPX
BLVRB_TYMP,CTSS_PSAP,HLA-E_RPL10A,MYL12A_RPL11
PSAP_TALDO1,CTSW_GZMK,CD72_PPAPDC1B,HLA-DMB_S100A6
HLA-DRA_RPL3,CD74_RPL21,CD247_CDA,EAF2_LINC00926
LST1_MALAT1,RPS13_RPS23,CCR7_EAF2,CD37_TYROBP
GNG7_LY86,BLVRB_NCF2,HOPX_LCK,CD8B_FCER1G
HLA-DPB1_OAZ1,CTSS_PFN1,RPL32_RPS27A,CD68_PKIG
B2M_RPS11,EAF2_LGALS3,IL32_S100A4,HLA-DRB1_RPL11
OAZ1_SH2D2A,PFN1_RPL11,BLK_SAMD3,RPL27A_VPREB3
CD79B_MALAT1,CST7_IRF8,FCRLA_HOPX,CXCR4_FCER2
CEBPD_RPS23,CD3E_NCF2,CD14_SPI1,FCER1G_TCL1A
CDA_LYZ,CD14_PSAP,HLA-DMB_HLA-DQB1,HLA-E_NPM1
HLA-A_HLA-DQA2,PDLIM1_RPL10,CTSS_RAC1,GZMM_RPS3
BRI3_CD3D,HLA-DPB1_NPM1,CYBA_RPL3,NCR3_TIGIT
LY86_RPL10A,CYBA_TCL1A,GNG7_TMEM66,NOSIP_RPL13
HVCN1_LTB,LGALS2_RPS27A,FCRL6_HLA-DRB5,SAT1_SPI1
RPS13_RPS3,RPL11_S100A8,PYCARD_RAC1,BLVRB_HLA-DQA2
NCR3_TALDO1,AP1S2_SAMD3,ISG20_RPS3A,HLA-DPB1_PSAP
CD3D_RPS3,FCER1G_NPC2,BLK_LINC00926,CTSS_FCER1G
AC092580.4_CD2,FCGRT_LY86,CD3D_TYROBP,LAG3_S100A11
CD79A_RPL23A,CDA_RPL21,CST7_TMEM66,C12orf75_SH2D2A
RPL14_RPL27A,EEF1A1_LY86,TSPO_TYMP,HLA-C_RPL27A
RPL18A_RPS27A,HLA-DRB1_S100A11,GPX1_SAT1,KLRG1_S100A9
S100A11_S100A6,HLA-DQB1_RPL31,GZMA_LYAR,RPL27A_RPL5
CFP_TYMP,CD72_RPS27A,DUSP2_TALDO1,FGFBP2_HCST
IL32_RPS20,C12orf75_PTPRCAP,RPL21_RPS20,CD8A_CST3
LDHB_RAC1,TCL1A_TYROBP,NCF2_PDLIM1,RPL13_RPS4X
HLA-DRB5_SPI1,HLA-DQA1_NKG7,CST3_FCGRT,P2RX5_TYMP
RPL13_RPS14,B2M_RPL32,FCGRT_HCST,GZMH_LCK
FTH1_RPL11,GSTP1_RPS23,PYCARD_TKT,AC092580.4_RPS28
RPL30_TPT1,CST3_RPS14,HLA-DQA2_TCL1A,LINC00926_RPS4X
BANK1_RPL31,B2M_CYBA,RPS14_RPS29,SNX2_TYMP
CD3D_PNOC,FGFBP2_GSTP1,CD68_FGFBP2,BLVRB_CHST12
CD247_HLA-DRA,IL7R_SAMD3,LST1_SH2D1A,CCL5_SMIM14
S100A11_SPI1,CD72_HCST,SAT1_SNX2,BRI3_KLRG1
CD72_GPX1,CD3E_TPT1,HLA-DMB_NCF2,AC092580.4_HLA-DRB1
HLA-C_HLA-DOB,NPM1_RPLP2,LGALS2_SMIM14,AIF1_CXCR4
CD247_FCER1G,KIAA0125_RPS3A,HLA-DPA1_HLA-DRB5,CFP_NEAT1
CD74_RPL13,CD37_EEF1A1,BLVRB_S100A4,RPS13_RPS15A
HLA-E_RARRES3,FCRLA_LINC00926,CD72_HOPX,GRN_HLA-DMA
RPL27A_S100A4,FCER2_HLA-DRB5,S100A6_TALDO1,AIF1_PYCARD
ARPC5L_LAG3,RPL5_S100A6,ARPC5L_CD72,HLA-DOB_RPS11
FCER2_IRF8,GZMA_PSAP,BANK1_TPT1,RPL30_SAMD3
RPS11_RPS18,CCR7_CD3D,APMAP_CD3D,HLA-DOB_RPL18A
HLA-DMA_MARCH1,RPL32_S100A6,HLA-DMB_SERPINA1,B2M_CD3D
SMIM14_TALDO1,OAZ1_TIGIT,CD2_NKG7,CD99_CHST12
RPL10A_RPS13,EEF1A1_TYROBP,ISG20_RPL14,CST3_GZMK
HLA-DMA_VPREB3,FCER1G_FGFBP2,RPL27A_RPS23,GSTP1_RAC1
P2RX5_TPT1,HLA-C_RPL14,BRI3_HLA-DRB5,RPL18A_RPS20
CD14_IL32,GABARAP_S100A4,KIAA0125_NCR3,CD79B_RPS29
GRN_HLA-A,BRI3_HLA-DRB5,RPS3_RPS5,FCRL6_RPL27A
HCST_RPS27,RPS18_RPS3,FCRL6_LINC00926,CD79B_HLA-DRB5
RPL11_RPL13A,EEF1A1_HLA-DRA,IL32_LY86,CDA_TSPO
LYAR_PNOC,IL32_RPS23,CD99_FCER2,HLA-E_TSPO
S100A8_TSPAN13,HLA-DOB_RPS14,CFD_S100A4,RPL5_RPSA
HLA-DMB_PPAPDC1B,CD74_GRN,BANK1_SAMD3,CD37_S100A6
GNG7_PNOC,CD99_HLA-DQA1,CD3E_PPAPDC1B,FCN1_PYCARD
GSTP1_LGALS1,CD74_S100A11,LST1_S100A9,S100A9_SPI1
LCK_S100A8,RPL27A_TPT1,HLA-DPA1_HLA-DRA,MARCH1_PYCARD
RPS10_SH2D1A,APOBEC3G_FCN1,CFD_HLA-DMB,HLA-DMA_LGALS2
HLA-C_SERPINA1,CHST12_TCL1A,CD74_HLA-DRB5,LYAR_TYROBP
OAZ1_VPREB3,P2RX5_RPSA,CD8A_CTSW,GZMA_S100A9
HLA-DQA2_RPL27A,CXCR4_RPL11,CD14_CST3,FCRL6_SPIB
CFP_FTH1,NEAT1_RPL21,BLVRB_SPI1,BANK1_NPM1
S100A4_SPI1,B2M_HLA-DRA,AC092580.4_CCL5,NCR3_TSPO
GZMA_NOSIP,RPL31_TYMP,HLA-B_RPS11,RPL30_TSPAN13
RPL3_SH2D2A,MATK_NOSIP,BLVRB_HLA-DMB,HLA-DQA2_SAT1
CD79B_HLA-B,BLK_KLRG1,LY86_NPC2,AP1S2_LYZ
FGFBP2_RPS14,HLA-DQA1_SNX2,APOBEC3G_FCGRT,NPM1_SAT1
HLA-C_KLRG1,CST3_TCL1A,BRI3_IL32,RPS4X_S100A6
RPS27_RPS4X,CD74_RPS27,RPL11_RPS6,RPL13A_RPS4X
GPX1_PSAP,HLA-DOB_RPS3,CD14_SPIB,BANK1_DUSP2
AIF1_RPL5,LCK_RPS3A,CTSS_S100A11,AC092580.4_APOBEC3G
CCL4_CFD,HLA-DMB_NCF2,MS4A6A_TYMP,EEF1A1_RPL18A
HLA-DQA1_TCL1A,CTSS_FCGRT,LGALS2_TALDO1,CYBA_TKT
IL7R_RARRES3,RPS3_RPS6,HLA-DMB_SH2D1A,RPL27A_RPS4X
BLVRB_RPL18A,LDHB_RPL35A,CEBPD_SMIM14,EAF2_TPT1
HLA-DOB_HLA-DQA1,CTSS_GNG7,CFP_LYZ,RPLP0_RPS3A
FCRLA_GRN,CCR7_MS4A6A,LST1_NEAT1,AC092580.4_ARPC5L
EAF2_RPS25,GZMA_LGALS3,AP1S2_LGALS1,LGALS1_RAC1
FTH1_RPS20,CD79A_TYMP,HLA-B_RPS27A,CYBA_GNG7
AP1S2_GNG7,GZMM_HLA-B,CD79B_RPL30,RPL32_RPS10
MYL12A_RPL13,IRF8_S100A9,TALDO1_VPREB3,GRN_KIAA0125
LCK_RPS3,LGALS1_MS4A6A,BANK1_NPM1,C12orf75_EAF2
PFN1_TMEM66,CCL4_NKG7,RPL21_RPS28,CYBA_HLA-DMB
CYB561A3_SMIM14,OAZ1_RPL18A,GZMM_MATK,S100A4_TYMP
CTSS_GABARAP,CD40_RPS27A,GRN_S100A11,PDLIM1_TKT
FCRL6_NPC2,CD3D_TCL1A,LGALS2_RAC1,RPL13_RPL5
RPL27A_RPS18,FGFBP2_PNOC,CHST12_SAMD3,RPL10A_VPREB3
PFN1_RPS3,LYAR_RPL11,HCST_NPC2,CDA_CYBA
CFP_IL32,HLA-DRA_SERPINA1,APMAP_S100A8,APMAP_BLK
BANK1_RPS10,FTL_RPL35A,MYL12A_RPS3A,LINC00926_RPL27A
ARPC5L_RPS25,CYBA_SERPINA1,CD8B_SH2D1A,CD72_RPS3A
HCST_TYMP,AIF1_S100A11,RPL11_SNX2,CTSW_LYZ
FCER1G_GZMK,RPS29_TYROBP,GZMM_TSPO,NPM1_RPL10
HVCN1_RPL23A,KLRG1_RPL18A,LGALS1_SH2D1A,RPS15A_RPS3A
DUSP2_S100A8,CFD_HLA-DPB1,FCGRT_GPX1,HLA-DQA2_SERPINA1
FCRL6_TMEM66,PSAP_RPL21,RPL10A_RPS20,IL7R_LCK
PTPRCAP_SMIM14,CST3_IL32,CST7_PDLIM1,APMAP_TSPAN13
LY86_RPL11,RPS3A_TPT1,TSPO_TYROBP,CD40_IL7R
LY86_RARRES3,ISG20_RARRES3,AIF1_GPX1,CTSW_HLA-DQA2
CFP_MS4A1,GZMM_S100A11,BANK1_CD99,CD72_GPX1
GZMH_RPS10,CTSW_SH2D1A,APOBEC3G_PRF1,CXCR4_SMIM14
CD37_SNX2,CD37_RPL23A,HLA-DQA1_MYL12A,CXCR4_RPS29
CD79B_PFN1,MS4A1_RPL21,RPL11_RPL18A,CD37_TCL1A
HLA-E_RPS4X,HLA-DPA1_RPL32,LST1_S100A4,EEF1A1_RPS12
HLA-DOB_PTPRCAP,IL7R_SH2D2A,IL32_SERPINA1,HLA-DOB_S100A11
ARPC5L_CCR7,FTL_TKT,HCST_PYCARD,APMAP_C12orf75
HLA-DRB1_LGALS1,RPS11_RPS15A,LY86_SPI1,APMAP_HLA-DQA2
PFN1_RPS4X,CCR7_TKT,CD14_PYCARD,BLK_SMIM14
CYB561A3_FTH1,EEF1A1_SNX2,FCER1G_LYZ,BANK1_FGFBP2
MS4A6A_RPL23A,RPL13A_RPS18,DUSP2_GNG7,EEF1A1_LGALS1
RPL23A_RPL36,IL7R_S100A4,GABARAP_GSTP1,APMAP_NKG7
HLA-DPB1_TYROBP,CD247_RPL36,CD3E_EAF2,BANK1_LYAR
CD72_PTPRCAP,MS4A1_RPL10,CD247_CFD,NPM1_RPL3
CD74_PYCARD,HLA-DQB1_LGALS1,CHST12_HLA-DRB5,HCST_HLA-A
CD72_TIGIT,CTSW_GRN,CD8A_NPM1,LTB_RPL36
HLA-DRB5_MS4A1,CD40_MS4A6A,CFP_CTSS,GZMM_KIAA0125
RPS4X_SAT1,FCER2_S100A11,LGALS1_S100A9,LCK_VPREB3
HVCN1_NPM1,RPS20_TMEM66,BLVRB_SAT1,HLA-DPA1_HLA-DQA1
LST1_S100A11,RPL30_RPLP0,MS4A6A_SAT1,PRF1_RPS3
CFP_NCF2,BRI3_MS4A6A,S100A4_S100A9,CFD_NPC2
ISG20_NOSIP,HLA-C_PPAPDC1B,LYZ_NCF2,CST3_RPS11
RPL10_RPS20,LTB_MS4A6A,RPS20_RPS3A,CCR7_RARRES3
RPL23A_RPS18,GPX1_RPL35A,RPS11_RPS23,GZMM_RPL13A
RPL31_S100A4,CD3D_SAMD3,CTSS_LGALS3,FTL_GZMK
RPL5_TCL1A,CD99_HLA-DRA,CD8A_FCER2,RAC1_RPS13
AC092580.4_ARPC5L,GRN_RPL10,AP1S2_HLA-DQA2,HLA-DMA_MS4A6A
HLA-DRB1_SNX2,NCR3_RPS20,COTL1_NEAT1,CCR7_RPS29
GZMM_RPL32,CFP_HLA-DQB1,KIAA0125_TMEM66,AC092580.4_HLA-DPA1
B2M_MALAT1,RPS10_S100A8,CCL5_PKIG,CD3E_RPS3
CCR7_RPL32,RPL9_VPREB3,EEF1A1_RPS27A,FCGRT_FTL
HLA-C_SAMD3,B2M_TSPAN13,RPS13_RPS5,HLA-DQA1_LGALS1
RPL27A_RPS3,CCR7_LINC00926,LY86_TALDO1,CD79B_FCRLA
PRF1_TMEM66,HLA-B_RPL13A,DUSP2_S100A11,MS4A6A_TKT
PKIG_VPREB3,RPS10_RPS28,CD14_GRN,B2M_RARRES3
HLA-C_HLA-DQA2,HLA-E_NCR3,HLA-DPA1_HLA-DRB1,AC092580.4_LGALS1
CD79A_VPREB3,HOPX_LGALS1,B2M_HLA-DQA1,LDHB_RPL30
RPS27_TYMP,NCF2_P2RX5,NPC2_RPL35A,EAF2_HLA-DPA1
MARCH1_NKG7,MARCH1_TYROBP,CST7_NOSIP,AIF1_NCR3
CD79A_NCR3,CD74_RPL13,RPL10A_RPS27,DUSP2_RPL10A
CD74_NKG7,LINC00926_MATK,LTB_RPS5,IL32_LYAR
CD79A_TMEM66,HLA-DMA_RPL10A,CCL4_TMEM66,GRN_RPL14
SNX2_TSPAN13,MS4A1_PTPRCAP,RPL21_RPL32,RPL13_RPL14
CHST12_RPS5,CD79A_RPL13,CD40_NCR3,RPL13_RPL27A
HLA-DRB1_RPSA,CD40_FCER1G,NPC2_TYROBP,C12orf75_LCK
RPLP2_VPREB3,HLA-DMB_PKIG,PDLIM1_RAC1,RPS29_TSPAN13
PTPRCAP_SERPINA1,RAC1_RPS4X,GNG7_SAMD3,CD8A_TKT
HLA-DRB5_LDHB,MARCH1_NKG7,CTSW_LAG3,HLA-DQA1_KIAA0125
HLA-DOB_IRF8,CD79A_LGALS2,CEBPD_GSTP1,FTL_NPM1
ISG20_RPL30,HLA-DOB_TIGIT,LGALS2_LYZ,IRF8_TSPAN13
RPS3_TALDO1,RPL10_S100A11,LY86_NCF2,C12orf75_RPS28
HLA-DMB_RPL10A,GZMH_HLA-DQB1,LGALS2_TYMP,RPL36_RPLP2
MATK_SH2D2A,CD40_HLA-DQB1,FGFBP2_LGALS3,RPL23A_RPL5
CD74_MS4A6A,GPX1_S100A8,NEAT1_SAMD3,RPL30_RPL36
RPL11_S100A11,CFD_DUSP2,RPL14_RPL31,PPAPDC1B_RPL36
RPL11_RPL27A,GSTP1_SAMD3,CD68_SNX2,DUSP2_PDLIM1
FCGRT_RPL31,HLA-DMB_HOPX,CFD_NEAT1,CD68_RPL14
RPL10A_SNX2,CHST12_FGFBP2,RPL30_RPS23,C12orf75_PKIG
C12orf75_CD37,GZMH_KLRG1,BLVRB_CD40,COTL1_S100A4
FGFBP2_VPREB3,P2RX5_TCL1A,LGALS2_NPC2,CEBPD_RPS11
P2RX5_RPL3,CD74_S100A9,S100A11_SAT1,RPS25_SH2D1A
MYL12A_RPS12,HLA-DMA_LCK,GZMM_PPAPDC1B,C12orf75_ISG20
HLA-DMA_HLA-DPA1,HLA-DQA2_MALAT1,GRN_TKT,RPL5_RPS27
S100A4_SPIB,IL7R_KIAA0125,P2RX5_PPAPDC1B,RPL13_SAMD3
PYCARD_RPL11,MARCH1_RPL32,GZMH_LY86,HLA-DQA1_TKT
RPS15A_RPS3,CD3D_PSAP,GPX1_HLA-DMB,CD72_TSPAN13
GRN_MS4A6A,GABARAP_RPS10,APOBEC3G_LYZ,IL32_RPL14
CD68_HOPX,IL7R_TCL1A,FCER2_TMEM66,LYZ_SAT1
HLA-DPB1_LYZ,RPL21_S100A11,MS4A1_PRF1,LTB_PRF1
CD37_MARCH1,CD79B_GNG7,FCRL6_TYROBP,NPM1_RPSA
HLA-DMB_RPS29,RPLP0_RPS14,CYBA_RPS14,FTH1_NCF2
CCR7_MYL12A,HLA-E_TSPO,RPL11_RPS3A,BLK_NOSIP
FCER2_RPL10A,BANK1_CTSS,HLA-DOB_PPAPDC1B,RPL35A_RPLP0
GNG7_HCST,RPL21_RPL36,HVCN1_RPL14,HLA-DQB1_TKT
HLA-A_LDHB,HLA-DQA2_RPLP0,APOBEC3G_PKIG,RPLP0_RPS6
HLA-DPA1_SH2D1A,HLA-B_RPLP2,LYZ_TYMP,GSTP1_SAT1
RPL23A_RPL9,CTSS_RPL23A,HLA-DOB_NCF2,RPL11_RPL3
LTB_SAT1,FCN1_S100A9,APMAP_LCK,KLRG1_SMIM14
PTPRCAP_SAT1,FTL_LDHB,CD99_KIAA0125,APOBEC3G_CD68
CD3D_NOSIP,PPAPDC1B_RPSA,S100A6_SERPINA1,RPL32_RPS27A
RPS18_S100A9,CD68_NPC2,GSTP1_PDLIM1,HLA-C_NOSIP
CD72_TPT1,HLA-A_RPS28,GZMA_NPM1,CTSW_MYL12A
HLA-DQB1_RPLP2,CFD_RPL32,CCL5_FCRLA,LCK_RPL13A
HLA-DQB1_S100A11,GZMM_HLA-DRB5,CD79B_RPS20,HOPX_KLRG1
CD37_HCST,CD3D_CTSW,DUSP2_TKT,CTSS_TALDO1
COTL1_LYZ,RPS6_SPI1,BLVRB_NCF2,RPL21_RPS6
HLA-DPB1_S100A4,FCER1G_RPL13,HLA-DMB_SPI1,RPS14_RPS28
CD247_SH2D1A,IRF8_RPL13A,RPL10A_RPLP2,HCST_PPAPDC1B
CD79A_RPL13,EEF1A1_SH2D1A,LY86_RAC1,AC092580.4_LYZ
CD37_SH2D2A,GZMH_RPL13A,HLA-DMB_SMIM14,FTH1_S100A8
HLA-DOB_RPL9,HLA-DQA1_RPS27A,CFD_GPX1,HCST_RPS28
RPS25_RPS6,PNOC_SPI1,FCRLA_PPAPDC1B,MYL12A_RPS18
RPS12_RPS6,GZMH_SH2D2A,CYB561A3_PPAPDC1B,CD72_LY86
HLA-DMA_SERPINA1,HLA-DRB1_RPS3,CFD_GZMH,RPS23_SAMD3
COTL1_CTSS,CD72_PSAP,HLA-B_RPS13,SERPINA1_SH2D2A
FTH1_SPI1,CD3E_RPLP2,KIAA0125_LYAR,CCL4_SMIM14
HLA-DQA1_PPAPDC1B,MYL12A_RPS11,RPS6_TMEM66,FTL_RPL11
LDHB_RPL23A,CEBPD_HLA-C,LYZ_TSPO,LGALS1_RPL3
GZMM_HLA-C,AC092580.4_SAMD3,FCRLA_PNOC,RPS28_SAMD3
APOBEC3G_CST3,PRF1_SMIM14,CEBPD_SAT1,C12orf75_IL32
BRI3_RPS15A,NCF2_NKG7,CD3E_CEBPD,NOSIP_RPL14
CD79B_COTL1,GSTP1_NCF2,CD3D_PNOC,LY86_MS4A1
FTH1_MATK,CFD_RPS28,HLA-DOB_SPI1,RPL18A_RPS27A
IRF8_MARCH1,CST3_RPS18,EAF2_FCN1,FCGRT_IL32
